"V1","V2","V3"
"1","DEqMS","1","1"
"2","limma","0.857142857142857","2"
"3","ROTS","0.714285714285714","3"
"4","proDA","0.571428571428571","4"
"5","DEP","0.428571428571429","5"
"6","ANOVA","0.285714285714286","6"
"7","ttest","0.142857142857143","7"
"8","SAM","0","8"
