"mat1","mat2","abbr1","abbr2","mean","median","t_pval","significance","contrast"
"1","beta_binomial","edgeR","A","B","-0.011873617037123","-0.00150359331981698","1.53531642685165e-101","****","beta_binomial-edgeR"
"2","beta_binomial","plgem","A","C","-0.0376855814331616","-0.0266989814809391","3.01827977555868e-106","****","beta_binomial-plgem"
"3","edgeR","plgem","B","C","-0.0258119643960386","-0.019703600402435","1.12895511880208e-49","****","edgeR-plgem"
