"logFC","AveExpr","t","pvalue","adj.pvalue","B","contrast","protein","organism","label","TlogFC"
"sp|P15646|FBRL_YEAST",0.224310545944117,14.9214753094914,1.82631273039376,0.121795044340427,0.509987829531373,-5.51382456700556,"conditionC-conditionB","sp|P15646|FBRL_YEAST","YEAST","1","0.321928094887362"
"sp|Q13888|T2H2L_HUMAN;sp|Q6P1K8|TF2H2_HUMAN2",-0.326000896030072,12.7063583573298,-1.82653250461168,0.121797922809026,0.521878172368042,-4.8985240667464,"conditionD-conditionC","sp|Q13888|T2H2L_HUMAN;sp|Q6P1K8|TF2H2_HUMAN","HUMAN","0","0"
"sp|P06197|PIS_YEAST",0.142517124665869,12.5484950176692,1.82607396829487,0.121834057783487,0.509987829531373,-5.51414183857061,"conditionC-conditionB","sp|P06197|PIS_YEAST","YEAST","1","0.321928094887362"
"sp|O43251|RFOX1_HUMAN;sp|Q9NWB1|RFOX2_HUMAN2",0.206614211303048,13.3084546335969,1.82629505972268,0.121836710428279,0.521878172368042,-4.89882934259216,"conditionD-conditionC","sp|O43251|RFOX1_HUMAN;sp|Q9NWB1|RFOX2_HUMAN","HUMAN","0","0"
"sp|P62241|RS8_HUMAN1",-0.0772603326284624,19.9558150567704,-1.82594195570499,0.12185888601379,0.388129998379192,-5.88737285328028,"conditionD-conditionB","sp|P62241|RS8_HUMAN","HUMAN","0","0"
"sp|Q15907|RB11B_HUMAN",-0.0929406039552134,17.9613147471327,-1.82583778591497,0.121872662031303,0.509987829531373,-5.51445567243105,"conditionC-conditionB","sp|Q15907|RB11B_HUMAN","HUMAN","0","0"
"sp|Q08AF3|SLFN5_HUMAN2",-0.0950357144602307,13.764587071215,-1.82605895187677,0.121875291918706,0.521878172368042,-4.89913289102844,"conditionD-conditionC","sp|Q08AF3|SLFN5_HUMAN","HUMAN","0","0"
"sp|Q5UCC4|EMC10_HUMAN2",0.274578933344774,13.2892111858148,1.82593120450558,0.121896171741092,0.521878172368042,-4.89929712398036,"conditionD-conditionC","sp|Q5UCC4|EMC10_HUMAN","HUMAN","0","0"
"sp|Q13188|STK3_HUMAN1",-0.977493317107538,11.1225979527428,-1.82534226302256,0.121956947951808,0.388254225586047,-5.88817482022711,"conditionD-conditionB","sp|Q13188|STK3_HUMAN","HUMAN","0","0"
"sp|P0CX29|RS23A_YEAST;sp|P0CX30|RS23B_YEAST2",0.542896610966187,14.3482191404373,1.82474486787853,0.122090245360558,0.521878172368042,-4.90082216944667,"conditionD-conditionC","sp|P0CX29|RS23A_YEAST;sp|P0CX30|RS23B_YEAST","YEAST","1","0.263034405833794"
"sp|Q9UQ80|PA2G4_HUMAN1",-0.0705664870043137,19.6124367765084,-1.82452060366056,0.122091434423149,0.388494235187698,-5.88927351827921,"conditionD-conditionB","sp|Q9UQ80|PA2G4_HUMAN","HUMAN","0","0"
"sp|Q16222|UAP1_HUMAN2",-0.113059034162479,16.1440415247345,-1.82456576443271,0.122119571920609,0.521878172368042,-4.90105238992742,"conditionD-conditionC","sp|Q16222|UAP1_HUMAN","HUMAN","0","0"
"sp|P33322|CBF5_YEAST2",0.103020986979425,14.9292820396166,1.82423869620891,0.122173144592968,0.521878172368042,-4.90147279256357,"conditionD-conditionC","sp|P33322|CBF5_YEAST","YEAST","1","0.263034405833794"
"sp|P38432|COIL_HUMAN2",-0.144431210752339,14.0963748413469,-1.82423474582123,0.122173791797143,0.521878172368042,-4.90147787016177,"conditionD-conditionC","sp|P38432|COIL_HUMAN","HUMAN","0","0"
"sp|Q6UB35|C1TM_HUMAN",-0.080561434199339,16.9763923186185,-1.8235585122516,0.12224584240374,0.510556910319263,-5.51748382197764,"conditionC-conditionB","sp|Q6UB35|C1TM_HUMAN","HUMAN","0","0"
"sp|O15504|NUP42_HUMAN",-0.306018529321504,11.7915505698665,-1.8235463471602,0.122247837236939,0.510556910319263,-5.51749998159138,"conditionC-conditionB","sp|O15504|NUP42_HUMAN","HUMAN","0","0"
"sp|P78560|CRADD_HUMAN1",0.304990731637568,11.1362763797737,1.8231448325912,0.122316948993815,0.388870259175467,-5.89111288746293,"conditionD-conditionB","sp|P78560|CRADD_HUMAN","HUMAN","0","0"
"sp|P17275|JUNB_HUMAN1",-0.170703335055753,13.3742403604276,-1.82300608626104,0.122339715272038,0.388870259175467,-5.89129836877723,"conditionD-conditionB","sp|P17275|JUNB_HUMAN","HUMAN","0","0"
"sp|O60294|TYW4_HUMAN",-0.244406737406148,12.746088330208,-1.8226484897462,0.122395158109592,0.510556910319263,-5.51869258757899,"conditionC-conditionB","sp|O60294|TYW4_HUMAN","HUMAN","0","0"
"sp|O00410|IPO5_HUMAN1",-0.0801662194503443,18.4510792176465,-1.82237976701775,0.122442538122561,0.388870259175467,-5.89213561290252,"conditionD-conditionB","sp|O00410|IPO5_HUMAN","HUMAN","0","0"
"sp|Q7Z3B4|NUP54_HUMAN",-0.0766300726935771,15.2874844083257,-1.82233458291165,0.12244670605985,0.510556910319263,-5.51910951047029,"conditionC-conditionB","sp|Q7Z3B4|NUP54_HUMAN","HUMAN","0","0"
"sp|O95169|NDUB8_HUMAN1",-0.114200497379793,14.643583263833,-1.82223788241747,0.122465843351722,0.388870259175467,-5.89232527004314,"conditionD-conditionB","sp|O95169|NDUB8_HUMAN","HUMAN","0","0"
"sp|Q8NCG7|DGLB_HUMAN",-0.208182850187629,13.1505073529197,-1.82219244438204,0.122470054376116,0.510556910319263,-5.51929828949323,"conditionC-conditionB","sp|Q8NCG7|DGLB_HUMAN","HUMAN","0","0"
"sp|P36049|EBP2_YEAST",0.528711471202506,11.4116946887448,1.82216456461169,0.122474634556355,0.510556910319263,-5.51933531715081,"conditionC-conditionB","sp|P36049|EBP2_YEAST","YEAST","1","0.321928094887362"
"sp|Q9Y450|HBS1L_HUMAN2",-0.136907499536026,13.8081173994548,-1.82231603210672,0.122488547153444,0.522882927913467,-4.90394379317384,"conditionD-conditionC","sp|Q9Y450|HBS1L_HUMAN","HUMAN","0","0"
"sp|Q8IVM0|CCD50_HUMAN1",0.236497491003158,13.4712764197723,1.82199729797586,0.122505370665104,0.388870259175467,-5.89264685098713,"conditionD-conditionB","sp|Q8IVM0|CCD50_HUMAN","HUMAN","0","0"
"sp|Q9NZJ9|NUDT4_HUMAN",-0.202735179284579,12.7014268682848,-1.82146267464266,0.122589999919993,0.510713979387853,-5.52026746578612,"conditionC-conditionB","sp|Q9NZJ9|NUDT4_HUMAN","HUMAN","0","0"
"sp|P36954|RPB9_HUMAN2",-0.241495630554866,11.2280328664611,-1.82162727725391,0.122601732072111,0.523026467645724,-4.90482884151166,"conditionD-conditionC","sp|P36954|RPB9_HUMAN","HUMAN","0","0"
"sp|Q9NRK6|ABCBA_HUMAN",0.0938803351832185,14.7462145569956,1.82082278579968,0.122695269420693,0.510828816448153,-5.52111719816613,"conditionC-conditionB","sp|Q9NRK6|ABCBA_HUMAN","HUMAN","0","0"
"sp|Q12010|YPQ1_YEAST2",0.489778848445374,9.53618547079668,1.82093080902452,0.122716291133977,0.523175679581559,-4.90572372790808,"conditionD-conditionC","sp|Q12010|YPQ1_YEAST","YEAST","1","0.263034405833794"
"sp|P14324|FPPS_HUMAN1",-0.0958207117050556,17.9902232745955,-1.82063339481803,0.122729697720613,0.389394320856811,-5.89446973640005,"conditionD-conditionB","sp|P14324|FPPS_HUMAN","HUMAN","0","0"
"sp|Q9Y5J9|TIM8B_HUMAN",0.165155035724235,13.0652376835889,1.82025813863891,0.122788235969196,0.510892318519932,-5.52186695451926,"conditionC-conditionB","sp|Q9Y5J9|TIM8B_HUMAN","HUMAN","0","0"
"sp|Q96DZ1|ERLEC_HUMAN1",-0.18972504408088,13.7232936502182,-1.81957619888874,0.122903862422922,0.389758799598788,-5.89588247017822,"conditionD-conditionB","sp|Q96DZ1|ERLEC_HUMAN","HUMAN","0","0"
"sp|Q93096|TP4A1_HUMAN2",-0.0967313932983664,16.256420144464,-1.81924299002056,0.122994358352035,0.523854703366768,-4.9078920849113,"conditionD-conditionC","sp|Q93096|TP4A1_HUMAN","HUMAN","0","0"
"sp|P31930|QCR1_HUMAN1",-0.0796199849519077,17.7350751600492,-1.81900758087235,0.122997640139761,0.389861629451157,-5.89664223235039,"conditionD-conditionB","sp|P31930|QCR1_HUMAN","HUMAN","0","0"
"sp|Q7Z2T5|TRM1L_HUMAN",-0.0775756512986359,15.4496188672047,-1.81888306054785,0.123014931523398,0.511511802552067,-5.52369259173835,"conditionC-conditionB","sp|Q7Z2T5|TRM1L_HUMAN","HUMAN","0","0"
"sp|Q02776|TIM50_YEAST2",0.130209773120251,14.1626999200388,1.81899701725427,0.123034934894781,0.523854703366768,-4.90820805194704,"conditionD-conditionC","sp|Q02776|TIM50_YEAST","YEAST","1","0.263034405833794"
"sp|Q9UQR1|ZN148_HUMAN1",0.270424524060177,12.1908851590416,1.81866063015847,0.123054895210093,0.389861629451157,-5.89710578372456,"conditionD-conditionB","sp|Q9UQR1|ZN148_HUMAN","HUMAN","0","0"
"sp|Q96F07|CYFP2_HUMAN",0.329407100500909,9.10801779962464,1.81777983488044,0.123197112517543,0.51194552319237,-5.52515705969346,"conditionC-conditionB","sp|Q96F07|CYFP2_HUMAN","HUMAN","0","0"
"sp|Q9NQG5|RPR1B_HUMAN2",-0.0997669512392108,16.1161643162962,-1.81797561264868,0.123203572943714,0.524112848003126,-4.90952000890274,"conditionD-conditionC","sp|Q9NQG5|RPR1B_HUMAN","HUMAN","0","0"
"sp|Q96N11|INT15_HUMAN1",-0.309996983812919,11.079392174021,-1.81748911404052,0.123248420387965,0.390132430780959,-5.89867085296127,"conditionD-conditionB","sp|Q96N11|INT15_HUMAN","HUMAN","0","0"
"sp|O95155|UBE4B_HUMAN1",-0.096315205759236,15.4880906587511,-1.81742476152958,0.123259059740196,0.390132430780959,-5.89875681649687,"conditionD-conditionB","sp|O95155|UBE4B_HUMAN","HUMAN","0","0"
"sp|P36775|LONM_YEAST2",0.175239170751471,12.3575688521601,1.81731055670286,0.123313500819416,0.524112848003126,-4.91037416252636,"conditionD-conditionC","sp|P36775|LONM_YEAST","YEAST","1","0.263034405833794"
"sp|Q7Z2W4|ZCCHV_HUMAN",0.0793305187247384,16.8470661743414,1.81706441217841,0.123315398137677,0.512074118244945,-5.52610662652509,"conditionC-conditionB","sp|Q7Z2W4|ZCCHV_HUMAN","HUMAN","0","0"
"sp|Q6NYC1|JMJD6_HUMAN",0.0758957479936377,14.1476177282156,1.81642709223561,0.123420866286703,0.512074118244945,-5.52695245255066,"conditionC-conditionB","sp|Q6NYC1|JMJD6_HUMAN","HUMAN","0","0"
"sp|Q99797|MIPEP_HUMAN",0.089550684971849,14.393860728031,1.81618024956498,0.123461739795899,0.512074118244945,-5.52728003306367,"conditionC-conditionB","sp|Q99797|MIPEP_HUMAN","HUMAN","0","0"
"sp|P30414|NKTR_HUMAN1",0.334402587907185,12.0911654413976,1.8159955403834,0.123495588982845,0.390692974963051,-5.9006658079052,"conditionD-conditionB","sp|P30414|NKTR_HUMAN","HUMAN","0","0"
"sp|P25623|SYP1_YEAST2",0.12199683736287,11.9384125795413,1.81615421513455,0.12350486781089,0.524112848003126,-4.91185912788216,"conditionD-conditionC","sp|P25623|SYP1_YEAST","YEAST","1","0.263034405833794"
"sp|P55196|AFAD_HUMAN2",0.749253773744986,10.5490674587654,1.81609577343265,0.123514547423149,0.524112848003126,-4.91193417278753,"conditionD-conditionC","sp|P55196|AFAD_HUMAN","HUMAN","0","0"
"sp|Q9H1I8|ASCC2_HUMAN2",-0.134018275361244,13.6167471924677,-1.8158497305977,0.123555307464798,0.524112848003126,-4.9122501102266,"conditionD-conditionC","sp|Q9H1I8|ASCC2_HUMAN","HUMAN","0","0"
"sp|Q12176|MAK21_YEAST2",0.406689856661362,10.9632383071502,1.81573743816118,0.123573914573296,0.524112848003126,-4.91239429900785,"conditionD-conditionC","sp|Q12176|MAK21_YEAST","YEAST","1","0.263034405833794"
"sp|Q13618|CUL3_HUMAN1",-0.0953859870441089,15.7799144861395,-1.81535904203025,0.123601072624981,0.390838600979617,-5.90151585019559,"conditionD-conditionB","sp|Q13618|CUL3_HUMAN","HUMAN","0","0"
"sp|P43638|MHP1_YEAST",0.367295236164038,11.7440939278171,1.81521261749617,0.123622096147907,0.512093114489279,-5.52856405575085,"conditionC-conditionB","sp|P43638|MHP1_YEAST","YEAST","1","0.321928094887362"
"sp|Q9BQ04|RBM4B_HUMAN",0.229309229679179,10.6711534913164,1.81521251419136,0.123622113278747,0.512093114489279,-5.52856419282475,"conditionC-conditionB","sp|Q9BQ04|RBM4B_HUMAN","HUMAN","0","0"
"sp|P42695|CNDD3_HUMAN2",-0.120050291120414,13.3138197755323,-1.81422091839576,0.123825480287282,0.524690093890224,-4.9143413898206,"conditionD-conditionC","sp|P42695|CNDD3_HUMAN","HUMAN","0","0"
"sp|P35232|PHB1_HUMAN1",-0.068521726273385,19.4160001893419,-1.81342942293723,0.123921410146535,0.391663149184289,-5.90409239933704,"conditionD-conditionB","sp|P35232|PHB1_HUMAN","HUMAN","0","0"
"sp|Q01831|XPC_HUMAN2",-0.230240108786484,12.7124151716311,-1.81350561053487,0.12394431600209,0.524690093890224,-4.91525966384174,"conditionD-conditionC","sp|Q01831|XPC_HUMAN","HUMAN","0","0"
"sp|P32321|DCTD_HUMAN2",-0.240567603211815,13.819399239322,-1.81347469409503,0.123949454793355,0.524690093890224,-4.91529935091393,"conditionD-conditionC","sp|P32321|DCTD_HUMAN","HUMAN","0","0"
"sp|O60814|H2B1C_HUMAN;sp|P57053|H2B1D_HUMAN;sp|P58876|H2B1H_HUMAN;sp|P62807|H2B1K_HUMAN;sp|Q5QNW6|H2B1L_HUMAN;sp|Q93079|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B2F_HUMAN;sp|Q99880|H2BFS_HUMAN",-0.112819174930863,21.6618197352336,-1.81323910881674,0.123949793322912,0.512816177355846,-5.53118233257777,"conditionC-conditionB","sp|O60814|H2B1C_HUMAN;sp|P57053|H2B1D_HUMAN;sp|P58876|H2B1H_HUMAN;sp|P62807|H2B1K_HUMAN;sp|Q5QNW6|H2B1L_HUMAN;sp|Q93079|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B2F_HUMAN;sp|Q99880|H2BFS_HUMAN","HUMAN","0","0"
"sp|Q96B23|ARK2N_HUMAN",-0.404942656835852,10.7626546876398,-1.81322175887507,0.123952678098333,0.512816177355846,-5.5312053478556,"conditionC-conditionB","sp|Q96B23|ARK2N_HUMAN","HUMAN","0","0"
"sp|Q9BW83|IFT27_HUMAN",0.171507827656562,13.9619222431306,1.81260873711458,0.124054648390579,0.512915256930607,-5.53201850706643,"conditionC-conditionB","sp|Q9BW83|IFT27_HUMAN","HUMAN","0","0"
"sp|P31689|DNJA1_HUMAN1",-0.0908648286469713,16.3131564059151,-1.81262674853074,0.124054907345533,0.391814564282988,-5.90516397948679,"conditionD-conditionB","sp|P31689|DNJA1_HUMAN","HUMAN","0","0"
"sp|P63220|RS21_HUMAN1",-0.0671216936495007,18.4891155627312,-1.81208318574683,0.124145391989857,0.391814564282988,-5.90588957508407,"conditionD-conditionB","sp|P63220|RS21_HUMAN","HUMAN","0","0"
"sp|P62312|LSM6_HUMAN1",-0.0889620937390703,15.2756076592287,-1.8120668072758,0.124148119470865,0.391814564282988,-5.90591143766807,"conditionD-conditionB","sp|P62312|LSM6_HUMAN","HUMAN","0","0"
"sp|P32798|COT1_YEAST1",0.561748527315359,10.558773921953,1.81142670418354,0.124254761810719,0.391962957842451,-5.90676583199059,"conditionD-conditionB","sp|P32798|COT1_YEAST","YEAST","1","0.584962500721156"
"sp|Q15771|RAB30_HUMAN2",-0.346047811648427,11.1936273795256,-1.81151322243607,0.124275918111167,0.525251831216897,-4.91781696312336,"conditionD-conditionC","sp|Q15771|RAB30_HUMAN","HUMAN","0","0"
"sp|Q05655|KPCD_HUMAN",-0.154840598720584,12.782042957828,-1.81121375351985,0.124287003516466,0.513197143204371,-5.53386866895616,"conditionC-conditionB","sp|Q05655|KPCD_HUMAN","HUMAN","0","0"
"sp|Q05580|HEL2_YEAST",0.35685236293701,9.42542655075844,1.81120404905704,0.124288621462462,0.513197143204371,-5.53388153872472,"conditionC-conditionB","sp|Q05580|HEL2_YEAST","YEAST","1","0.321928094887362"
"sp|O75821|EIF3G_HUMAN1",-0.0799845545463391,16.9050722962104,-1.81098570932051,0.124328285681239,0.39200678660358,-5.90735441737841,"conditionD-conditionB","sp|O75821|EIF3G_HUMAN","HUMAN","0","0"
"sp|Q12271|INP53_YEAST",0.354584198580316,11.8265280438309,1.81059868883569,0.124389589908159,0.513197143204371,-5.53468431579548,"conditionC-conditionB","sp|Q12271|INP53_YEAST","YEAST","1","0.321928094887362"
"sp|Q9H6R4|NOL6_HUMAN1",-0.106002906111852,15.1845900329853,-1.81047327225763,0.124413775271165,0.392088283141246,-5.90803830980093,"conditionD-conditionB","sp|Q9H6R4|NOL6_HUMAN","HUMAN","0","0"
"sp|O94763|RMP_HUMAN2",-1.2542210803416,11.6278983124661,-1.81014459307309,0.124504219536597,0.525251831216897,-4.91957328504688,"conditionD-conditionC","sp|O94763|RMP_HUMAN","HUMAN","0","0"
"sp|O75891|AL1L1_HUMAN",-0.134186037024998,12.5146340295174,-1.80984216355589,0.124515886645515,0.513197143204371,-5.53568746208475,"conditionC-conditionB","sp|O75891|AL1L1_HUMAN","HUMAN","0","0"
"sp|Q9P0J0|NDUAD_HUMAN1",-0.0740797967488636,15.6643490478685,-1.80977819732616,0.12452982823128,0.392265975463554,-5.90896587084292,"conditionD-conditionB","sp|Q9P0J0|NDUAD_HUMAN","HUMAN","0","0"
"sp|Q96SL1|DIRC2_HUMAN",1.29487134305631,11.6135030939757,1.80947099149211,0.12457789819279,0.513197143204371,-5.53617959535283,"conditionC-conditionB","sp|Q96SL1|DIRC2_HUMAN","HUMAN","0","0"
"sp|P35226|BMI1_HUMAN",0.356021267868144,10.9165812442486,1.80939131367132,0.124591213957131,0.513197143204371,-5.53628523611576,"conditionC-conditionB","sp|P35226|BMI1_HUMAN","HUMAN","0","0"
"sp|Q99797|MIPEP_HUMAN2",-0.116957666413807,14.38015723731,-1.80956636659345,0.124600799705023,0.525251831216897,-4.92031521735605,"conditionD-conditionC","sp|Q99797|MIPEP_HUMAN","HUMAN","0","0"
"sp|Q9NVC6|MED17_HUMAN2",-0.220137574012165,12.8991506140238,-1.80878258517572,0.124731833028545,0.525251831216897,-4.92132081632311,"conditionD-conditionC","sp|Q9NVC6|MED17_HUMAN","HUMAN","0","0"
"sp|Q04305|UTP15_YEAST2",0.263284863247511,9.30839705021094,1.80850060545136,0.124779008378324,0.525251831216897,-4.92168257517485,"conditionD-conditionC","sp|Q04305|UTP15_YEAST","YEAST","1","0.263034405833794"
"sp|O95551|TYDP2_HUMAN2",-0.109227125509987,13.4926344871115,-1.80839611828761,0.12479649366522,0.525251831216897,-4.92181662117297,"conditionD-conditionC","sp|O95551|TYDP2_HUMAN","HUMAN","0","0"
"sp|P26373|RL13_HUMAN1",-0.0702293705447374,19.6518716129305,-1.80815712903027,0.124800910337524,0.39293160180023,-5.91112879965017,"conditionD-conditionB","sp|P26373|RL13_HUMAN","HUMAN","0","0"
"sp|P20645|MPRD_HUMAN2",-0.217721934559226,14.0057141989174,-1.80821565195006,0.124826699374031,0.525251831216897,-4.92204813634894,"conditionD-conditionC","sp|P20645|MPRD_HUMAN","HUMAN","0","0"
"sp|O94973|AP2A2_HUMAN2",-0.0838250978097239,15.2851799111237,-1.80819857386334,0.124829558212268,0.525251831216897,-4.92207004507716,"conditionD-conditionC","sp|O94973|AP2A2_HUMAN","HUMAN","0","0"
"sp|Q6UVK1|CSPG4_HUMAN2",0.0675339663271224,17.4540282166236,1.80796195749553,0.124869174068671,0.525251831216897,-4.9223735850694,"conditionD-conditionC","sp|Q6UVK1|CSPG4_HUMAN","HUMAN","0","0"
"sp|P11182|ODB2_HUMAN2",-0.122795981268883,15.460052730724,-1.80789050448361,0.124881139670218,0.525251831216897,-4.92246524581662,"conditionD-conditionC","sp|P11182|ODB2_HUMAN","HUMAN","0","0"
"sp|P47756|CAPZB_HUMAN1",-0.0661422639847409,18.2299457816757,-1.80752148393848,0.12490736670159,0.393078520199261,-5.91197678288635,"conditionD-conditionB","sp|P47756|CAPZB_HUMAN","HUMAN","0","0"
"sp|P36037|DOA1_YEAST2",0.538535446080585,10.5770789174542,1.8069005249081,0.12504704082661,0.525489495601527,-4.92373511947889,"conditionD-conditionC","sp|P36037|DOA1_YEAST","YEAST","1","0.263034405833794"
"sp|P40483|YIK8_YEAST1",1.16578187606147,11.2649512012239,1.80656756640989,0.125067297021217,0.3933934979031,-5.91324921647387,"conditionD-conditionB","sp|P40483|YIK8_YEAST","YEAST","1","0.584962500721156"
"sp|Q92667|AKAP1_HUMAN2",0.106445337611886,14.2238196233385,1.8065995944234,0.125097514544629,0.525489495601527,-4.92412110024904,"conditionD-conditionC","sp|Q92667|AKAP1_HUMAN","HUMAN","0","0"
"sp|Q969M3|YIPF5_HUMAN",-0.107908278214673,13.3653052183762,-1.80621163449957,0.125123765750381,0.515068025073892,-5.54050007017982,"conditionC-conditionB","sp|Q969M3|YIPF5_HUMAN","HUMAN","0","0"
"sp|P61981|1433G_HUMAN",-0.458868488117698,17.7170593381736,-1.80513263066224,0.125305000594615,0.51549128529975,-5.54192992866593,"conditionC-conditionB","sp|P61981|1433G_HUMAN","HUMAN","0","0"
"sp|Q16831|UPP1_HUMAN2",0.130016535216182,13.1495098886065,1.80499239712383,0.125367427687245,0.526287017634705,-4.92618228582123,"conditionD-conditionC","sp|Q16831|UPP1_HUMAN","HUMAN","0","0"
"sp|Q9Y6D9|MD1L1_HUMAN1",-0.128974856410826,14.5535091562212,-1.80462970569854,0.12539282239023,0.394161228050792,-5.91583361070173,"conditionD-conditionB","sp|Q9Y6D9|MD1L1_HUMAN","HUMAN","0","0"
"sp|P07951|TPM2_HUMAN2",-0.311550026541161,11.3843381676431,-1.80448756031326,0.125452330235852,0.526307350970319,-4.92682963958614,"conditionD-conditionC","sp|P07951|TPM2_HUMAN","HUMAN","0","0"
"sp|Q14137|BOP1_HUMAN",-0.0725812564692063,16.5301953213904,-1.80402077601317,0.12549202776778,0.515937830234762,-5.54340309701994,"conditionC-conditionB","sp|Q14137|BOP1_HUMAN","HUMAN","0","0"
"sp|P46019|KPB2_HUMAN1",-0.270843953294866,11.5932762772467,-1.80401925286564,0.125495542705376,0.394161228050792,-5.91664758454883,"conditionD-conditionB","sp|P46019|KPB2_HUMAN","HUMAN","0","0"
"sp|Q9Y282|ERGI3_HUMAN1",0.0934724200107286,14.8205355666491,1.80397564729611,0.125502883390848,0.394161228050792,-5.91670572525075,"conditionD-conditionB","sp|Q9Y282|ERGI3_HUMAN","HUMAN","0","0"
"sp|Q9UIV1|CNOT7_HUMAN1",-0.19740137743989,13.5801231374733,-1.80368867720534,0.125551203458831,0.394161228050792,-5.9170883427338,"conditionD-conditionB","sp|Q9UIV1|CNOT7_HUMAN","HUMAN","0","0"
"sp|P15531|NDKA_HUMAN2",0.102435432344446,18.2952901450557,1.80322541653323,0.125664846899045,0.526862693567808,-4.92844791132252,"conditionD-conditionC","sp|P15531|NDKA_HUMAN","HUMAN","0","0"
"sp|Q9UBP6|TRMB_HUMAN1",-0.103967620276205,13.8249366582948,-1.8029443240522,0.125676624441752,0.394366648725575,-5.91808071717134,"conditionD-conditionB","sp|Q9UBP6|TRMB_HUMAN","HUMAN","0","0"
"sp|P07948|LYN_HUMAN1",-0.203031104216649,15.9766275366845,-1.80257479915499,0.12573893463844,0.394373929538696,-5.91857333035184,"conditionD-conditionB","sp|P07948|LYN_HUMAN","HUMAN","0","0"
"sp|Q99996|AKAP9_HUMAN",-0.266193770636772,10.3987210146554,-1.80244443834254,0.125757664820596,0.516399930758281,-5.54549130009346,"conditionC-conditionB","sp|Q99996|AKAP9_HUMAN","HUMAN","0","0"
"sp|Q8N5M4|TTC9C_HUMAN2",-0.18242784310179,13.4709552544022,-1.80246477226438,0.125793096056601,0.526928881575363,-4.92942305604231,"conditionD-conditionC","sp|Q8N5M4|TTC9C_HUMAN","HUMAN","0","0"
"sp|P16070|CD44_HUMAN",-0.092605277881507,17.633377589233,-1.8021975365258,0.125799322432124,0.516399930758281,-5.5458183339804,"conditionC-conditionB","sp|P16070|CD44_HUMAN","HUMAN","0","0"
"sp|Q6ZSJ8|CA122_HUMAN2",0.247917704489,13.4305827967779,1.80218120481725,0.125840940686541,0.526928881575363,-4.92978656516838,"conditionD-conditionC","sp|Q6ZSJ8|CA122_HUMAN","HUMAN","0","0"
"sp|Q16698|DECR_HUMAN",0.0684699006513583,17.0682274915208,1.80150154351181,0.125916825559508,0.516399930758281,-5.54674015125338,"conditionC-conditionB","sp|Q16698|DECR_HUMAN","HUMAN","0","0"
"sp|O15084|ANR28_HUMAN",-0.19710019822114,13.0178193593852,-1.8008704341783,0.126023469307509,0.516399930758281,-5.54757595513124,"conditionC-conditionB","sp|O15084|ANR28_HUMAN","HUMAN","0","0"
"sp|Q96EY5|MB12A_HUMAN1",0.180693001284775,13.4810296754451,1.8008586373993,0.126028722916422,0.394704818717732,-5.92086080517764,"conditionD-conditionB","sp|Q96EY5|MB12A_HUMAN","HUMAN","0","0"
"sp|Q15052|ARHG6_HUMAN",-0.246125110755502,12.6469616831403,-1.80077026070226,0.126040404742438,0.516399930758281,-5.54770861218659,"conditionC-conditionB","sp|Q15052|ARHG6_HUMAN","HUMAN","0","0"
"sp|P58107|EPIPL_HUMAN",-0.114698021404401,15.984497939283,-1.80056131844619,0.126075736061308,0.516399930758281,-5.54798530285294,"conditionC-conditionB","sp|P58107|EPIPL_HUMAN","HUMAN","0","0"
"sp|P31040|SDHA_HUMAN1",-0.0864522291538456,17.7439566302533,-1.80031235495513,0.126121107223184,0.394704818717732,-5.92158882889004,"conditionD-conditionB","sp|P31040|SDHA_HUMAN","HUMAN","0","0"
"sp|P31948|STIP1_HUMAN1",-0.099833806767748,19.7401701701578,-1.80019680950011,0.126140656307143,0.394704818717732,-5.92174280760162,"conditionD-conditionB","sp|P31948|STIP1_HUMAN","HUMAN","0","0"
"sp|Q06523|YP148_YEAST1",0.267388267567583,12.1991538397516,1.80018533917003,0.126142597132334,0.394704818717732,-5.92175809310691,"conditionD-conditionB","sp|Q06523|YP148_YEAST","YEAST","1","0.584962500721156"
"sp|P32610|VATD_YEAST2",1.09041346069396,11.1976094048562,1.80033603693651,0.126152709238269,0.527898097092538,-4.93215159433672,"conditionD-conditionC","sp|P32610|VATD_YEAST","YEAST","1","0.263034405833794"
"sp|O95716|RAB3D_HUMAN1",-0.306589706157858,13.1665700835494,-1.80010164222053,0.126156759890104,0.394704818717732,-5.92186962795194,"conditionD-conditionB","sp|O95716|RAB3D_HUMAN","HUMAN","0","0"
"sp|Q15428|SF3A2_HUMAN1",-0.108698082301414,15.621200297315,-1.7995437469073,0.126251204594508,0.394704818717732,-5.92261304717103,"conditionD-conditionB","sp|Q15428|SF3A2_HUMAN","HUMAN","0","0"
"sp|Q6NXE6|ARMC6_HUMAN1",0.0867071492904259,13.7043311859018,1.79946397591186,0.126264714597413,0.394704818717732,-5.92271934057731,"conditionD-conditionB","sp|Q6NXE6|ARMC6_HUMAN","HUMAN","0","0"
"sp|Q96GD0|PLPP_HUMAN1",-0.194446341694055,12.0608005646926,-1.79897720523118,0.126347185298812,0.394774903115203,-5.92336792744899,"conditionD-conditionB","sp|Q96GD0|PLPP_HUMAN","HUMAN","0","0"
