"logFC","AveExpr","t","pvalue","adj.pvalue","B","contrast","protein","organism","label","TlogFC"
"sp|P33302|PDR5_YEAST1",0.460701326131668,8.65689606641367,12.6383067087203,1.48896527744872e-05,0.00110725807842982,3.95198825290125,"conditionD-conditionB","sp|P33302|PDR5_YEAST","YEAST","1","0.584962500721156"
"sp|P05694|METE_YEAST1",0.462224281150123,9.28647689713049,12.6221128797504,1.50011148868765e-05,0.00110725807842982,3.94464793413579,"conditionD-conditionB","sp|P05694|METE_YEAST","YEAST","1","0.584962500721156"
"sp|P0CX31|RS24A_YEAST;sp|P0CX32|RS24B_YEAST1",0.541372248353033,10.9384675234514,12.577417069954,1.53138182788841e-05,0.00110725807842982,3.92432850716071,"conditionD-conditionB","sp|P0CX31|RS24A_YEAST;sp|P0CX32|RS24B_YEAST","YEAST","1","0.584962500721156"
"sp|P40075|SCS2_YEAST1",0.470374853643342,8.10938020341145,12.5672555716633,1.53859626622203e-05,0.00110725807842982,3.91969664768713,"conditionD-conditionB","sp|P40075|SCS2_YEAST","YEAST","1","0.584962500721156"
"sp|P0C0W9|RL11A_YEAST;sp|Q3E757|RL11B_YEAST1",0.488026226786669,12.1796516904232,12.5647964133363,1.54034813941729e-05,0.00110725807842982,3.91857501766709,"conditionD-conditionB","sp|P0C0W9|RL11A_YEAST;sp|Q3E757|RL11B_YEAST","YEAST","1","0.584962500721156"
"sp|P23542|AATC_YEAST1",0.5422356572816,9.03989051735,12.5570984289612,1.54584707544775e-05,0.00110725807842982,3.91506221367656,"conditionD-conditionB","sp|P23542|AATC_YEAST","YEAST","1","0.584962500721156"
"sp|P37291|GLYC_YEAST1",0.441026942649616,9.57009200889031,12.499151030511,1.58798038792784e-05,0.00110725807842982,3.88853485288633,"conditionD-conditionB","sp|P37291|GLYC_YEAST","YEAST","1","0.584962500721156"
"sp|P07245|C1TC_YEAST1",0.475317617273301,8.80556670712847,12.4730148338681,1.60741921501609e-05,0.00110725807842982,3.87652119960167,"conditionD-conditionB","sp|P07245|C1TC_YEAST","YEAST","1","0.584962500721156"
"sp|P00925|ENO2_YEAST1",0.436855073379601,11.4777012905085,12.4682378773232,1.61100186816531e-05,0.00110725807842982,3.874322142635,"conditionD-conditionB","sp|P00925|ENO2_YEAST","YEAST","1","0.584962500721156"
"sp|Q12213|RL7B_YEAST1",0.547713839360792,10.2227163668828,12.4653744518283,1.61315384224887e-05,0.00110725807842982,3.87300348383572,"conditionD-conditionB","sp|Q12213|RL7B_YEAST","YEAST","1","0.584962500721156"
"sp|P05755|RS9B_YEAST1",0.5219529203706,10.5808539432143,12.4538706147892,1.62183311821794e-05,0.00110725807842982,3.8677020566753,"conditionD-conditionB","sp|P05755|RS9B_YEAST","YEAST","1","0.584962500721156"
"sp|P26785|RL16B_YEAST1",0.563876902928467,11.1289732963168,12.419673754115,1.6479554194225e-05,0.00110725807842982,3.85190767912832,"conditionD-conditionB","sp|P26785|RL16B_YEAST","YEAST","1","0.584962500721156"
"sp|P40024|ARB1_YEAST1",0.482808971066877,8.53974302469975,12.4195351703975,1.64806227002945e-05,0.00110725807842982,3.85184356488964,"conditionD-conditionB","sp|P40024|ARB1_YEAST","YEAST","1","0.584962500721156"
"sp|P36421|SYYC_YEAST1",0.467925280478516,9.05930766448768,12.4114934149389,1.65427640833104e-05,0.00110725807842982,3.84812165146537,"conditionD-conditionB","sp|P36421|SYYC_YEAST","YEAST","1","0.584962500721156"
"sp|P39676|FHP_YEAST1",0.528551463831942,8.59644858489347,12.4102802514109,1.6552162203367e-05,0.00110725807842982,3.84755991759208,"conditionD-conditionB","sp|P39676|FHP_YEAST","YEAST","1","0.584962500721156"
"sp|P09436|SYIC_YEAST1",0.430680996676591,8.92284285759595,12.3686665831295,1.68783188087533e-05,0.00110725807842982,3.82825114978009,"conditionD-conditionB","sp|P09436|SYIC_YEAST","YEAST","1","0.584962500721156"
"sp|P02407|RS17A_YEAST;sp|P14127|RS17B_YEAST1",0.513226413519066,12.7913853801007,12.3657101597532,1.69017729082044e-05,0.00110725807842982,3.82687638196187,"conditionD-conditionB","sp|P02407|RS17A_YEAST;sp|P14127|RS17B_YEAST","YEAST","1","0.584962500721156"
"sp|P0CX84|RL35A_YEAST1",0.461030112379133,11.0863825168685,12.3453287654992,1.70644973499825e-05,0.00110725807842982,3.81738801123041,"conditionD-conditionB","sp|P0CX84|RL35A_YEAST","YEAST","1","0.584962500721156"
"sp|Q12690|RL13A_YEAST1",0.480215559529636,11.7993818649393,12.3082245578739,1.73654285655048e-05,0.00110725807842982,3.80006588478421,"conditionD-conditionB","sp|Q12690|RL13A_YEAST","YEAST","1","0.584962500721156"
