"logFC","AveExpr","t","pvalue","adj.pvalue","B","contrast","protein","organism","label","TlogFC"
"sp|Q9H1Y0|ATG5_HUMAN2",-0.155592479665865,8.16399900631778,-2.14529035133443,0.0767243718034606,0.402298186364198,-4.37120158528512,"conditionD-conditionC","sp|Q9H1Y0|ATG5_HUMAN","HUMAN","0","0"
"sp|O60925|PFD1_HUMAN1",-0.101284418228785,9.72888894122442,-2.14896677428017,0.0767477316326796,0.214495285389126,-5.19212505151021,"conditionD-conditionB","sp|O60925|PFD1_HUMAN","HUMAN","0","0"
"sp|Q8NE71|ABCF1_HUMAN",-0.106571281298612,9.41226854315642,-2.14532243655315,0.0767666554334125,0.374208100186115,-4.77112120082993,"conditionC-conditionB","sp|Q8NE71|ABCF1_HUMAN","HUMAN","0","0"
"sp|P00747|PLMN_HUMAN1",-0.161341572462513,9.73028289664249,-2.14866986219716,0.0767787169187295,0.214495285389126,-5.1925372787856,"conditionD-conditionB","sp|P00747|PLMN_HUMAN","HUMAN","0","0"
"sp|Q00688|FKBP3_HUMAN1",-0.0807262701374363,10.3161813973032,-2.14844205327692,0.0768024994578694,0.214495285389126,-5.19285356045503,"conditionD-conditionB","sp|Q00688|FKBP3_HUMAN","HUMAN","0","0"
"sp|Q8TBB5|KLDC4_HUMAN1",-0.0947956740730245,7.70670813532062,-2.1473551563361,0.0769160728033748,0.214718423902941,-5.19436252038637,"conditionD-conditionB","sp|Q8TBB5|KLDC4_HUMAN","HUMAN","0","0"
"sp|P49588|SYAC_HUMAN",-0.0965257903299594,9.57630405182906,-2.14373030317235,0.0769336222709953,0.374564566276724,-4.77330318131247,"conditionC-conditionB","sp|P49588|SYAC_HUMAN","HUMAN","0","0"
"sp|P32419|MDHP_YEAST2",0.25365471526896,6.91540903771639,2.14300462300473,0.07696416928646,0.402967264809325,-4.37421794743772,"conditionD-conditionC","sp|P32419|MDHP_YEAST","YEAST","1","0.263034405833794"
"sp|O75909|CCNK_HUMAN2",-0.1706991618542,7.98699437737997,-2.14286943139789,0.0769783764958842,0.402967264809325,-4.37439634639689,"conditionD-conditionC","sp|O75909|CCNK_HUMAN","HUMAN","0","0"
"sp|Q53FA7|QORX_HUMAN",-0.0942791734992419,8.79923746858925,-2.14320062238794,0.0769892527290597,0.374564566276724,-4.77402906096854,"conditionC-conditionB","sp|Q53FA7|QORX_HUMAN","HUMAN","0","0"
"sp|P52756|RBM5_HUMAN1",-0.129621510171198,8.29481330979877,-2.14611494701971,0.0770458779649857,0.214897947519025,-5.19608422849567,"conditionD-conditionB","sp|P52756|RBM5_HUMAN","HUMAN","0","0"
"sp|P56378|ATP68_HUMAN1",-0.231549800698941,9.00708424669083,-2.1460966963192,0.0770477898413569,0.214897947519025,-5.19610956406149,"conditionD-conditionB","sp|P56378|ATP68_HUMAN","HUMAN","0","0"
"sp|Q9NRR5|UBQL4_HUMAN2",-0.195238573511089,8.11470151661018,-2.14159875001588,0.0771120437512472,0.403335841639009,-4.37607310174843,"conditionD-conditionC","sp|Q9NRR5|UBQL4_HUMAN","HUMAN","0","0"
"sp|P48634|PRC2A_HUMAN",-0.138665312455296,7.6157843592909,-2.14200784938381,0.0771146771312857,0.374564566276724,-4.77566358403454,"conditionC-conditionB","sp|P48634|PRC2A_HUMAN","HUMAN","0","0"
"sp|Q5T0D9|TPRGL_HUMAN",-0.404018330026058,7.12347719938586,-2.14192010796569,0.0771239117655889,0.374564566276724,-4.77578381742876,"conditionC-conditionB","sp|Q5T0D9|TPRGL_HUMAN","HUMAN","0","0"
"sp|O95299|NDUAA_HUMAN",-0.127519498682162,9.17385351614619,-2.14144365343792,0.0771740776794657,0.374564566276724,-4.77643670178377,"conditionC-conditionB","sp|O95299|NDUAA_HUMAN","HUMAN","0","0"
"sp|P25205|MCM3_HUMAN",-0.101025262326191,9.37952372255882,-2.14112080923568,0.0772080890570596,0.374564566276724,-4.77687908615049,"conditionC-conditionB","sp|P25205|MCM3_HUMAN","HUMAN","0","0"
"sp|Q04119|PPN1_YEAST1",0.300290047345005,8.16662285122642,2.14419182291914,0.0772476067788659,0.215361058514232,-5.19875377746603,"conditionD-conditionB","sp|Q04119|PPN1_YEAST","YEAST","1","0.584962500721156"
"sp|Q9HAV4|XPO5_HUMAN",-0.0783420987124384,8.8337306708323,-2.14071365449438,0.0772510044940233,0.374564566276724,-4.77743698945311,"conditionC-conditionB","sp|Q9HAV4|XPO5_HUMAN","HUMAN","0","0"
"sp|Q8WW22|DNJA4_HUMAN2",-0.131407334926243,8.4118772449846,-2.13948293042515,0.0773351445011077,0.404171214212346,-4.37886492835409,"conditionD-conditionC","sp|Q8WW22|DNJA4_HUMAN","HUMAN","0","0"
"sp|O94804|STK10_HUMAN1",0.163386902221598,8.09436035529484,2.14329846608524,0.0773415019685574,0.215451855706085,-5.19999378725745,"conditionD-conditionB","sp|O94804|STK10_HUMAN","HUMAN","0","0"
"sp|P04843|RPN1_HUMAN1",-0.0821373925456221,9.98678480790912,-2.14323899430809,0.0773477568555878,0.215451855706085,-5.20007633414905,"conditionD-conditionB","sp|P04843|RPN1_HUMAN","HUMAN","0","0"
"sp|Q13033|STRN3_HUMAN2",-0.182376879301339,7.69702153259653,-2.13791337618592,0.0775010740469503,0.404706673319701,-4.38093583501517,"conditionD-conditionC","sp|Q13033|STRN3_HUMAN","HUMAN","0","0"
"sp|P40553|DOT5_YEAST1",0.216310748372862,7.93961581892111,2.14158908570467,0.0775214925835097,0.215841500747798,-5.2023663108397,"conditionD-conditionB","sp|P40553|DOT5_YEAST","YEAST","1","0.584962500721156"
"sp|P84085|ARF5_HUMAN",-0.0721642345744531,9.90746309398525,-2.13801207621406,0.0775363825879832,0.375440255997472,-4.78113855571514,"conditionC-conditionB","sp|P84085|ARF5_HUMAN","HUMAN","0","0"
"sp|P52565|GDIR1_HUMAN",-0.0841641186093671,11.5276725229015,-2.1378893220299,0.0775493753369935,0.375440255997472,-4.78130673617188,"conditionC-conditionB","sp|P52565|GDIR1_HUMAN","HUMAN","0","0"
"sp|O95070|YIF1A_HUMAN1",-0.158932628396117,8.64390796600893,-2.1406810231921,0.0776172834135566,0.216013879984652,-5.2036265672667,"conditionD-conditionB","sp|O95070|YIF1A_HUMAN","HUMAN","0","0"
"sp|Q9UEY8|ADDG_HUMAN2",0.145326780126542,8.4048125693627,2.13624668506194,0.0776776739216351,0.404712525109638,-4.3831347908766,"conditionD-conditionC","sp|Q9UEY8|ADDG_HUMAN","HUMAN","0","0"
"sp|P38626|NCB5R_YEAST2",0.162204239883827,8.66138287957251,2.13612547892501,0.0776905328713542,0.404712525109638,-4.38329470001702,"conditionD-conditionC","sp|P38626|NCB5R_YEAST","YEAST","1","0.263034405833794"
"sp|Q9NRY5|F1142_HUMAN1",-0.133928620316001,7.87984031583764,-2.13988756519343,0.0777010846208165,0.216152755472219,-5.20472772210292,"conditionD-conditionB","sp|Q9NRY5|F1142_HUMAN","HUMAN","0","0"
"sp|Q8NBJ7|SUMF2_HUMAN2",-0.107476992391614,8.81543551879715,-2.13567635946602,0.0777381997638064,0.404712525109638,-4.38388722473637,"conditionD-conditionC","sp|Q8NBJ7|SUMF2_HUMAN","HUMAN","0","0"
"sp|O00410|IPO5_HUMAN2",-0.0879375404981033,8.9184378722456,-2.13550785023612,0.077756092104659,0.404712525109638,-4.38410953723014,"conditionD-conditionC","sp|O00410|IPO5_HUMAN","HUMAN","0","0"
"sp|P08865|RSSA_HUMAN1",-0.0781511664202341,11.0482147021695,-2.13932783223129,0.0777602570315926,0.216223026093953,-5.20550448841954,"conditionD-conditionB","sp|P08865|RSSA_HUMAN","HUMAN","0","0"
"sp|Q9Y3A3|PHOCN_HUMAN",-0.215536812822827,7.98461083024435,-2.1353472525794,0.0778189416088813,0.37599443453733,-4.78478930136015,"conditionC-conditionB","sp|Q9Y3A3|PHOCN_HUMAN","HUMAN","0","0"
"sp|O15084|ANR28_HUMAN",-0.0957871540706732,7.86308270788358,-2.13497993944704,0.0778579719288133,0.37599443453733,-4.78529247542381,"conditionC-conditionB","sp|O15084|ANR28_HUMAN","HUMAN","0","0"
"sp|P48382|RFX5_HUMAN",-0.195639059535935,7.14646840832995,-2.13440709233974,0.0779188822989809,0.37599443453733,-4.78607718824057,"conditionC-conditionB","sp|P48382|RFX5_HUMAN","HUMAN","0","0"
"sp|P32478|HS150_YEAST1",0.164414375764446,6.17456623234795,2.1377783379769,0.0779243049295749,0.216584728958574,-5.20765467460765,"conditionD-conditionB","sp|P32478|HS150_YEAST","YEAST","1","0.584962500721156"
"sp|P43555|EMP47_YEAST",0.161244068222695,8.15716415510046,2.13418651429267,0.0779423492608705,0.37599443453733,-4.78637934064004,"conditionC-conditionB","sp|P43555|EMP47_YEAST","YEAST","1","0.321928094887362"
"sp|P00488|F13A_HUMAN",-0.212442062711,8.30400992652465,-2.13403290803851,0.0779586954922131,0.37599443453733,-4.78658975179306,"conditionC-conditionB","sp|P00488|F13A_HUMAN","HUMAN","0","0"
"sp|Q9HB71|CYBP_HUMAN1",-0.066890491439235,10.3147562433966,-2.13632326054217,0.0780786815772935,0.216784650487326,-5.20967368556205,"conditionD-conditionB","sp|Q9HB71|CYBP_HUMAN","HUMAN","0","0"
"sp|P29083|T2EA_HUMAN1",-0.135342990079392,7.44155534329111,-2.13629869096486,0.0780812909949513,0.216784650487326,-5.20970777608503,"conditionD-conditionB","sp|P29083|T2EA_HUMAN","HUMAN","0","0"
"sp|Q9H4A4|AMPB_HUMAN1",-0.0791979833878766,9.25856377648585,-2.13613917752906,0.0780982343427522,0.216784650487326,-5.20992910144491,"conditionD-conditionB","sp|Q9H4A4|AMPB_HUMAN","HUMAN","0","0"
"sp|P47912|LCF4_YEAST",0.136961909484663,8.47776179652461,2.13231936152148,0.0781412843976221,0.376590196008495,-4.78893687675885,"conditionC-conditionB","sp|P47912|LCF4_YEAST","YEAST","1","0.321928094887362"
"sp|P46992|YJR1_YEAST2",0.245240046162804,8.28291395661644,2.13186746338161,0.0781436654512358,0.406317157413911,-4.38891195712145,"conditionD-conditionC","sp|P46992|YJR1_YEAST","YEAST","1","0.263034405833794"
"sp|P20839|IMDH1_HUMAN1",-0.136360515783419,8.75200435171442,-2.13543706092355,0.0781728574851412,0.216897362630662,-5.2109032685366,"conditionD-conditionB","sp|P20839|IMDH1_HUMAN","HUMAN","0","0"
"sp|Q7KZI7|MARK2_HUMAN2",-0.0928627720934587,7.89834641036571,-2.13140453547951,0.0781930932681234,0.406317157413911,-4.38952261210901,"conditionD-conditionC","sp|Q7KZI7|MARK2_HUMAN","HUMAN","0","0"
"sp|P33754|SEC66_YEAST1",0.737288176181713,7.49425450365005,2.13460239454144,0.0782616640483434,0.217003370318839,-5.21206129847155,"conditionD-conditionB","sp|P33754|SEC66_YEAST","YEAST","1","0.584962500721156"
"sp|P30519|HMOX2_HUMAN1",-0.0872949161663641,8.91002682844026,-2.13443832437566,0.0782791329569211,0.217003370318839,-5.21228892620719,"conditionD-conditionB","sp|P30519|HMOX2_HUMAN","HUMAN","0","0"
"sp|Q96FZ2|HMCES_HUMAN2",-0.342842225055654,7.68179245494891,-2.13030467906131,0.0783106563472684,0.406317157413911,-4.39097341012397,"conditionD-conditionC","sp|Q96FZ2|HMCES_HUMAN","HUMAN","0","0"
"sp|Q13362|2A5G_HUMAN2",-0.117513744997654,8.07943241572664,-2.1301066176301,0.0783318463420433,0.406317157413911,-4.39123466307386,"conditionD-conditionC","sp|Q13362|2A5G_HUMAN","HUMAN","0","0"
"sp|Q96A65|EXOC4_HUMAN2",0.0839740800405773,7.74449786617266,2.12962857484254,0.0783830149967237,0.406317157413911,-4.39186521811341,"conditionD-conditionC","sp|Q96A65|EXOC4_HUMAN","HUMAN","0","0"
"sp|Q16659|MK06_HUMAN1",-0.339602461736238,7.66541029417526,-2.13325985756218,0.0784047250335745,0.217197719564882,-5.21392385059724,"conditionD-conditionB","sp|Q16659|MK06_HUMAN","HUMAN","0","0"
"sp|Q96CB8|INT12_HUMAN1",-0.134552880552487,7.35322857714454,-2.13314131498576,0.0784173698930927,0.217197719564882,-5.2140883028835,"conditionD-conditionB","sp|Q96CB8|INT12_HUMAN","HUMAN","0","0"
"sp|P11633|NHP6B_YEAST",0.217297683404411,9.33505885763626,2.12924329054643,0.0784701634176988,0.376860334128655,-4.79314982484564,"conditionC-conditionB","sp|P11633|NHP6B_YEAST","YEAST","1","0.321928094887362"
"sp|O95684|CEP43_HUMAN",0.169440490214917,8.53891999192728,2.12918008617342,0.0784769358421479,0.376860334128655,-4.79323638209966,"conditionC-conditionB","sp|O95684|CEP43_HUMAN","HUMAN","0","0"
"sp|P53299|TIM13_YEAST1",0.317687854307215,7.8027735083001,2.13195242792631,0.078544303979284,0.217408779235222,-5.21573757081703,"conditionD-conditionB","sp|P53299|TIM13_YEAST","YEAST","1","0.584962500721156"
"sp|P38230|QOR_YEAST1",0.530817443282663,7.44380059579133,2.13178901970004,0.0785617671514979,0.217408779235222,-5.21596424864607,"conditionD-conditionB","sp|P38230|QOR_YEAST","YEAST","1","0.584962500721156"
"sp|O60936|NOL3_HUMAN",-0.12503111781157,8.09953618642509,-2.12770757531627,0.0786348874368184,0.376860334128655,-4.79525288279105,"conditionC-conditionB","sp|O60936|NOL3_HUMAN","HUMAN","0","0"
"sp|P34223|UBX1_YEAST",0.187045561572063,8.30915748316701,2.12767781316902,0.0786380832977259,0.376860334128655,-4.79529363845509,"conditionC-conditionB","sp|P34223|UBX1_YEAST","YEAST","1","0.321928094887362"
"sp|P82912|RT11_HUMAN",0.174747195205674,8.45364901955266,2.12756959002548,0.0786497054305913,0.376860334128655,-4.7954418364641,"conditionC-conditionB","sp|P82912|RT11_HUMAN","HUMAN","0","0"
"sp|Q7Z7H5|TMED4_HUMAN1",-0.202944304622941,10.1149676480379,-2.1308947247727,0.078657409877068,0.217579021855178,-5.21720476856225,"conditionD-conditionB","sp|Q7Z7H5|TMED4_HUMAN","HUMAN","0","0"
"sp|Q05022|RRP5_YEAST",0.201959619115392,7.85438937298124,2.1272084050515,0.078688506038353,0.376860334128655,-4.7959364281738,"conditionC-conditionB","sp|Q05022|RRP5_YEAST","YEAST","1","0.321928094887362"
"sp|P53927|NOP15_YEAST",0.383186173686813,8.01644460417963,2.12667603825441,0.0787457318982169,0.376860334128655,-4.79666541295003,"conditionC-conditionB","sp|P53927|NOP15_YEAST","YEAST","1","0.321928094887362"
"sp|Q13643|FHL3_HUMAN",-0.0949499962572347,7.85225382448931,-2.12642453139984,0.0787727820829889,0.376860334128655,-4.79700980160179,"conditionC-conditionB","sp|Q13643|FHL3_HUMAN","HUMAN","0","0"
"sp|Q06830|PRDX1_HUMAN",-0.0927122499657642,12.6637007008637,-2.12642354002236,0.0787728887269969,0.376860334128655,-4.79701115908766,"conditionC-conditionB","sp|Q06830|PRDX1_HUMAN","HUMAN","0","0"
"sp|Q8N3U4|STAG2_HUMAN",-0.0819834219533302,8.45797568750039,-2.12627937873635,0.0787883979600842,0.376860334128655,-4.79720855735672,"conditionC-conditionB","sp|Q8N3U4|STAG2_HUMAN","HUMAN","0","0"
"sp|O95202|LETM1_HUMAN1",-0.0765197606035972,8.90346069749283,-2.1295333024042,0.0788032411364229,0.217601987420547,-5.21909315049357,"conditionD-conditionB","sp|O95202|LETM1_HUMAN","HUMAN","0","0"
"sp|Q9NR31|SAR1A_HUMAN1",-0.122804982960782,9.53363200170991,-2.12950547749789,0.078806224555001,0.217601987420547,-5.21913174403068,"conditionD-conditionB","sp|Q9NR31|SAR1A_HUMAN","HUMAN","0","0"
"sp|Q3MHD2|LSM12_HUMAN2",-0.107205570500078,10.046970685594,-2.12544266397445,0.0788325367326583,0.407561498958182,-4.39738613091665,"conditionD-conditionC","sp|Q3MHD2|LSM12_HUMAN","HUMAN","0","0"
"sp|P78356|PI42B_HUMAN1",-0.170016327001016,6.95516742668276,-2.12902684446413,0.0788575623587029,0.217601987420547,-5.21979560580542,"conditionD-conditionB","sp|P78356|PI42B_HUMAN","HUMAN","0","0"
"sp|P00734|THRB_HUMAN1",-0.0783248975253059,9.69601335828352,-2.12897049129803,0.0788636090213345,0.217601987420547,-5.21987376626401,"conditionD-conditionB","sp|P00734|THRB_HUMAN","HUMAN","0","0"
"sp|Q9UHY7|ENOPH_HUMAN1",-0.196871948446326,8.47128992817353,-2.1289522867302,0.0788655624631484,0.217601987420547,-5.21989901550247,"conditionD-conditionB","sp|Q9UHY7|ENOPH_HUMAN","HUMAN","0","0"
"sp|Q9BZE1|RM37_HUMAN1",-0.0943267607411507,8.73336748691016,-2.12890644294978,0.0788704819524597,0.217601987420547,-5.219962599465,"conditionD-conditionB","sp|Q9BZE1|RM37_HUMAN","HUMAN","0","0"
"sp|Q8NB49|AT11C_HUMAN2",0.271594481959616,7.55078832782806,2.12501847752456,0.0788782374683438,0.407561498958182,-4.39794555654023,"conditionD-conditionC","sp|Q8NB49|AT11C_HUMAN","HUMAN","0","0"
"sp|P38281|APD1_YEAST",0.917265336542608,8.01166458264967,2.12538547246929,0.0788846367697944,0.377037814126094,-4.79843254036282,"conditionC-conditionB","sp|P38281|APD1_YEAST","YEAST","1","0.321928094887362"
"sp|Q8WZ42|TITIN_HUMAN2",-0.114632708342981,9.42439417776583,-2.12492790456316,0.0788879990900402,0.407561498958182,-4.39806500488586,"conditionD-conditionC","sp|Q8WZ42|TITIN_HUMAN","HUMAN","0","0"
"sp|Q53S58|TM177_HUMAN2",-0.658263022983685,7.58859893230945,-2.12478953792666,0.0789029141368064,0.407561498958182,-4.39824748316516,"conditionD-conditionC","sp|Q53S58|TM177_HUMAN","HUMAN","0","0"
"sp|P61019|RAB2A_HUMAN2",-0.107080643330614,9.59666418028509,-2.12442087325105,0.0789426680071133,0.407561498958182,-4.39873367468098,"conditionD-conditionC","sp|P61019|RAB2A_HUMAN","HUMAN","0","0"
"sp|Q08380|LG3BP_HUMAN1",-0.167960637392685,8.68530246134447,-2.12741352150352,0.0790308599904677,0.217790231662145,-5.22203315166007,"conditionD-conditionB","sp|Q08380|LG3BP_HUMAN","HUMAN","0","0"
"sp|Q07938|MTAP_YEAST1",0.372492369872408,8.62780284914644,2.12733024473532,0.0790398159343161,0.217790231662145,-5.22214864439521,"conditionD-conditionB","sp|Q07938|MTAP_YEAST","YEAST","1","0.584962500721156"
"sp|O43395|PRPF3_HUMAN1",-0.068555263707621,8.69939058860738,-2.12731751460775,0.0790411850793921,0.217790231662145,-5.22216629918028,"conditionD-conditionB","sp|O43395|PRPF3_HUMAN","HUMAN","0","0"
"sp|P07814|SYEP_HUMAN1",-0.0701420851189702,9.82851955926036,-2.12656041164848,0.0791226566196783,0.21792054367476,-5.22321626604013,"conditionD-conditionB","sp|P07814|SYEP_HUMAN","HUMAN","0","0"
"sp|P19623|SPEE_HUMAN2",-0.0915427692569182,9.5583942412958,-2.12244178834512,0.0791564290229702,0.408054142680488,-4.40134356289111,"conditionD-conditionC","sp|P19623|SPEE_HUMAN","HUMAN","0","0"
"sp|Q8IWT6|LRC8A_HUMAN2",-0.0983677797821532,8.04076919787805,-2.12204099253413,0.0791997913849386,0.408054142680488,-4.40187208347813,"conditionD-conditionC","sp|Q8IWT6|LRC8A_HUMAN","HUMAN","0","0"
"sp|Q96I51|RCC1L_HUMAN2",0.370557342041156,7.17239776444498,2.12176111451907,0.0792300860474347,0.408054142680488,-4.40224114785277,"conditionD-conditionC","sp|Q96I51|RCC1L_HUMAN","HUMAN","0","0"
"sp|Q96RS6|NUDC1_HUMAN1",-0.0662166713940184,8.55728038217433,-2.1251642299139,0.0792731260139078,0.218240695796492,-5.22515240826247,"conditionD-conditionB","sp|Q96RS6|NUDC1_HUMAN","HUMAN","0","0"
"sp|P49915|GUAA_HUMAN",-0.0787515283030853,9.32827845525288,-2.12177543661722,0.0792745280814104,0.37841388817287,-4.80337502778078,"conditionC-conditionB","sp|P49915|GUAA_HUMAN","HUMAN","0","0"
"sp|P14324|FPPS_HUMAN",-0.0903496202131677,10.1663576096149,-2.1215370787871,0.079300340835533,0.37841388817287,-4.80370133071681,"conditionC-conditionB","sp|P14324|FPPS_HUMAN","HUMAN","0","0"
"sp|Q8NDM7|CFA43_HUMAN1",-0.13529509223884,8.77523437801487,-2.12450158025273,0.0793446442115587,0.218343310959387,-5.22607128011414,"conditionD-conditionB","sp|Q8NDM7|CFA43_HUMAN","HUMAN","0","0"
"sp|Q9Y2Z0|SGT1_HUMAN",-0.0809121799913974,8.70227653722668,-2.12107329146917,0.079350591042523,0.37841388817287,-4.80433622675656,"conditionC-conditionB","sp|Q9Y2Z0|SGT1_HUMAN","HUMAN","0","0"
"sp|Q8NDM7|CFA43_HUMAN2",-0.142872418905407,8.77902304134815,-2.11938395271549,0.0794878763170279,0.409051411942994,-4.40537566660642,"conditionD-conditionC","sp|Q8NDM7|CFA43_HUMAN","HUMAN","0","0"
"sp|P38886|RPN10_YEAST",0.169569275333347,7.82251359776333,2.11915653654631,0.079558614064296,0.378551834732059,-4.80695998458323,"conditionC-conditionB","sp|P38886|RPN10_YEAST","YEAST","1","0.321928094887362"
"sp|O95149|SPN1_HUMAN",0.195066173811416,7.19863278663042,2.11911428981616,0.0795632053566879,0.378551834732059,-4.80701781126767,"conditionC-conditionB","sp|O95149|SPN1_HUMAN","HUMAN","0","0"
"sp|P35241|RADI_HUMAN",-0.0918230795654278,9.41558272342884,-2.11888324061646,0.0795883201510683,0.378551834732059,-4.80733406567351,"conditionC-conditionB","sp|P35241|RADI_HUMAN","HUMAN","0","0"
"sp|P56545|CTBP2_HUMAN1",-0.0943291555627965,9.52788748046205,-2.12157455276721,0.079661346898553,0.219120253591533,-5.2301296816718,"conditionD-conditionB","sp|P56545|CTBP2_HUMAN","HUMAN","0","0"
"sp|Q96EY5|MB12A_HUMAN2",0.1979420877566,7.91559808223193,2.11763715710335,0.079677856032776,0.409668516519019,-4.40767880990239,"conditionD-conditionC","sp|Q96EY5|MB12A_HUMAN","HUMAN","0","0"
"sp|P38840|ARO9_YEAST2",-0.219334269117537,8.74973933582756,-2.11710067476268,0.0797362968946208,0.409668516519019,-4.40838612948574,"conditionD-conditionC","sp|P38840|ARO9_YEAST","YEAST","1","0.263034405833794"
"sp|P32386|YBT1_YEAST",0.27288044317504,7.47123800129905,2.11712418652744,0.0797797947006228,0.378551834732059,-4.80974169064631,"conditionC-conditionB","sp|P32386|YBT1_YEAST","YEAST","1","0.321928094887362"
"sp|P36639|8ODP_HUMAN",-0.190679241563826,8.09299154690599,-2.11708494561161,0.0797840715011577,0.378551834732059,-4.80979539733894,"conditionC-conditionB","sp|P36639|8ODP_HUMAN","HUMAN","0","0"
"sp|Q08732|HRK1_YEAST",-0.225564212657271,6.47151401260046,-2.11633311157249,0.0798660581182929,0.378551834732059,-4.81082436626508,"conditionC-conditionB","sp|Q08732|HRK1_YEAST","YEAST","1","0.321928094887362"
"sp|Q9UKR5|ERG28_HUMAN1",-0.221813483680922,8.99784163778814,-2.11962456124537,0.0798730567469739,0.219607852444461,-5.23283303223855,"conditionD-conditionB","sp|Q9UKR5|ERG28_HUMAN","HUMAN","0","0"
"sp|P23193|TCEA1_HUMAN",-0.124771265243977,8.90559715579905,-2.11596320548013,0.0799064277069695,0.378551834732059,-4.81133060920044,"conditionC-conditionB","sp|P23193|TCEA1_HUMAN","HUMAN","0","0"
"sp|Q9NR19|ACSA_HUMAN",-0.120353746859085,8.05432793742709,-2.11560715707271,0.0799453047414398,0.378551834732059,-4.81181787759855,"conditionC-conditionB","sp|Q9NR19|ACSA_HUMAN","HUMAN","0","0"
"sp|P47089|DENR_YEAST2",0.294091879758998,7.59772606311922,2.11511304205153,0.0799532005867784,0.409719733053534,-4.41100657784219,"conditionD-conditionC","sp|P47089|DENR_YEAST","YEAST","1","0.263034405833794"
"sp|P05787|K2C8_HUMAN",-0.0926786186691615,12.8770538650779,-2.11547727668533,0.0799594912571306,0.378551834732059,-4.81199562252583,"conditionC-conditionB","sp|P05787|K2C8_HUMAN","HUMAN","0","0"
"sp|P32790|SLA1_YEAST2",0.201086940743924,8.29763057433187,2.11445218709332,0.0800254516423099,0.409719733053534,-4.41187778945828,"conditionD-conditionC","sp|P32790|SLA1_YEAST","YEAST","1","0.263034405833794"
"sp|P46956|PHO86_YEAST",0.167197133171687,7.72550606277117,2.11443126923889,0.0800738384028145,0.378551834732059,-4.813427068402,"conditionC-conditionB","sp|P46956|PHO86_YEAST","YEAST","1","0.321928094887362"
"sp|Q01976|ADPP_YEAST2",0.156683885741495,8.57148273252418,2.11367143668433,0.0801108972404417,0.409719733053534,-4.41290703187523,"conditionD-conditionC","sp|Q01976|ADPP_YEAST","YEAST","1","0.263034405833794"
"sp|Q5F1R6|DJC21_HUMAN1",-0.151823959134909,8.40526363632496,-2.11702594729253,0.0801560875221697,0.220159128799339,-5.23643513561223,"conditionD-conditionB","sp|Q5F1R6|DJC21_HUMAN","HUMAN","0","0"
"sp|O14744|ANM5_HUMAN1",-0.114749056768506,9.35574794308603,-2.11698001609671,0.0801610994368371,0.220159128799339,-5.23649879901136,"conditionD-conditionB","sp|O14744|ANM5_HUMAN","HUMAN","0","0"
"sp|P49411|EFTU_HUMAN1",-0.071152191509432,10.098606980408,-2.1168119870629,0.0801794371558083,0.220159128799339,-5.23673169594663,"conditionD-conditionB","sp|P49411|EFTU_HUMAN","HUMAN","0","0"
"sp|Q8N9B5|JMY_HUMAN",-0.154576563463774,8.44396876993919,-2.11334630799855,0.0801926213646558,0.378551834732059,-4.81491173813061,"conditionC-conditionB","sp|Q8N9B5|JMY_HUMAN","HUMAN","0","0"
"sp|Q15369|ELOC_HUMAN2",-0.0885921295483101,9.02418795900808,-2.11291480616267,0.0801937925437921,0.409719733053534,-4.413904448031,"conditionD-conditionC","sp|Q15369|ELOC_HUMAN","HUMAN","0","0"
"sp|P46971|PMT4_YEAST1",0.315448195436645,7.76851028968399,2.11651666305561,0.0802116775722813,0.220159128799339,-5.23714102493574,"conditionD-conditionB","sp|P46971|PMT4_YEAST","YEAST","1","0.584962500721156"
"sp|Q9Y4H2|IRS2_HUMAN2",-0.216116712598256,7.25404342169869,-2.11274794057125,0.0802120859389014,0.409719733053534,-4.41412441200005,"conditionD-conditionC","sp|Q9Y4H2|IRS2_HUMAN","HUMAN","0","0"
"sp|P25631|YCU1_YEAST2",0.258402127197648,7.08001324529096,2.11264392980243,0.0802234907576392,0.409719733053534,-4.41426151936137,"conditionD-conditionC","sp|P25631|YCU1_YEAST","YEAST","1","0.263034405833794"
"sp|Q9BQG0|MBB1A_HUMAN2",-0.0789583356122119,8.97248615199371,-2.11233267871577,0.0802576295004438,0.409719733053534,-4.41467180831885,"conditionD-conditionC","sp|Q9BQG0|MBB1A_HUMAN","HUMAN","0","0"
"sp|P32521|PAN1_YEAST2",0.268450976867914,6.98178927671942,2.11230794547257,0.0802603429397528,0.409719733053534,-4.41470441128958,"conditionD-conditionC","sp|P32521|PAN1_YEAST","YEAST","1","0.263034405833794"
"sp|O15541|R113A_HUMAN",0.0901854155025639,8.3985310733273,2.11272350750595,0.0802608881139394,0.378551834732059,-4.81576394461861,"conditionC-conditionB","sp|O15541|R113A_HUMAN","HUMAN","0","0"
"sp|P40123|CAP2_HUMAN",0.298911721288535,8.56060627722448,2.11234647189013,0.080302244948773,0.378551834732059,-4.8162798459746,"conditionC-conditionB","sp|P40123|CAP2_HUMAN","HUMAN","0","0"
"sp|O15360|FANCA_HUMAN1",-0.489733713029157,6.71996819150384,-2.11485786921289,0.0803930154887602,0.220561904800488,-5.23944004138724,"conditionD-conditionB","sp|O15360|FANCA_HUMAN","HUMAN","0","0"
