"pauc001feature","pauc001sr","pauc001rank","pauc005feature","pauc005sr","pauc005rank","pauc01feature","pauc01sr","pauc01rank","nMCCfeature","nMCCsr","nMCCrank","G-meanfeature","G-meansr","G-meanrank","avg_rank"
"1","dlfq",1,1,"dlfq",1,1,"dlfq",1,1,"dlfq",1,1,"dlfq",1,1,1
"2","LFQ",0.666666666666667,2,"LFQ",0.666666666666667,2,"LFQ",0.666666666666667,2,"LFQ",0.666666666666667,2,"LFQ",0.666666666666667,2,2
"3","top3",0.333333333333333,3,"top3",0.333333333333333,3,"top3",0.333333333333333,3,"top3",0.333333333333333,3,"top3",0.333333333333333,3,3
"4","top1",0,4,"top1",0,4,"top1",0,4,"top1",0,4,"top1",0,4,4
