"blank","bpca","GMS","Impseq","Impseqrob","knn","mice","min","MinDet","MinProb","missForest","MLE","nbavg","QRILC","SeqKNN","zero"
"limma|DIANN|top1||max_pauc001_B.A_HYEtims735_DIA",0.603526729228884,0.600683743485227,0.600369698280285,0.600757205559935,0.59921615460967,0.598713440745198,0.600981866345619,0.606574756719907,0.616412207271422,0.613315597286486,0.601545266271805,0.595858208418668,0.609564058454303,0.607904796878469,0.601468435397652,0.60568223144409
"limma|DIANN|top1||max_pauc001_C.A_MYtims709_DIA",0.587803678791818,0.529999656193749,0.535280243919726,0.5325239478192,0.529361101222754,0.528974555351288,0.527528712815419,0.548253037236785,0.537448982465697,0.533934355047084,0.534576291284141,0.521099200079623,0.536135205800668,0.531485305073935,0.533365430785051,0.547596956613422
"limma|DIANN|top1||max_pauc001_C.B_MYtims709_DIA",0.625382383160709,0.564836804901367,0.56455673249748,0.566853949219059,0.564942958436398,0.569226195258761,0.568945870276547,0.546122960013382,0.553846956796541,0.55384409424217,0.568337425925634,0.540272737522539,0.583115905192048,0.562607501356128,0.566961918034525,0.546901517719693
"limma|DIANN|top1||max_pauc001_E.C_MYtims709_DIA",0.556695088425101,0.536699579286309,0.538802364495371,0.537725316710347,0.538712527520257,0.544023188905688,0.533428754023843,0.548182012211264,0.547941153518746,0.547877840551473,0.538783993631728,0.539618781840641,0.552435041905333,0.547364109789625,0.54103657134367,0.548406722729417
"limma|DIANN|top1||max_pauc001_E.B_HEof_n600_DIA",0.522333114038157,0.765608839617462,0.752952708450952,0.803214249053998,0.555275993088314,0.653326987770795,0.568641723006863,0.709472773959553,0.516034210047452,0.512727849243121,0.705258515573846,0.501414531649271,0.717132552269239,0.661782469294787,0.843023147305702,0.717210316516037
"limma|DIANN|top1||max_pauc001_E.C_HEof_n600_DIA",0.642391390564708,0.704029276683635,0.69570850227616,0.731752230667419,0.650692723910484,0.735640443007361,0.653832455374987,0.631387749642673,0.58888958876711,0.604442438126877,0.71739918643045,0.532523049322751,0.717113111207539,0.699353701344855,0.806755846704896,0.611907805819565
"limma|DIANN|top1||max_pauc001_G.F_HEof_n600_DIA",0.888991537694663,0.906809270742446,0.906041348805308,0.911183509624881,0.889477564237156,0.888505511152171,0.889273433089309,0.867606369824984,0.8965832722884,0.897798338644631,0.899460549419956,0.878784980302316,0.892413164553812,0.889030419818063,0.919202947576011,0.864447197298781
"limma|DIANN|top1||max_pauc001_A.B_HEof_w600_DIA",0.49748743718593,0.684847744293911,0.564603825866923,0.664567348732857,0.613823932224445,0.616751437023008,0.506100241158511,0.507691276375121,0.518425460636516,0.517364770492109,0.711502887622849,0.507426103839019,0.498011182920756,0.518425460636516,0.792868428600279,0.517895115564313
"limma|DIANN|top1||max_pauc001_E.A_HEof_w600_DIA",0.506492696511942,0.546245719054577,0.645315822611877,0.57022792321961,0.512133924010461,0.689758739662514,0.504901661295332,0.740215769831936,0.514034203438673,0.522381834875153,0.529824591549439,0.500531617900377,0.782760051524084,0.65206016786058,0.538281580139807,0.763285780472779
"limma|DIANN|top1||max_pauc001_F.C_HEof_w600_DIA",0.662339899429603,0.85952219727479,0.861251122210173,0.875294659722116,0.721696119910597,0.844152797082338,0.73749382678336,0.803188943705356,0.784902645615786,0.780793143076635,0.819894813479759,0.633899296380586,0.914126525908842,0.767687644572067,0.879007075227539,0.790343986056592
