"mat1","mat2","abbr1","abbr2","mean","median","t_pval","significance","contrast"
"1","dlfq","LFQ","A","B","7.8924827134671e-05","0","0.81568191886822","na","dlfq-LFQ"
"2","dlfq","top1","A","C","0.0396956451444624","0","0","****","dlfq-top1"
"3","dlfq","top3","A","D","0.0241206260859576","0","0","****","dlfq-top3"
"4","LFQ","top1","B","C","0.0396167203173277","0","0","****","LFQ-top1"
"5","LFQ","top3","B","D","0.0240417012588229","0","0","****","LFQ-top3"
"6","top1","top3","C","D","-0.0155750190585048","0","0","****","top1-top3"
