"pauc001feature","pauc001sr","pauc001rank","pauc005feature","pauc005sr","pauc005rank","pauc01feature","pauc01sr","pauc01rank","nMCCfeature","nMCCsr","nMCCrank","G-meanfeature","G-meansr","G-meanrank","avg_rank"
"1","ROTS",1,1,"ROTS",1,1,"ROTS",1,1,"ROTS",1,1,"ROTS",0.833333333333333,2,1.2
"2","limma",0.833333333333333,2,"limma",0.833333333333333,2,"limma",0.833333333333333,2,"limma",0.833333333333333,2,"limma",0.666666666666667,3,2.2
"3","DEP",0.666666666666667,3,"DEP",0.666666666666667,3,"DEP",0.666666666666667,3,"DEP",0.5,4,"DEP",0.333333333333333,5,3.6
"4","proDA",0.5,4,"proDA",0.5,4,"proDA",0.333333333333333,5,"proDA",0.333333333333333,5,"proDA",0.5,4,4.4
"5","SAM",0.333333333333333,5,"SAM",0.333333333333333,5,"SAM",0.5,4,"SAM",0,7,"SAM",0,7,5.6
"6","ttest",0.166666666666667,6,"ttest",0.166666666666667,6,"ttest",0.166666666666667,6,"ttest",0.166666666666667,6,"ttest",0.166666666666667,6,6
"7","ANOVA",0,7,"ANOVA",0,7,"ANOVA",0,7,"ANOVA",0.666666666666667,3,"ANOVA",1,1,5
