"blank","bpca","GMS","Impseq","Impseqrob","knn","mice","min","MinDet","MinProb","missForest","MLE","nbavg","QRILC","SeqKNN","zero"
"limma|spt|top1||max_nMcc_B.A_HYEtims735_DIA",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.56904124140844,0.5,0.5,0.5,0.563136422774544,0.540498222120174,0.5,0.5,0.570551181133644
"limma|spt|top1||max_nMcc_C.A_MYtims709_DIA",0.510087187249652,0.507924705633922,0.508860476470013,0.507924705633922,0.507924705633922,0.5,0.503961834783339,0.683404533448033,0.5,0.5,0.5,0.551056421702152,0.705031719015093,0.503961834783339,0.5,0.684895696482146
"limma|spt|top1||max_nMcc_C.B_MYtims709_DIA",0.505474051446603,0.503961834783339,0.503961834783339,0.503961834783339,0.503961834783339,0.5,0.503961834783339,0.590326293335115,0.5,0.5,0.503961834783339,0.513183409799636,0.621027360170107,0.5,0.503961834783339,0.590892276425612
"limma|spt|top1||max_nMcc_E.C_MYtims709_DIA",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.534502975301282,0.5,0.5,0.5,0.498993027805137,0.510988371444879,0.5,0.5,0.534724274518035
"limma|spt|top1||max_nMcc_E.B_HEof_n600_DIA",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.73263868819506,0.5,0.5,0.5,0.495749795719648,0.5,0.5,0.5,0.80782403092114
"limma|spt|top1||max_nMcc_E.C_HEof_n600_DIA",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.541176103591554,0.5,0.5,0.5,0.496065978887201,0.5,0.5,0.5,0.611377092941886
"limma|spt|top1||max_nMcc_G.F_HEof_n600_DIA",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.498395782938263,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.498395782938263
"limma|spt|top1||max_nMcc_A.B_HEof_w600_DIA",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.497615919050444,0.5,0.5,0.5,0.497615919050444,0.5,0.5,0.5,0.497615919050444
"limma|spt|top1||max_nMcc_E.A_HEof_w600_DIA",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.796286003406722,0.5,0.5,0.5,0.49522493938221,0.836197156846912,0.5,0.5,0.796286003406722
"limma|spt|top1||max_nMcc_F.C_HEof_w600_DIA",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.641283416536035,0.5,0.5,0.5,0.539265760309559,0.5,0.5,0.5,0.641283416536035
"limma|spt|top1||max_nMcc_B.A_HEqe408_DIA",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.520204460881686,0.5,0.5,0.5,0.513452861973204,0.5,0.5,0.5,0.554049493894933
"limma|spt|top1||center.mean_nMcc_B.A_HYEtims735_DIA",0.805727828744939,0.807472364176902,0.80523982861236,0.807245264191334,0.806606046823565,0.807255586576537,0.809035049654375,0.814154302987854,0.819584193313958,0.819513429827458,0.806714356597453,0.793547531651654,0.808252221347554,0.8202106532292,0.806574546370787,0.797375073539102
"limma|spt|top1||center.mean_nMcc_C.A_MYtims709_DIA",0.75863003293651,0.642675370851885,0.613083445818022,0.677862876823915,0.676738209692987,0.589020230236915,0.668850695889076,0.710823727607206,0.686052446485479,0.680672597542236,0.655375690737636,0.519769176245784,0.76131333275487,0.699792093374368,0.660298152137861,0.620565237576542
"limma|spt|top1||center.mean_nMcc_C.B_MYtims709_DIA",0.790803872055453,0.729558900911757,0.714175388065957,0.741281008498233,0.738007760388341,0.714272387451825,0.735519100082107,0.754560338049985,0.743673795742658,0.743038360651647,0.727917954087453,0.689388007703858,0.795997688923031,0.742699901340005,0.732558743307481,0.712014853134651
"limma|spt|top1||center.mean_nMcc_E.C_MYtims709_DIA",0.626529802527972,0.617020124987214,0.611273142585058,0.617425912962691,0.618560703521916,0.60686810323575,0.617074032343861,0.61705344483471,0.618316288771213,0.61726090385975,0.611844545376954,0.606220665376975,0.626172607178513,0.617359391364669,0.608760460355439,0.608412571279168
"limma|spt|top1||center.mean_nMcc_E.B_HEof_n600_DIA",0.575880109229658,0.792679756861404,0.802190070439949,0.791309327356618,0.67910723899661,0.736427132284242,0.777922281769791,0.741601497964889,0.773860721641302,0.773860721641302,0.762603186672515,0.577067102793135,0.718135557629,0.777326724928469,0.766232961629232,0.664343645578969
"limma|spt|top1||center.mean_nMcc_E.C_HEof_n600_DIA",0.724917819220876,0.792906237051899,0.790233858527435,0.78995642299361,0.724265263659841,0.796909315652098,0.767270706583898,0.763209126937187,0.778451673366772,0.780156098147838,0.78417864934594,0.731647211630926,0.717389556301653,0.765078693881186,0.793566578190046,0.748527996381755
"limma|spt|top1||center.mean_nMcc_G.F_HEof_n600_DIA",0.962365659004264,0.962365659004264,0.962365659004264,0.962365659004264,0.962365659004264,0.962365659004264,0.962365659004264,0.957397003745318,0.962365659004264,0.962365659004264,0.962365659004264,0.956619311205094,0.962365659004264,0.962365659004264,0.962365659004264,0.957397003745318
"limma|spt|top1||center.mean_nMcc_A.B_HEof_w600_DIA",0.495866670569344,0.497615919050444,0.633531462971587,0.648912283009865,0.539265760309559,0.539265760309559,0.497615919050444,0.528920866727517,0.496227713035541,0.49662677669372,0.497615919050444,0.497079406257967,0.498314605677695,0.49662677669372,0.539265760309559,0.539265760309559
"limma|spt|top1||center.mean_nMcc_E.A_HEof_w600_DIA",0.515867828620612,0.757513527073216,0.77396517106404,0.756857746977801,0.582408921265436,0.577076630116649,0.542180107335141,0.771490097778115,0.770462548859249,0.763741720566758,0.732699871643478,0.528587733701224,0.778368626645973,0.754281458903829,0.581450162682998,0.669455380577428
