"blank","bpca","GMS","Impseq","Impseqrob","knn","mice","min","MinDet","MinProb","missForest","MLE","nbavg","QRILC","SeqKNN","zero"
"limma|spt|top1||max_pauc01_B.A_HYEtims735_DIA",0.728952583179487,0.733851687928043,0.733569761903534,0.733849710525456,0.733122653983778,0.731762845809024,0.729717222832638,0.710498868581824,0.734213535406683,0.733309926904884,0.734328869561928,0.698251653710381,0.72497391953618,0.732788472946553,0.734197905328842,0.710395484816127
"limma|spt|top1||max_pauc01_C.A_MYtims709_DIA",0.719188561722394,0.622387119600833,0.619434600570354,0.632538979976029,0.62858414157837,0.606596586694878,0.612474364165198,0.623755239965865,0.631332801478115,0.619740214782252,0.640629052908783,0.559872098563786,0.684509938703241,0.60709975807868,0.636260379038806,0.623740049576504
"limma|spt|top1||max_pauc01_C.B_MYtims709_DIA",0.760261898593448,0.711387282425385,0.693553539512625,0.719242355929215,0.716020433290666,0.694234787420354,0.704508992012565,0.700602927081287,0.715169935706882,0.713065225150719,0.718297513710969,0.651656947143932,0.753864717424706,0.723769995171098,0.714393501535009,0.700507761344696
"limma|spt|top1||max_pauc01_E.C_MYtims709_DIA",0.617189774757952,0.608623230966257,0.604681612312853,0.608985922039802,0.609451887233447,0.600614118703286,0.606151313274848,0.599939706470769,0.603118726523151,0.602339254273406,0.608718232482422,0.586830051483925,0.615962863639495,0.603279098032451,0.606701051413063,0.599920041074813
"limma|spt|top1||max_pauc01_E.B_HEof_n600_DIA",0.576505930087391,0.893964780866023,0.888143521256324,0.945067637492608,0.746993889217426,0.736467824393485,0.737495893291281,0.743700308824496,0.55139340626848,0.539720086733688,0.834531978940798,0.546568023523228,0.55565411656482,0.726734468427623,0.907296184046258,0.743777309612984
"limma|spt|top1||max_pauc01_E.C_HEof_n600_DIA",0.775270632104606,0.918905746928182,0.868795789802221,0.92716752086208,0.760840684341941,0.900684383008082,0.854042438727906,0.788781703791313,0.82451006964978,0.819094347526119,0.893220439910638,0.710589969774624,0.75703684539063,0.806055547342138,0.913379246336816,0.787036352585584
"limma|spt|top1||max_pauc01_G.F_HEof_n600_DIA",0.966078585978054,0.966078585978054,0.966129919837046,0.966078585978054,0.966027252119062,0.966129919837046,0.965924584401078,0.963768562323412,0.966078585978054,0.966052919048558,0.966129919837046,0.964153566265852,0.966078585978054,0.966129919837046,0.96597591826007,0.963229556803995
"limma|spt|top1||max_pauc01_A.B_HEof_w600_DIA",0.473684210526316,0.633727681654925,0.546154078602017,0.761799152161901,0.708350600911728,0.547913213150988,0.502712304876364,0.484595161624534,0.48680217398812,0.484741036687848,0.569171280947338,0.489365330156099,0.543623299143528,0.49158853087443,0.76865222233734,0.484595161624534
"limma|spt|top1||max_pauc01_E.A_HEof_w600_DIA",0.503503159966846,0.856268994336234,0.854968529838375,0.881263814062716,0.586722095593314,0.579755706934659,0.621014038541235,0.786064956313027,0.523663057742782,0.532491107197127,0.801228588202791,0.507695943845835,0.816925896187319,0.7772590309435,0.637706995096008,0.786243567827048
"limma|spt|top1||max_pauc01_F.C_HEof_w600_DIA",0.779463732446978,0.896981917049241,0.861791876370966,0.888992955309006,0.765735632917861,0.868161223996882,0.850519532657047,0.738771738215029,0.893702099060102,0.901891724759239,0.851057571658457,0.715208250334476,0.762028897292444,0.707022691774238,0.87099332740556,0.7386153813634
