"logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","count","sca.t","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp|P0A7V0|RS2_ECOLI",0.913980948546435,29.7952849273669,13.7827521537353,6.27353911901061e-11,5.05179854146828e-08,15.3198283486948,"sp|P0A7V0|RS2_ECOLI",17,17.7375519447513,5.4084819769869e-14,1.67068008269125e-10,"conditionB-conditionA","ECOLI","1","1"
"sp|P0A6F5|CH60_ECOLI",0.703774733590024,30.7373035697348,11.2002955565881,1.74413132153343e-09,2.99312314012043e-07,12.0643696450598,"sp|P0A6F5|CH60_ECOLI",62,16.5392130147804,2.10019797012123e-13,3.24375576485225e-10,"conditionB-conditionA","ECOLI","1","1"
"sp|P0CE47|EFTU1_ECOLI",0.758696609808457,31.8951744134456,10.9412966953272,2.5146846815527e-09,3.74624425486666e-07,11.7019828943193,"sp|P0CE47|EFTU1_ECOLI",68,15.0652932614541,1.25824375345677e-12,1.06268662673034e-09,"conditionB-conditionA","ECOLI","1","1"
"sp|P0ABB4|ATPB_ECOLI",0.839244307421364,29.1831145582339,11.9811226893287,6.01277413006122e-10,1.32667566341137e-07,13.1148917240965,"sp|P0ABB4|ATPB_ECOLI",16,14.9946132954458,1.37609145578549e-12,1.06268662673034e-09,"conditionB-conditionA","ECOLI","1","1"
"sp|P0A6M8|EFG_ECOLI",0.604893456232944,30.3592749037463,10.0149608546274,9.83746342560491e-09,7.06695919109153e-07,10.3452614778137,"sp|P0A6M8|EFG_ECOLI",29,14.4773306893278,2.67903210706956e-12,1.65510603574758e-09,"conditionB-conditionA","ECOLI","1","1"
"sp|P0A853|TNAA_ECOLI",0.872326028003215,29.709248161104,11.4654114609562,1.20728358520897e-09,2.48619932980701e-07,12.4280041349945,"sp|P0A853|TNAA_ECOLI",19,14.1838524867358,3.94426302562991e-12,2.03063808102847e-09,"conditionB-conditionA","ECOLI","1","1"
"sp|P77247|HXPB_ECOLI",1.59743825109688,23.1924659929921,15.3338469143446,1.08351565092813e-11,3.34697984571698e-08,17.0049085717923,"sp|P77247|HXPB_ECOLI",1,13.5866299291612,8.8473401038912e-12,3.68072422969641e-09,"conditionB-conditionA","ECOLI","1","1"
"sp|P02925|RBSB_ECOLI",0.591617520314667,31.8169796200231,9.49586727133018,2.19949447056372e-08,1.19197165255638e-06,9.54126309722668,"sp|P02925|RBSB_ECOLI",32,13.5325370303831,9.53246806007486e-12,3.68072422969641e-09,"conditionB-conditionA","ECOLI","1","1"
"sp|P0A6P9|ENO_ECOLI",0.707538331108168,29.0916555774199,10.8803423195616,2.7434376455545e-09,3.82245912621628e-07,11.6156503427518,"sp|P0A6P9|ENO_ECOLI",12,13.4236319110279,1.10850919888997e-11,3.80464990596792e-09,"conditionB-conditionA","ECOLI","1","1"
"sp|P36683|ACNB_ECOLI",0.682401755301022,28.3100078402648,10.2870024828878,6.52949744083794e-09,6.00513392884399e-07,10.7538146095835,"sp|P36683|ACNB_ECOLI",15,13.0284688255894,1.93270509314325e-11,5.97012603271949e-09,"conditionB-conditionA","ECOLI","1","1"
