"protein","contrast","chisq","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"95","sp|P02557|TBB_YEAST","conditionC-conditionB",16.5277824333726,0.000883709011602174,-0.781342117828416,0.0276833475634534,"YEAST","1","0.321928094887362"
"96","sp|P31787|ACBP_YEAST","conditionC-conditionB",16.4840129720447,0.000902188854777775,-0.458586658638513,0.027967854498111,"YEAST","1","0.321928094887362"
"97","sp|Q04947|RTN1_YEAST","conditionC-conditionB",16.4389946318541,0.000921596470566222,-0.532285942783151,0.0282749597567534,"YEAST","1","0.321928094887362"
"98","sp|P0CX52|RS16B_YEAST","conditionC-conditionB",10.8814434935458,0.000971325148659941,0.362355806382407,0.0294965677797141,"YEAST","1","0.321928094887362"
"99","sp|Q7L2E3|DHX30_HUMAN","conditionC-conditionB",13.8435430632837,0.000986081517685311,-1.32728360488448,0.0296422080467827,"HUMAN","0","0"
"100","sp|P14120|RL30_YEAST","conditionC-conditionB",16.1159304911029,0.00107358064558549,0.99996205387751,0.0319497600126243,"YEAST","1","0.321928094887362"
"101","sp|Q12690|RL13A_YEAST","conditionC-conditionB",10.6051829392853,0.00112771099470277,0.4578805315526,0.0332283952498558,"YEAST","1","0.321928094887362"
"102","sp|P0C2H7|RL27B_YEAST","conditionC-conditionB",10.5492911511043,0.00116232654925719,0.286762444302351,0.0339125863783273,"YEAST","1","0.321928094887362"
"103","sp|P53066|YGZ2_YEAST","conditionC-conditionB",13.4600375594413,0.00119451052535657,-0.336157854574981,0.0345132361501084,"YEAST","1","0.321928094887362"
"104","sp|P49089|ASNS1_YEAST","conditionC-conditionB",15.7858333169971,0.00125458262864586,0.625037359159855,0.0359003644504816,"YEAST","1","0.321928094887362"
"105","sp|P06169|PDC1_YEAST","conditionC-conditionB",15.5509035142354,0.00140155437936595,0.260110136230999,0.0395434076167908,"YEAST","1","0.321928094887362"
"106","sp|P38219|OLA1_YEAST","conditionC-conditionB",15.5208326645928,0.00142156019136519,-0.48503999086449,0.0395434076167908,"YEAST","1","0.321928094887362"
"107","sp|P07213|TOM70_YEAST","conditionC-conditionB",15.5205410463076,0.00142175558299618,-0.763942035104733,0.0395434076167908,"YEAST","1","0.321928094887362"
"108","sp|Q8IXM3|RM41_HUMAN","conditionC-conditionB",15.4255840662837,0.00148681761231739,-0.557187648999246,0.0408807505462212,"HUMAN","0","0"
"109","sp|P35691|TCTP_YEAST","conditionC-conditionB",15.4106543842586,0.00149731243600071,0.226059586377172,0.0408807505462212,"YEAST","1","0.321928094887362"
"110","sp|P32318|THI4_YEAST","conditionC-conditionB",15.3438118910151,0.00154520802900171,-0.910760794861378,0.04157165958601,"YEAST","1","0.321928094887362"
"111","sp|O94742|SEM1_YEAST","conditionC-conditionB",12.9350401322424,0.0015530724781736,-0.22746174308973,0.04157165958601,"YEAST","1","0.321928094887362"
"112","sp|P07260|IF4E_YEAST","conditionC-conditionB",15.317433712318,0.00156452482312941,-0.460350235667576,0.04157165958601,"YEAST","1","0.321928094887362"
"113","sp|P0CX30|RS23B_YEAST;sp|P0CX29|RS23A_YEAST","conditionC-conditionB",12.8678245743372,0.00160615478777892,0.316612246252795,0.0423001473312396,"YEAST","1","0.321928094887362"
"114","sp|P32614|FRDS_YEAST","conditionC-conditionB",12.7667064870113,0.00168944831612061,-0.421023387280609,0.0437767711030609,"YEAST","1","0.321928094887362"
"115","sp|Q9NUJ1|ABHDA_HUMAN","conditionC-conditionB",15.1515135706066,0.00169164270055511,-0.679447173232798,0.0437767711030609,"HUMAN","0","0"
"116","sp|P06634|DED1_YEAST","conditionC-conditionB",15.1215964340019,0.00171563025381838,-1.05015671024391,0.0438936745198113,"YEAST","1","0.321928094887362"
"117","sp|P19097|FAS2_YEAST","conditionC-conditionB",15.1092120045444,0.00172565857487161,-0.425159085505538,0.0438936745198113,"YEAST","1","0.321928094887362"
"118","sp|P41805|RL10_YEAST","conditionC-conditionB",15.0878368287321,0.00174310417359302,0.499890886834027,0.0439616781407868,"YEAST","1","0.321928094887362"
"119","sp|P38720|6PGD1_YEAST;sp|P53319|6PGD2_YEAST","conditionC-conditionB",12.5955588585087,0.00184038695239908,0.328436557793356,0.0460251392465517,"YEAST","1","0.321928094887362"
"120","sp|Q01662|MAP1_YEAST","conditionC-conditionB",14.9287593158627,0.00187855222924294,-0.519392815487592,0.0465627226296223,"YEAST","1","0.321928094887362"
"121","sp|P0CX83|RL19B_YEAST","conditionC-conditionB",9.61073752457559,0.00193442937194044,0.229157990545719,0.0465627226296223,"YEAST","1","0.321928094887362"
"122","sp|Q12690|RL13A_YEAST;sp|P40212|RL13B_YEAST","conditionC-conditionB",12.4821568656105,0.00194775386813417,-0.560836027539434,0.0465627226296223,"YEAST","1","0.321928094887362"
"123","sp|P12955|PEPD_HUMAN","conditionC-conditionB",12.4749118471396,0.00195482241972678,-0.709804919991395,0.0465627226296223,"HUMAN","0","0"
"124","sp|P61313|RL15_HUMAN","conditionC-conditionB",14.8431652243912,0.00195570032557768,0.545222162719789,0.0465627226296223,"HUMAN","0","0"
"125","sp|P62633|CNBP_HUMAN","conditionC-conditionB",14.8431008450732,0.00195575951905336,-0.258287291830808,0.0465627226296223,"HUMAN","0","0"
"126","sp|P23301|IF5A1_YEAST;sp|P19211|IF5A2_YEAST","conditionC-conditionB",12.3600939109185,0.00207033063903195,-0.613054861185518,0.0488992379504689,"YEAST","1","0.321928094887362"
"127","sp|Q96E11|RRFM_HUMAN","conditionC-conditionB",14.6900503859136,0.00210162568686145,-0.679171239203036,0.0492475436543282,"HUMAN","0","0"
"128","sp|P0CX83|RL19B_YEAST;sp|P0CX82|RL19A_YEAST","conditionC-conditionB",12.0825955842304,0.00237847014995707,0.310894709823121,0.0552994309865018,"YEAST","1","0.321928094887362"
"129","sp|P04802|SYDC_YEAST","conditionC-conditionB",14.3120667549682,0.0025097307833164,0.412656723926059,0.0578989055127876,"YEAST","1","0.321928094887362"
"130","sp|P38707|SYNC_YEAST","conditionC-conditionB",14.2635715152762,0.00256747928775736,-0.395873042068583,0.0581304465299677,"YEAST","1","0.321928094887362"
"131","sp|Q96HY6|DDRGK_HUMAN","conditionC-conditionB",14.2618547829895,0.00256954754673111,-1.38882737074696,0.0581304465299677,"HUMAN","0","0"
"132","sp|P0CX32|RS24B_YEAST","conditionC-conditionB",9.0841332118757,0.00257836657995825,0.432307871602791,0.0581304465299677,"YEAST","1","0.321928094887362"
"133","sp|Q99757|THIOM_HUMAN","conditionC-conditionB",14.195615068043,0.00265062462596066,0.354660647283106,0.0593102171944281,"HUMAN","0","0"
"134","sp|P14927|QCR7_HUMAN","conditionC-conditionB",14.1004457596103,0.0027715685843962,0.214279321251258,0.0615536425907693,"HUMAN","0","0"
"135","sp|P30533|AMRP_HUMAN","conditionC-conditionB",11.7320718751671,0.0028340855884611,-0.610218990635516,0.0624758423056313,"HUMAN","0","0"
"136","sp|P0CX54|RL12B_YEAST","conditionC-conditionB",8.86919794125871,0.00290022537228551,0.432013657957182,0.0634637552053065,"YEAST","1","0.321928094887362"
"137","sp|Q9H2W6|RM46_HUMAN","conditionC-conditionB",13.9756392780666,0.00293850010507801,0.717988032042758,0.06383194388841,"HUMAN","0","0"
"138","sp|P47985|UCRI_HUMAN;sp|P0C7P4|UCRIL_HUMAN","conditionC-conditionB",11.6142891791208,0.00300600119666161,0.377056401451267,0.0648250692845287,"HUMAN","0","0"
"139","sp|P27616|PUR7_YEAST","conditionC-conditionB",13.8563716720277,0.00310731953853038,0.852874542272415,0.0665279348681038,"YEAST","1","0.321928094887362"
"140","sp|P07283|PMM_YEAST","conditionC-conditionB",13.7825288113402,0.00321662187333571,0.498868507879887,0.0683761906789077,"YEAST","1","0.321928094887362"
"141","sp|P0CX35|RS4A_YEAST","conditionC-conditionB",8.62828293694564,0.00330983404319074,0.261040342914981,0.0698586249116003,"YEAST","1","0.321928094887362"
"142","sp|P31689|DNJA1_HUMAN","conditionC-conditionB",13.64293121346,0.00343376361422643,0.581276345594688,0.0719639472953369,"HUMAN","0","0"
"143","sp|P53184|PNC1_YEAST","conditionC-conditionB",13.5586910793906,0.00357175758570194,-0.336371246935748,0.074332521503839,"YEAST","1","0.321928094887362"
"144","sp|Q3E757|RL11B_YEAST","conditionC-conditionB",8.45302199920407,0.00364437381327787,0.243621830738142,0.0753170588077426,"YEAST","1","0.321928094887362"
"145","sp|Q71UM5|RS27L_HUMAN","conditionC-conditionB",11.2074180768422,0.003684173602157,2.96146368820227,0.0754105788758617,"HUMAN","0","0"
"146","sp|O60762|DPM1_HUMAN","conditionC-conditionB",13.4834888922413,0.00369957813033461,0.677295579102598,0.0754105788758617,"HUMAN","0","0"
"147","sp|P29509|TRXB1_YEAST","conditionC-conditionB",13.376854440527,0.00388862398528034,-0.499309013692791,0.0787247957836346,"YEAST","1","0.321928094887362"
"148","sp|Q96S44|PRPK_HUMAN","conditionC-conditionB",13.3232104011128,0.00398731122162665,0.373460349293321,0.0789877041558776,"HUMAN","0","0"
"149","sp|Q12363|WTM1_YEAST","conditionC-conditionB",13.3148535299104,0.00400290672254078,0.593825552859716,0.0789877041558776,"YEAST","1","0.321928094887362"
"150","sp|O75347|TBCA_HUMAN","conditionC-conditionB",13.3140797553166,0.00400435378316066,-0.492452663160098,0.0789877041558776,"HUMAN","0","0"
"151","sp|P46654|RSSA2_YEAST","conditionC-conditionB",13.3122505726397,0.00400777665575858,0.376677986310305,0.0789877041558776,"YEAST","1","0.321928094887362"
"152","sp|Q16540|RM23_HUMAN","conditionC-conditionB",8.23335170363938,0.00411275066212635,0.473366597063093,0.0805233287532107,"HUMAN","0","0"
"153","sp|P42766|RL35_HUMAN","conditionC-conditionB",13.2159008384681,0.00419222597819957,0.717746411563297,0.0815429053014505,"HUMAN","0","0"
"154","sp|P24280|SEC14_YEAST","conditionC-conditionB",13.1819065422117,0.00425928912631202,-0.713051481238326,0.0823093794798997,"YEAST","1","0.321928094887362"
"155","sp|P05749|RL22A_YEAST","conditionC-conditionB",8.14979514182717,0.00430660258026694,0.554516855123143,0.0826867695411252,"YEAST","1","0.321928094887362"
