DEA,expression_type,MVI,Normalization,label
SAM,pro_LFQ,MinProb,max,0.0
ttest,pro_LFQ,min,vsn,0.0
proDA,pro_inten,mice,div.median,0.0
ROTS,pro_LFQ,knn,div.mean,0.0
proDA,pro_LFQ,MLE,quantiles,0.0
ROTS,pro_LFQ,nbavg,div.median,0.0
DEP,pro_inten,nbavg,div.median,0.0
SAM,pro_LFQ,bpca,max,0.0
limma,pro_LFQ,No_MVI,div.median,0.0
DEqMS,pro_LFQ,No_MVI,div.mean,0.0
beta_binomial,sc,knn,No_norm,0.0
ANOVA,pro_inten,min,No_norm,0.0
ProteoMM,pep_inten,knn,No_norm,0.0
limma,pro_inten,QRILC,sum,0.0
DEqMS,pro_inten,MinProb,sum,0.0
msqrob2,pep_LFQ,nbavg,div.mean,0.0
msqrob2,pep_inten,No_MVI,div.mean,0.0
SAM,pro_LFQ,QRILC,div.mean,0.0
ROTS,pro_inten,min,div.mean,0.0
ROTS,pro_inten,bpca,quantiles.robust,0.0
ANOVA,pro_LFQ,nbavg,quantiles,0.0
plgem,sc,knn,No_norm,0.0
SAM,pro_inten,QRILC,div.mean,0.0
ANOVA,pro_inten,min,quantiles,0.0
ttest,pro_inten,zero,center.median,0.0
proDA,pro_inten,MinProb,quantiles,0.0
siggenes,pro_LFQ,mice,sum,0.0
ttest,pro_LFQ,min,max,0.0
ANOVA,pro_inten,knn,quantiles,0.0
ProteoMM,pep_LFQ,zero,center.mean,0.0
limma,pro_LFQ,No_MVI,div.mean,0.0
plgem,sc,knn,div.mean,0.0
SAM,pro_LFQ,nbavg,sum,0.0
DEqMS,pro_inten,MinDet,sum,0.0
DEP,pro_LFQ,MLE,div.mean,0.0
ANOVA,pro_LFQ,min,No_norm,0.0
siggenes,pro_inten,MLE,div.mean,0.0
proDA,pro_inten,zero,div.median,0.0
proDA,pro_inten,MinDet,quantiles,0.0
ANOVA,pro_LFQ,min,quantiles,0.0
beta_binomial,sc,knn,quantiles,0.0
limma,pro_inten,MinDet,max,0.0
msqrob2,pep_LFQ,zero,center.mean,0.0
ProteoMM,pep_LFQ,knn,No_norm,0.0
ROTS,pro_LFQ,nbavg,div.mean,0.0
msqrob2,pep_inten,zero,center.mean,0.0
DEqMS,pro_LFQ,missForest,quantiles.robust,0.0
SAM,pro_LFQ,MLE,center.median,0.0
DEqMS,pro_inten,nbavg,div.median,0.0
siggenes,pro_inten,missForest,div.median,0.0
ttest,pro_inten,zero,center.mean,0.0
ANOVA,pro_inten,MLE,No_norm,0.0
DEqMS,pro_inten,QRILC,sum,0.0
ROTS,pro_LFQ,knn,div.median,0.0
proDA,pro_LFQ,mice,quantiles,0.0
msqrob2,pep_LFQ,zero,vsn,0.0
proDA,pro_inten,knn,sum,0.0
ProteoMM,pep_inten,zero,center.mean,0.0
ttest,pro_inten,zero,quantiles,0.0
ANOVA,pro_LFQ,missForest,No_norm,0.0
ANOVA,pro_inten,bpca,No_norm,0.0
proDA,pro_LFQ,zero,quantiles,0.0
SAM,pro_LFQ,MLE,vsn,0.0
proDA,pro_inten,missForest,quantiles,0.0
ROTS,pro_LFQ,bpca,div.median,0.0
DEqMS,pro_inten,No_MVI,sum,0.0
SAM,pro_inten,QRILC,max,0.0
DEqMS,pro_LFQ,bpca,quantiles.robust,0.0
DEqMS,pro_inten,No_MVI,max,0.0
proDA,pro_LFQ,knn,quantiles,0.0
ROTS,pro_LFQ,bpca,div.mean,0.0
SAM,pro_LFQ,mice,center.mean,0.0
proDA,pro_inten,mice,div.mean,0.0
ROTS,pro_inten,min,max,0.0
SAM,pro_LFQ,bpca,center.mean,0.0
plgem,sc,MinProb,max,0.0
SAM,pro_LFQ,MLE,quantiles,0.0
siggenes,pro_inten,nbavg,div.median,0.0
msqrob2,pep_inten,bpca,sum,0.0
ROTS,pro_inten,missForest,quantiles.robust,0.0
SAM,pro_inten,knn,quantiles,0.0
ROTS,pro_LFQ,MLE,quantiles.robust,0.0
DEqMS,pro_inten,mice,sum,0.0
plgem,sc,mice,center.mean,0.0
ANOVA,pro_LFQ,knn,quantiles,0.0
ROTS,pro_LFQ,No_MVI,vsn,0.0
ANOVA,pro_inten,missForest,quantiles,0.0
ProteoMM,pep_inten,mice,sum,0.0
DEP,pro_inten,mice,div.median,0.0
DEqMS,pro_inten,knn,div.median,0.0
DEqMS,pro_inten,No_MVI,vsn,0.0
siggenes,pro_LFQ,QRILC,sum,0.0
SAM,pro_LFQ,QRILC,div.median,0.0
DEP,pro_LFQ,bpca,quantiles.robust,0.0
siggenes,pro_LFQ,MinProb,sum,0.0
DEP,pro_inten,No_MVI,vsn,0.0
DEP,pro_LFQ,mice,div.median,0.0
SAM,pro_LFQ,nbavg,max,0.0
DEqMS,pro_inten,min,sum,0.0
proDA,pro_inten,bpca,quantiles,0.0
plgem,sc,bpca,center.mean,0.0
ANOVA,pro_LFQ,MinProb,center.mean,0.0
limma,pro_inten,mice,sum,0.0
limma,pro_LFQ,MLE,quantiles.robust,0.0
msqrob2,pep_LFQ,min,div.mean,0.0
DEP,pro_LFQ,nbavg,div.mean,0.0
limma,pro_inten,min,sum,0.0
ROTS,pro_LFQ,nbavg,quantiles.robust,0.0
ANOVA,pro_LFQ,MLE,No_norm,0.0
msqrob2,pep_inten,zero,vsn,0.0
ANOVA,pro_LFQ,MinProb,center.median,0.0
ANOVA,pro_LFQ,missForest,quantiles,0.0
ttest,pro_LFQ,min,sum,0.0
SAM,pro_LFQ,bpca,center.median,0.0
DEP,pro_inten,No_MVI,max,0.0
ROTS,pro_inten,MLE,quantiles.robust,0.0
plgem,sc,No_MVI,div.median,0.0
SAM,pro_inten,bpca,div.median,0.0
DEqMS,pro_inten,nbavg,div.mean,0.0
ANOVA,pro_inten,mice,No_norm,0.0
siggenes,pro_LFQ,knn,sum,0.0
ANOVA,pro_LFQ,MinDet,No_norm,0.0
limma,pro_inten,knn,div.median,0.0
limma,pro_inten,min,div.median,0.0
ANOVA,pro_inten,MinProb,No_norm,0.0
proDA,pro_inten,nbavg,center.median,0.0
edgeR,sc,No_MVI,No_norm,0.0
siggenes,pro_LFQ,missForest,div.mean,0.0
SAM,pro_LFQ,mice,center.median,0.0
ANOVA,pro_LFQ,MinProb,No_norm,0.0
limma,pro_inten,MLE,quantiles.robust,0.0
DEP,pro_inten,mice,div.mean,0.0
edgeR,sc,No_MVI,quantiles,0.0
SAM,pro_LFQ,mice,quantiles,0.0
limma,pro_inten,missForest,quantiles.robust,0.0
ttest,pro_LFQ,missForest,vsn,0.0
ANOVA,pro_LFQ,bpca,No_norm,0.0
DEP,pro_inten,No_MVI,sum,0.0
ROTS,pro_inten,knn,vsn,0.0
ANOVA,pro_inten,MinDet,No_norm,0.0
msqrob2,pep_inten,min,div.mean,0.0
siggenes,pro_inten,mice,vsn,0.0
plgem,sc,mice,div.mean,0.0
proDA,pro_LFQ,MinDet,max,0.0
ANOVA,pro_inten,MLE,quantiles,0.0
ANOVA,pro_LFQ,knn,No_norm,0.0
ROTS,pro_LFQ,mice,quantiles.robust,0.0
proDA,pro_inten,zero,div.mean,0.0
proDA,pro_inten,No_MVI,quantiles,0.0
SAM,pro_LFQ,bpca,quantiles,0.0
SAM,pro_LFQ,mice,sum,0.0
ANOVA,pro_LFQ,QRILC,center.mean,0.0
ROTS,pro_inten,knn,div.median,0.0
limma,pro_inten,bpca,quantiles.robust,0.0
plgem,sc,missForest,div.mean,0.0
plgem,sc,No_MVI,div.mean,0.0
proDA,pro_inten,MLE,quantiles,0.0
DEqMS,pro_inten,knn,div.mean,0.0
SAM,pro_LFQ,MinProb,sum,0.0
plgem,sc,No_MVI,vsn,0.0
DEP,pro_LFQ,zero,sum,0.0
DEqMS,pro_inten,zero,sum,0.0
limma,pro_LFQ,mice,quantiles.robust,0.0
ANOVA,pro_inten,bpca,quantiles,0.0
DEqMS,pro_inten,zero,max,0.0
SAM,pro_inten,bpca,div.mean,0.0
DEqMS,pro_LFQ,MLE,quantiles.robust,0.0
limma,pro_inten,No_MVI,max,0.0
DEP,pro_inten,bpca,sum,0.0
SAM,pro_LFQ,MinProb,div.mean,0.0
siggenes,pro_inten,MinProb,max,0.0
proDA,pro_inten,QRILC,quantiles,0.0
DEqMS,pro_inten,bpca,sum,0.0
ANOVA,pro_inten,MinProb,center.mean,0.0
ROTS,pro_LFQ,zero,max,0.0
ANOVA,pro_inten,MinProb,center.median,0.0
limma,pro_inten,No_MVI,sum,0.0
DEP,pro_inten,min,div.mean,0.0
msqrob2,pep_LFQ,bpca,sum,0.0
plgem,sc,knn,div.median,0.0
SAM,pro_inten,MinProb,sum,0.0
ANOVA,pro_LFQ,mice,No_norm,0.0
plgem,sc,bpca,div.mean,0.0
siggenes,pro_inten,nbavg,div.mean,0.0
limma,pro_LFQ,nbavg,quantiles.robust,0.0
siggenes,pro_LFQ,bpca,quantiles.robust,0.0
plgem,sc,missForest,div.median,0.0
SAM,pro_LFQ,knn,center.mean,0.0
ANOVA,pro_LFQ,QRILC,center.median,0.0
DEP,pro_LFQ,knn,div.median,0.0
limma,pro_inten,No_MVI,vsn,0.0
DEP,pro_LFQ,knn,div.mean,0.0
DEP,pro_inten,bpca,quantiles.robust,0.0
ROTS,pro_inten,zero,max,0.0
ttest,pro_LFQ,QRILC,vsn,0.0
DEP,pro_inten,min,div.median,0.0
ROTS,pro_inten,nbavg,quantiles.robust,0.0
ROTS,pro_LFQ,MLE,div.median,0.0
DEP,pro_LFQ,mice,div.mean,0.0
ROTS,pro_inten,MinProb,max,0.0
SAM,pro_inten,MLE,sum,0.0
ROTS,pro_inten,mice,quantiles.robust,0.0
ANOVA,pro_inten,MinProb,quantiles,0.0
ANOVA,pro_inten,QRILC,No_norm,0.0
SAM,pro_LFQ,knn,quantiles,0.0
ANOVA,pro_LFQ,MLE,quantiles,0.0
limma,pro_inten,min,div.mean,0.0
DEqMS,pro_inten,bpca,quantiles.robust,0.0
limma,pro_inten,zero,max,0.0
ttest,pro_LFQ,MinProb,sum,0.0
ANOVA,pro_inten,mice,quantiles,0.0
DEP,pro_LFQ,MLE,quantiles.robust,0.0
limma,pro_inten,zero,sum,0.0
limma,pro_inten,knn,div.mean,0.0
DEP,pro_inten,MLE,quantiles.robust,0.0
DEqMS,pro_LFQ,nbavg,quantiles.robust,0.0
ANOVA,pro_LFQ,bpca,quantiles,0.0
plgem,sc,missForest,quantiles,0.0
msqrob2,pep_LFQ,mice,div.mean,0.0
DEqMS,pro_inten,missForest,quantiles.robust,0.0
ANOVA,pro_LFQ,MinDet,center.median,0.0
ANOVA,pro_inten,QRILC,center.median,0.0
beta_binomial,sc,No_MVI,No_norm,0.0
DEqMS,pro_inten,min,div.median,0.0
ANOVA,pro_LFQ,missForest,center.median,0.0
ANOVA,pro_inten,QRILC,center.mean,0.0
ANOVA,pro_LFQ,MinProb,quantiles,0.0
ttest,pro_LFQ,MLE,max,0.0
ANOVA,pro_LFQ,MinDet,center.mean,0.0
ROTS,pro_LFQ,MLE,div.mean,0.0
proDA,pro_LFQ,No_MVI,div.median,0.0
limma,pro_inten,mice,quantiles.robust,0.0
plgem,sc,bpca,quantiles,0.0
beta_binomial,sc,No_MVI,quantiles,0.0
ROTS,pro_LFQ,No_MVI,max,0.0
plgem,sc,missForest,No_norm,0.0
ANOVA,pro_inten,missForest,center.mean,0.0
ANOVA,pro_LFQ,QRILC,No_norm,0.0
plgem,sc,bpca,div.median,0.0
SAM,pro_inten,No_MVI,quantiles,0.0
proDA,pro_LFQ,No_MVI,div.mean,0.0
DEqMS,pro_inten,No_MVI,div.median,0.0
DEP,pro_inten,knn,div.median,0.0
ANOVA,pro_inten,missForest,center.median,0.0
DEqMS,pro_LFQ,mice,quantiles.robust,0.0
SAM,pro_inten,No_MVI,center.median,0.0
ANOVA,pro_inten,QRILC,quantiles,0.0
DEqMS,pro_LFQ,knn,quantiles.robust,0.0
limma,pro_LFQ,knn,quantiles.robust,0.0
plgem,sc,bpca,No_norm,0.0
ANOVA,pro_LFQ,missForest,center.mean,0.0
ANOVA,pro_inten,MinDet,center.mean,0.0
DEP,pro_inten,nbavg,div.mean,0.0
DEP,pro_LFQ,MinProb,quantiles.robust,0.0
siggenes,pro_LFQ,nbavg,div.median,0.0
ANOVA,pro_inten,MLE,center.median,0.0
DEP,pro_LFQ,No_MVI,div.median,0.0
ROTS,pro_inten,knn,div.mean,0.0
ROTS,pro_LFQ,knn,quantiles.robust,0.0
DEqMS,pro_inten,MLE,quantiles.robust,0.0
limma,pro_inten,bpca,sum,0.0
siggenes,pro_inten,bpca,quantiles.robust,0.0
ANOVA,pro_LFQ,mice,quantiles,0.0
siggenes,pro_LFQ,bpca,div.median,0.0
DEP,pro_inten,mice,quantiles.robust,0.0
msqrob2,pep_inten,knn,center.median,0.0
msqrob2,pep_inten,nbavg,div.mean,0.0
DEqMS,pro_LFQ,MinProb,quantiles.robust,0.0
edgeR,sc,QRILC,center.median,0.0
msqrob2,pep_LFQ,mice,div.median,0.0
DEP,pro_LFQ,zero,quantiles.robust,0.0
msqrob2,pep_LFQ,nbavg,sum,0.0
siggenes,pro_inten,MinProb,sum,0.0
siggenes,pro_LFQ,MLE,quantiles.robust,0.0
DEP,pro_LFQ,knn,quantiles.robust,0.0
limma,pro_LFQ,min,quantiles.robust,0.0
ANOVA,pro_inten,bpca,center.median,0.0
ANOVA,pro_inten,MinDet,center.median,0.0
ANOVA,pro_LFQ,QRILC,quantiles,0.0
limma,pro_LFQ,MinDet,quantiles.robust,0.0
ANOVA,pro_LFQ,MLE,center.mean,0.0
DEP,pro_LFQ,zero,div.mean,0.0
SAM,pro_LFQ,missForest,div.mean,0.0
ANOVA,pro_inten,bpca,center.mean,0.0
SAM,pro_inten,No_MVI,center.mean,0.0
DEqMS,pro_inten,min,div.mean,0.0
proDA,pro_inten,min,center.median,0.0
plgem,sc,missForest,max,0.0
siggenes,pro_LFQ,bpca,div.mean,0.0
ttest,pro_LFQ,knn,max,0.0
ANOVA,pro_inten,MLE,center.mean,0.0
ttest,pro_LFQ,QRILC,max,0.0
edgeR,sc,min,center.median,0.0
msqrob2,pep_LFQ,QRILC,sum,0.0
SAM,pro_LFQ,QRILC,sum,0.0
DEP,pro_LFQ,zero,div.median,0.0
proDA,pro_LFQ,bpca,quantiles.robust,0.0
DEqMS,pro_LFQ,min,quantiles.robust,0.0
limma,pro_LFQ,zero,quantiles.robust,0.0
limma,pro_LFQ,MinProb,quantiles.robust,0.0
SAM,pro_inten,MLE,div.median,0.0
ROTS,pro_inten,mice,vsn,0.0
SAM,pro_LFQ,No_MVI,center.mean,0.0
DEqMS,pro_LFQ,MinDet,quantiles.robust,0.0
ANOVA,pro_LFQ,mice,center.mean,0.0
ROTS,pro_LFQ,nbavg,sum,0.0
ANOVA,pro_inten,mice,center.median,0.0
proDA,pro_inten,knn,div.median,0.0
DEqMS,pro_inten,No_MVI,div.mean,0.0
DEqMS,pro_inten,mice,quantiles.robust,0.0
edgeR,sc,nbavg,center.median,0.0
DEqMS,pro_LFQ,zero,quantiles.robust,0.0
SAM,pro_LFQ,knn,sum,0.0
SAM,pro_LFQ,bpca,sum,0.0
SAM,pro_LFQ,knn,vsn,0.0
DEP,pro_inten,MinProb,quantiles.robust,0.0
ttest,pro_LFQ,MLE,sum,0.0
ROTS,pro_LFQ,QRILC,sum,0.0
msqrob2,pep_LFQ,knn,sum,0.0
SAM,pro_LFQ,No_MVI,center.median,0.0
SAM,pro_LFQ,MinProb,div.median,0.0
proDA,pro_inten,zero,quantiles,0.0
ttest,pro_LFQ,MinDet,sum,0.0
SAM,pro_inten,knn,vsn,0.0
SAM,pro_inten,mice,vsn,0.0
edgeR,sc,MinProb,center.median,0.0
SAM,pro_LFQ,bpca,vsn,0.0
ANOVA,pro_LFQ,bpca,center.mean,0.0
limma,pro_inten,nbavg,quantiles.robust,0.0
SAM,pro_inten,MinProb,max,0.0
limma,pro_inten,knn,quantiles.robust,0.0
siggenes,pro_LFQ,nbavg,quantiles.robust,0.0
siggenes,pro_LFQ,nbavg,div.mean,0.0
ANOVA,pro_LFQ,MLE,center.median,0.0
edgeR,sc,QRILC,center.mean,0.0
ROTS,pro_inten,knn,quantiles.robust,0.0
DEP,pro_LFQ,mice,quantiles.robust,0.0
siggenes,pro_LFQ,nbavg,sum,0.0
siggenes,pro_inten,nbavg,sum,0.0
msqrob2,pep_inten,mice,div.mean,0.0
limma,pro_inten,No_MVI,div.median,0.0
siggenes,pro_LFQ,mice,quantiles.robust,0.0
edgeR,sc,QRILC,div.median,0.0
ROTS,pro_inten,MinDet,max,0.0
ANOVA,pro_LFQ,MinDet,quantiles.robust,0.0
ttest,pro_LFQ,MLE,vsn,0.0
proDA,pro_inten,bpca,quantiles.robust,0.0
limma,pro_LFQ,No_MVI,quantiles.robust,0.0
msqrob2,pep_inten,QRILC,sum,0.0
DEqMS,pro_inten,nbavg,quantiles.robust,0.0
ANOVA,pro_inten,mice,center.mean,0.0
DEqMS,pro_inten,knn,quantiles.robust,0.0
SAM,pro_LFQ,No_MVI,quantiles,0.0
ROTS,pro_LFQ,No_MVI,quantiles.robust,0.0
ROTS,pro_LFQ,MinProb,sum,0.0
DEP,pro_inten,zero,quantiles.robust,0.0
DEP,pro_inten,No_MVI,quantiles.robust,0.0
ANOVA,pro_LFQ,bpca,center.median,0.0
siggenes,pro_LFQ,MLE,div.mean,0.0
ANOVA,pro_inten,missForest,quantiles.robust,0.0
DEP,pro_LFQ,QRILC,quantiles.robust,0.0
ANOVA,pro_LFQ,min,quantiles.robust,0.0
ROTS,pro_LFQ,mice,div.median,0.0
edgeR,sc,nbavg,center.mean,0.0
DEqMS,pro_inten,MinProb,quantiles.robust,0.0
ROTS,pro_LFQ,No_MVI,sum,0.0
limma,pro_inten,min,quantiles.robust,0.0
limma,pro_inten,MinDet,quantiles.robust,0.0
SAM,pro_inten,MLE,div.mean,0.0
limma,pro_inten,zero,quantiles.robust,0.0
ANOVA,pro_LFQ,mice,center.median,0.0
DEP,pro_inten,knn,div.mean,0.0
ANOVA,pro_inten,MinDet,quantiles.robust,0.0
edgeR,sc,mice,center.median,0.0
edgeR,sc,min,center.mean,0.0
edgeR,sc,missForest,center.median,0.0
ROTS,pro_inten,mice,div.median,0.0
siggenes,pro_LFQ,No_MVI,max,0.0
edgeR,sc,MLE,center.median,0.0
siggenes,pro_inten,MLE,quantiles.robust,0.0
ANOVA,pro_inten,mice,quantiles.robust,0.0
ANOVA,pro_inten,MLE,quantiles.robust,0.0
proDA,pro_LFQ,MLE,quantiles.robust,0.0
msqrob2,pep_inten,knn,sum,0.0
msqrob2,pep_inten,mice,div.median,0.0
siggenes,pro_LFQ,MLE,div.median,0.0
proDA,pro_inten,knn,div.mean,0.0
ANOVA,pro_LFQ,MinProb,quantiles.robust,0.0
DEqMS,pro_inten,min,quantiles.robust,0.0
DEqMS,pro_inten,zero,quantiles.robust,0.0
ANOVA,pro_inten,min,quantiles.robust,0.0
edgeR,sc,knn,center.median,0.0
edgeR,sc,MinDet,div.median,0.0
siggenes,pro_LFQ,No_MVI,sum,0.0
DEP,pro_inten,zero,sum,0.0
edgeR,sc,min,div.median,0.0
edgeR,sc,MinProb,center.mean,0.0
ttest,pro_LFQ,mice,max,0.0
DEP,pro_inten,knn,quantiles.robust,0.0
edgeR,sc,zero,div.median,0.0
beta_binomial,sc,QRILC,center.median,0.0
proDA,pro_inten,bpca,sum,0.0
ANOVA,pro_inten,MinProb,quantiles.robust,0.0
SAM,pro_inten,missForest,div.mean,0.0
ROTS,pro_LFQ,mice,div.mean,0.0
DEP,pro_LFQ,No_MVI,div.mean,0.0
limma,pro_inten,MinProb,quantiles.robust,0.0
DEqMS,pro_LFQ,No_MVI,quantiles.robust,0.0
plgem,sc,nbavg,div.mean,0.0
proDA,pro_inten,mice,quantiles,0.0
DEqMS,pro_inten,MinDet,quantiles.robust,0.0
edgeR,sc,nbavg,div.median,0.0
limma,pro_inten,No_MVI,div.mean,0.0
siggenes,pro_LFQ,No_MVI,vsn,0.0
edgeR,sc,bpca,center.median,0.0
proDA,pro_inten,MLE,max,0.0
SAM,pro_inten,QRILC,sum,0.0
siggenes,pro_LFQ,zero,max,0.0
msqrob2,pep_LFQ,knn,div.median,0.0
siggenes,pro_inten,nbavg,quantiles.robust,0.0
siggenes,pro_LFQ,bpca,sum,0.0
ANOVA,pro_inten,knn,quantiles.robust,0.0
DEqMS,pro_LFQ,QRILC,quantiles.robust,0.0
beta_binomial,sc,nbavg,center.median,0.0
plgem,sc,knn,max,0.0
siggenes,pro_inten,mice,quantiles.robust,0.0
ROTS,pro_LFQ,missForest,sum,0.0
ttest,pro_LFQ,bpca,quantiles.robust,0.0
siggenes,pro_inten,mice,div.median,0.0
edgeR,sc,zero,center.median,0.0
ttest,pro_LFQ,knn,sum,0.0
ANOVA,pro_LFQ,knn,quantiles.robust,0.0
SAM,pro_inten,missForest,quantiles,0.0
proDA,pro_inten,knn,max,0.0
DEP,pro_LFQ,No_MVI,quantiles.robust,0.0
limma,pro_inten,No_MVI,quantiles.robust,0.0
ttest,pro_inten,MinProb,vsn,0.0
beta_binomial,sc,min,center.median,0.0
ANOVA,pro_LFQ,missForest,quantiles.robust,0.0
ANOVA,pro_LFQ,MLE,quantiles.robust,0.0
ROTS,pro_inten,nbavg,sum,0.0
edgeR,sc,MLE,center.mean,0.0
edgeR,sc,MinProb,div.median,0.0
edgeR,sc,knn,center.mean,0.0
edgeR,sc,missForest,center.mean,0.0
proDA,pro_inten,missForest,quantiles.robust,0.0
beta_binomial,sc,MinProb,center.median,0.0
SAM,pro_LFQ,No_MVI,sum,0.0
limma,pro_LFQ,QRILC,quantiles.robust,0.0
beta_binomial,sc,MinDet,center.median,0.0
ANOVA,pro_LFQ,mice,quantiles.robust,0.0
proDA,pro_inten,knn,quantiles,0.0
msqrob2,pep_LFQ,knn,div.mean,0.0
ROTS,pro_inten,mice,div.mean,0.0
plgem,sc,bpca,quantiles.robust,0.0
DEP,pro_inten,QRILC,quantiles.robust,0.0
siggenes,pro_inten,QRILC,sum,0.0
ttest,pro_LFQ,MLE,quantiles.robust,0.0
beta_binomial,sc,nbavg,center.mean,0.0
ROTS,pro_inten,No_MVI,quantiles.robust,0.0
proDA,pro_inten,MLE,quantiles.robust,0.0
ttest,pro_LFQ,min,div.median,0.0
msqrob2,pep_inten,nbavg,sum,0.0
proDA,pro_LFQ,knn,quantiles.robust,0.0
edgeR,sc,mice,center.mean,0.0
beta_binomial,sc,QRILC,center.mean,0.0
ROTS,pro_inten,No_MVI,vsn,0.0
ANOVA,pro_LFQ,knn,center.mean,0.0
ttest,pro_LFQ,missForest,max,0.0
ROTS,pro_LFQ,MinProb,quantiles.robust,0.0
msqrob2,pep_LFQ,min,max,0.0
edgeR,sc,bpca,center.mean,0.0
edgeR,sc,mice,div.median,0.0
DEP,pro_LFQ,missForest,quantiles.robust,0.0
ttest,pro_LFQ,missForest,quantiles.robust,0.0
ANOVA,pro_LFQ,knn,center.median,0.0
ttest,pro_LFQ,mice,quantiles.robust,0.0
ANOVA,pro_LFQ,bpca,quantiles.robust,0.0
ttest,pro_LFQ,MinProb,max,0.0
plgem,sc,MinProb,sum,0.0
edgeR,sc,missForest,div.median,0.0
beta_binomial,sc,missForest,center.median,0.0
ROTS,pro_LFQ,QRILC,quantiles.robust,0.0
ANOVA,pro_LFQ,No_MVI,No_norm,0.0
ROTS,pro_LFQ,min,quantiles.robust,0.0
edgeR,sc,MLE,div.median,0.0
msqrob2,pep_inten,knn,div.mean,0.0
ROTS,pro_LFQ,MinDet,quantiles.robust,0.0
ttest,pro_LFQ,min,div.mean,0.0
DEqMS,pro_inten,QRILC,quantiles.robust,0.0
msqrob2,pep_inten,knn,div.median,0.0
plgem,sc,missForest,quantiles.robust,0.0
plgem,sc,QRILC,sum,0.0
plgem,sc,bpca,max,0.0
beta_binomial,sc,MLE,center.median,0.0
siggenes,pro_inten,min,div.median,0.0
edgeR,sc,zero,center.mean,0.0
ROTS,pro_LFQ,min,sum,0.0
ttest,pro_LFQ,bpca,max,0.0
DEqMS,pro_inten,No_MVI,quantiles.robust,0.0
edgeR,sc,No_MVI,center.median,0.0
beta_binomial,sc,min,center.mean,0.0
ANOVA,pro_inten,No_MVI,No_norm,0.0
ttest,pro_inten,bpca,quantiles.robust,0.0
beta_binomial,sc,knn,center.median,0.0
ttest,pro_LFQ,MinDet,div.mean,0.0
ROTS,pro_LFQ,MinDet,sum,0.0
siggenes,pro_LFQ,mice,div.mean,0.0
edgeR,sc,knn,div.median,0.0
ttest,pro_LFQ,QRILC,sum,0.0
beta_binomial,sc,MinDet,center.mean,0.0
beta_binomial,sc,bpca,center.median,0.0
beta_binomial,sc,mice,center.median,0.0
siggenes,pro_inten,min,div.mean,0.0
DEP,pro_inten,zero,div.median,0.0
ROTS,pro_LFQ,zero,quantiles.robust,0.0
ttest,pro_inten,MinDet,vsn,0.0
DEP,pro_inten,No_MVI,div.median,0.0
beta_binomial,sc,MinProb,center.mean,0.0
ROTS,pro_inten,MinDet,sum,0.0
ttest,pro_LFQ,knn,quantiles.robust,0.0
ttest,pro_LFQ,MinProb,div.mean,0.0
ANOVA,pro_inten,QRILC,quantiles.robust,0.0
msqrob2,pep_LFQ,MinProb,quantiles.robust,0.0
ANOVA,pro_LFQ,nbavg,quantiles.robust,0.0
DEP,pro_inten,zero,div.mean,0.0
ttest,pro_LFQ,mice,vsn,0.0
ROTS,pro_inten,MinDet,quantiles.robust,0.0
ROTS,pro_inten,No_MVI,max,0.0
ROTS,pro_inten,MinProb,quantiles.robust,0.0
siggenes,pro_LFQ,No_MVI,quantiles.robust,0.0
SAM,pro_LFQ,No_MVI,max,0.0
siggenes,pro_LFQ,min,div.mean,0.0
edgeR,sc,No_MVI,div.median,0.0
ROTS,pro_inten,min,quantiles.robust,0.0
proDA,pro_inten,No_MVI,div.median,0.0
ttest,pro_inten,MLE,quantiles.robust,0.0
ROTS,pro_inten,MinProb,sum,0.0
ROTS,pro_LFQ,MLE,sum,0.0
msqrob2,pep_inten,min,max,0.0
proDA,pro_inten,bpca,max,0.0
SAM,pro_inten,mice,sum,0.0
edgeR,sc,No_MVI,center.mean,0.0
ROTS,pro_inten,zero,quantiles.robust,0.0
ANOVA,pro_inten,knn,center.median,0.0
siggenes,pro_inten,mice,sum,0.0
siggenes,pro_LFQ,min,max,0.0
ANOVA,pro_LFQ,QRILC,quantiles.robust,0.0
beta_binomial,sc,missForest,center.mean,0.0
beta_binomial,sc,QRILC,div.median,0.0
ProteoMM,pep_inten,missForest,quantiles.robust,0.0
beta_binomial,sc,zero,center.median,0.0
ProteoMM,pep_LFQ,missForest,quantiles.robust,0.0
limma,pro_inten,QRILC,quantiles.robust,0.0
msqrob2,pep_LFQ,MinProb,sum,0.0
DEP,pro_inten,No_MVI,div.mean,0.0
ANOVA,pro_inten,zero,No_norm,0.0
siggenes,pro_LFQ,mice,div.median,0.0
plgem,sc,No_MVI,max,0.0
msqrob2,pep_LFQ,MinDet,sum,0.0
proDA,pro_inten,mice,quantiles.robust,0.0
siggenes,pro_inten,mice,div.mean,0.0
proDA,pro_inten,knn,quantiles.robust,0.0
ttest,pro_inten,missForest,quantiles.robust,0.0
ttest,pro_LFQ,MinProb,div.median,0.0
proDA,pro_LFQ,MinProb,quantiles.robust,0.0
beta_binomial,sc,knn,center.mean,0.0
ttest,pro_inten,mice,quantiles.robust,0.0
ttest,pro_LFQ,MinDet,div.median,0.0
beta_binomial,sc,bpca,center.mean,0.0
beta_binomial,sc,MLE,center.mean,0.0
beta_binomial,sc,mice,center.mean,0.0
proDA,pro_inten,MinProb,max,0.0
msqrob2,pep_LFQ,knn,vsn,0.0
ROTS,pro_LFQ,zero,sum,0.0
