ROTS,pro_inten,QRILC,No_norm,123
ROTS,pro_inten,MinProb,quantiles,124
ProteoMM,pep_LFQ,MLE,div.mean,125
proDA,pro_inten,bpca,center.mean,126
limma,pro_inten,MinProb,No_norm,127
DEP,pro_inten,MLE,center.median,128
DEqMS,pro_LFQ,missForest,No_norm,129
ProteoMM,pep_inten,MLE,div.mean,130
DEP,pro_inten,MLE,No_norm,131
ROTS,pro_inten,MinDet,quantiles,132
ProteoMM,pep_LFQ,MLE,div.median,133
ProteoMM,pep_inten,nbavg,max,134
DEP,pro_inten,knn,center.median,135
proDA,pro_inten,MinProb,center.median,136
ProteoMM,pep_inten,MLE,div.median,137
proDA,pro_inten,MLE,center.median,138
DEqMS,pro_inten,bpca,quantiles,139
proDA,pro_inten,MinDet,center.median,140
proDA,pro_inten,MinProb,center.mean,141
proDA,pro_inten,MLE,center.mean,142
limma,pro_inten,MinDet,No_norm,143
ProteoMM,pep_inten,MinDet,center.median,144
ProteoMM,pep_LFQ,MinDet,center.median,145
ProteoMM,pep_LFQ,missForest,div.mean,146
ROTS,pro_inten,bpca,center.median,147
ProteoMM,pep_inten,missForest,div.median,148
proDA,pro_inten,MinDet,center.mean,149
ProteoMM,pep_inten,MinDet,center.mean,150
ProteoMM,pep_LFQ,MinDet,center.mean,151
