"protein","contrast","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"7079","sp|O95302|FKBP9_HUMAN;sp|Q75LS8|FKB9L_HUMAN","conditionB-conditionA",0.145297882004371,0.106520309255861,0.171652237209006,"HUMAN","0","0"
"7080","sp|P31942|HNRH3_HUMAN","conditionB-conditionA",0.145411836463402,0.105200672395961,0.171748502352679,"HUMAN","0","0"
"7081","sp|P08582|TRFM_HUMAN","conditionB-conditionA",0.145420440650403,0.0992537171264948,0.171748502352679,"HUMAN","0","0"
"7082","sp|P35227|PCGF2_HUMAN","conditionB-conditionA",0.146091967269705,0.105259278880221,0.17249665151552,"HUMAN","0","0"
"7083","sp|Q9UBX3|DIC_HUMAN","conditionB-conditionA",0.146095155169727,0.13224014299149,0.17249665151552,"HUMAN","0","0"
"7084","sp|Q99584|S10AD_HUMAN","conditionB-conditionA",0.146119338325738,0.0957963834410158,0.172500850708378,"HUMAN","0","0"
"7085","sp|Q6P1R3|MSD2_HUMAN","conditionB-conditionA",0.146394068796694,0.115268656592282,0.172800790027771,"HUMAN","0","0"
"7086","sp|Q96DE0|NUD16_HUMAN","conditionB-conditionA",0.146529478776699,0.119203829372132,0.172921846507011,"HUMAN","0","0"
"7087","sp|Q96RT7|GCP6_HUMAN","conditionB-conditionA",0.146537979934855,0.114853335908194,0.172921846507011,"HUMAN","0","0"
"7088","sp|Q9Y3D8|KAD6_HUMAN","conditionB-conditionA",0.146699290608519,0.126702585362764,0.173087777561942,"HUMAN","0","0"
"7089","sp|Q9H0V9|LMA2L_HUMAN","conditionB-conditionA",0.146837097738073,0.117085561365513,0.173225934318451,"HUMAN","0","0"
"7090","sp|Q13485|SMAD4_HUMAN","conditionB-conditionA",0.146882439369072,0.104157912408924,0.173254984547751,"HUMAN","0","0"
"7091","sp|Q8WY21|SORC1_HUMAN;sp|Q9UPU3|SORC3_HUMAN","conditionB-conditionA",0.146912543415194,0.108400430744378,0.173266055645363,"HUMAN","0","0"
"7092","sp|O43934|MFS11_HUMAN","conditionB-conditionA",0.147064539636016,0.111325799352563,0.17342086082572,"HUMAN","0","0"
"7093","sp|P06733|ENOA_HUMAN","conditionB-conditionA",0.147097122294521,0.0993807068316325,0.173434827823076,"HUMAN","0","0"
"7094","sp|P40429|RL13A_HUMAN;sp|Q6NVV1|R13P3_HUMAN","conditionB-conditionA",0.147232749446308,0.0975388274717444,0.173570268342187,"HUMAN","0","0"
"7095","sp|Q8N488|RYBP_HUMAN","conditionB-conditionA",0.14725642625181,0.0982557796688702,0.173573712860308,"HUMAN","0","0"
"7096","sp|P30533|AMRP_HUMAN","conditionB-conditionA",0.147593229642371,0.113048598367753,0.173946192150387,"HUMAN","0","0"
"7097","sp|P55786|PSA_HUMAN;sp|A6NEC2|PSAL_HUMAN","conditionB-conditionA",0.147706745138587,0.102994038725708,0.174055447314923,"HUMAN","0","0"
"7098","sp|Q06554|IRC20_YEAST","conditionB-conditionA",0.147872287938099,0.145168582734443,0.174225971263219,"YEAST","1","-1"
"7099","sp|Q9P203|BTBD7_HUMAN","conditionB-conditionA",0.14793905616335,0.127798233596138,0.17428008546191,"HUMAN","0","0"
"7100","sp|Q9C0D2|CE295_HUMAN","conditionB-conditionA",0.14805413593751,0.269828917700652,0.174391089978224,"HUMAN","0","0"
"7101","sp|Q92736|RYR2_HUMAN","conditionB-conditionA",0.148076482922294,0.152983902664959,0.174392849835114,"HUMAN","0","0"
"7102","sp|Q99714|HCD2_HUMAN","conditionB-conditionA",0.148586517101958,0.101931619455906,0.174968887992632,"HUMAN","0","0"
"7103","sp|Q9Y4X4|KLF12_HUMAN","conditionB-conditionA",0.148720444527458,0.125344517860117,0.175101939685081,"HUMAN","0","0"
"7104","sp|P57081|WDR4_HUMAN","conditionB-conditionA",0.148880915650944,0.101379139696736,0.175266201800232,"HUMAN","0","0"
"7105","sp|P61289|PSME3_HUMAN","conditionB-conditionA",0.149114995151245,0.118790933144264,0.175517059035871,"HUMAN","0","0"
"7106","sp|P62879|GBB2_HUMAN;sp|Q9HAV0|GBB4_HUMAN","conditionB-conditionA",0.14930439825044,0.102960831748785,0.175715266333862,"HUMAN","0","0"
"7107","sp|O94868|FCSD2_HUMAN","conditionB-conditionA",0.149549172110867,0.121760388128747,0.175978574132993,"HUMAN","0","0"
"7108","sp|P49720|PSB3_HUMAN","conditionB-conditionA",0.149923492798402,0.10689618020523,0.176394227669251,"HUMAN","0","0"
"7109","sp|Q9Y4L1|HYOU1_HUMAN;sp|Q9BXT5|TEX15_HUMAN","conditionB-conditionA",0.149989253616612,0.110965305092459,0.176446775635916,"HUMAN","0","0"
"7110","sp|P61081|UBC12_HUMAN","conditionB-conditionA",0.150045778216499,0.109456625304074,0.176477173482552,"HUMAN","0","0"
"7111","sp|Q9H869|YYAP1_HUMAN","conditionB-conditionA",0.150057297696332,0.140021473114394,0.176477173482552,"HUMAN","0","0"
"7112","sp|Q13424|SNTA1_HUMAN","conditionB-conditionA",0.150098907749436,0.172725949649655,0.176501288738546,"HUMAN","0","0"
"7113","sp|P41252|SYIC_HUMAN","conditionB-conditionA",0.150456159325794,0.100374634616753,0.1768965078647,"HUMAN","0","0"
"7114","sp|Q96AG4|LRC59_HUMAN","conditionB-conditionA",0.150559214130989,0.099939839306964,0.176992789960284,"HUMAN","0","0"
"7115","sp|Q9Y2Z9|COQ6_HUMAN","conditionB-conditionA",0.151288433862431,0.197103520502942,0.177825041797823,"HUMAN","0","0"
"7116","sp|O95218|ZRAB2_HUMAN","conditionB-conditionA",0.151322393512243,0.0987848054095802,0.177839963033009,"HUMAN","0","0"
"7117","sp|Q04837|SSBP_HUMAN","conditionB-conditionA",0.15175788263306,0.10277624730768,0.178326706823139,"HUMAN","0","0"
"7118","sp|Q9NRC1|ST7_HUMAN","conditionB-conditionA",0.152047996546119,0.119345524430195,0.178642511255296,"HUMAN","0","0"
"7119","sp|Q0P6H9|TMM62_HUMAN","conditionB-conditionA",0.15210063020264,0.141840170974255,0.178654752320009,"HUMAN","0","0"
"7120","sp|P04632|CPNS1_HUMAN;sp|Q96L46|CPNS2_HUMAN","conditionB-conditionA",0.152101140322667,0.122976100680684,0.178654752320009,"HUMAN","0","0"
"7121","sp|Q9BZI7|REN3B_HUMAN","conditionB-conditionA",0.152186094776256,0.114256132837376,0.178712244785349,"HUMAN","0","0"
"7122","sp|Q96QK1|VPS35_HUMAN","conditionB-conditionA",0.152192826421291,0.129440568139048,0.178712244785349,"HUMAN","0","0"
"7123","sp|P0CG08|GPHRB_HUMAN;sp|B7ZAQ6|GPHRA_HUMAN","conditionB-conditionA",0.152289614528727,0.109023253525608,0.178800792686192,"HUMAN","0","0"
"7124","sp|Q6ZSY5|PPR3F_HUMAN","conditionB-conditionA",0.152368589012837,0.0957855266024439,0.178868403974503,"HUMAN","0","0"
"7125","sp|P11233|RALA_HUMAN","conditionB-conditionA",0.152404029127403,0.159096055842226,0.178884897627013,"HUMAN","0","0"
"7126","sp|Q6UXV4|MIC27_HUMAN","conditionB-conditionA",0.152475915001331,0.120173603802076,0.178929913197308,"HUMAN","0","0"
"7127","sp|Q15363|TMED2_HUMAN","conditionB-conditionA",0.152485171751431,0.14612743961563,0.178929913197308,"HUMAN","0","0"
"7128","sp|Q14527|HLTF_HUMAN","conditionB-conditionA",0.152743815739578,0.0991343484940772,0.179196300470132,"HUMAN","0","0"
"7129","sp|Q8IUC4|RHPN2_HUMAN;sp|A8MT19|RHN2P_HUMAN","conditionB-conditionA",0.152755043172495,0.115270105617201,0.179196300470132,"HUMAN","0","0"
"7130","sp|Q15653|IKBB_HUMAN","conditionB-conditionA",0.152833291407822,0.274720303526787,0.1792629475517,"HUMAN","0","0"
"7131","sp|P60174|TPIS_HUMAN","conditionB-conditionA",0.152975178877088,0.105162766712564,0.179404209921341,"HUMAN","0","0"
"7132","sp|Q13445|TMED1_HUMAN","conditionB-conditionA",0.153202935130419,0.116363540048949,0.179646122615773,"HUMAN","0","0"
"7133","sp|O76094|SRP72_HUMAN","conditionB-conditionA",0.153436094962055,0.105191233047989,0.179869262784496,"HUMAN","0","0"
"7134","sp|O43676|NDUB3_HUMAN","conditionB-conditionA",0.153436245450747,0.0943383576905868,0.179869262784496,"HUMAN","0","0"
"7135","sp|Q14244|MAP7_HUMAN","conditionB-conditionA",0.153625296765943,0.112825875788983,0.180065642165884,"HUMAN","0","0"
"7136","sp|Q9P0M6|H2AW_HUMAN","conditionB-conditionA",0.154224862907472,0.096883606572262,0.180730315989585,"HUMAN","0","0"
"7137","sp|Q70UQ0|IKIP_HUMAN","conditionB-conditionA",0.154250232335285,0.101568541707928,0.180730315989585,"HUMAN","0","0"
"7138","sp|Q9Y3B4|SF3B6_HUMAN","conditionB-conditionA",0.154257203818445,0.104841784264327,0.180730315989585,"HUMAN","0","0"
"7139","sp|Q15545|TAF7_HUMAN","conditionB-conditionA",0.154315328260801,0.109949151602396,0.180761249626869,"HUMAN","0","0"
"7140","sp|Q9Y2X7|GIT1_HUMAN","conditionB-conditionA",0.154326835147178,0.111130147923855,0.180761249626869,"HUMAN","0","0"
"7141","sp|Q12979|ABR_HUMAN","conditionB-conditionA",0.154526180612565,0.112652953905598,0.180969394827458,"HUMAN","0","0"
"7142","sp|Q7Z417|NUFP2_HUMAN","conditionB-conditionA",0.154810665549439,0.107715455951301,0.181277176699799,"HUMAN","0","0"
"7143","sp|Q8IY22|CMIP_HUMAN","conditionB-conditionA",0.154942171417097,0.116637967064572,0.181405765023265,"HUMAN","0","0"
"7144","sp|O60925|PFD1_HUMAN","conditionB-conditionA",0.155051107970024,0.101509103642822,0.181507896969948,"HUMAN","0","0"
"7145","sp|P62191|PRS4_HUMAN","conditionB-conditionA",0.155132571742101,0.0983237380779501,0.181577844293798,"HUMAN","0","0"
"7146","sp|O75113|N4BP1_HUMAN","conditionB-conditionA",0.155170505748419,0.103864082896312,0.181596828935633,"HUMAN","0","0"
"7147","sp|Q7Z7C8|TAF8_HUMAN","conditionB-conditionA",0.15520156064088,0.110382746059376,0.181607758729492,"HUMAN","0","0"
"7148","sp|Q14192|FHL2_HUMAN","conditionB-conditionA",0.155309606342836,0.0984593864403137,0.181698873037183,"HUMAN","0","0"
"7149","sp|O43617|TPPC3_HUMAN","conditionB-conditionA",0.155322879749232,0.0947862793816435,0.181698873037183,"HUMAN","0","0"
"7150","sp|P78347|GTF2I_HUMAN;sp|Q86UP8|GTD2A_HUMAN;sp|Q6EKJ0|GTD2B_HUMAN","conditionB-conditionA",0.155354397511383,0.107085332595909,0.181710325368909,"HUMAN","0","0"
"7151","sp|P36542|ATPG_HUMAN","conditionB-conditionA",0.155391292149782,0.111876227161024,0.181728062683348,"HUMAN","0","0"
"7152","sp|Q9UBI6|GBG12_HUMAN","conditionB-conditionA",0.155496544861553,0.112604940809549,0.181825727723318,"HUMAN","0","0"
"7153","sp|Q92621|NU205_HUMAN","conditionB-conditionA",0.155523756724291,0.100397454849422,0.181832123232943,"HUMAN","0","0"
"7154","sp|P38074|HMT1_YEAST","conditionB-conditionA",0.155955160310715,0.159166754516852,0.182311015610639,"YEAST","1","-1"
"7155","sp|P34897|GLYM_HUMAN","conditionB-conditionA",0.156203414473393,0.104592544147473,0.182575703038573,"HUMAN","0","0"
"7156","sp|Q6ZSJ8|CA122_HUMAN","conditionB-conditionA",0.156339745042706,0.158564434839829,0.182709514783699,"HUMAN","0","0"
"7157","sp|Q7Z5U6|WDR53_HUMAN","conditionB-conditionA",0.156384948277276,0.19109346071762,0.182736806265594,"HUMAN","0","0"
"7158","sp|Q9UJV9|DDX41_HUMAN","conditionB-conditionA",0.156866937953947,0.115458122829833,0.183274406553347,"HUMAN","0","0"
"7159","sp|Q8N8R7|AL14E_HUMAN","conditionB-conditionA",0.157004929062115,0.123034581941638,0.183407084054327,"HUMAN","0","0"
"7160","sp|Q14728|MFS10_HUMAN","conditionB-conditionA",0.157047760714838,0.104359015961957,0.183407084054327,"HUMAN","0","0"
"7161","sp|P45880|VDAC2_HUMAN","conditionB-conditionA",0.157060793704586,0.102877723884646,0.183407084054327,"HUMAN","0","0"
"7162","sp|Q96A33|CCD47_HUMAN","conditionB-conditionA",0.157068221451285,0.0968176997008321,0.183407084054327,"HUMAN","0","0"
"7163","sp|Q96FX7|TRM61_HUMAN","conditionB-conditionA",0.157158001267693,0.235220179788765,0.183486299679145,"HUMAN","0","0"
"7164","sp|P31948|STIP1_HUMAN","conditionB-conditionA",0.157436132394104,0.110532521272879,0.183785367840856,"HUMAN","0","0"
"7165","sp|P55058|PLTP_HUMAN","conditionB-conditionA",0.157481720103222,0.120437872999561,0.18381292745614,"HUMAN","0","0"
"7166","sp|O75369|FLNB_HUMAN","conditionB-conditionA",0.157885830250961,0.116126718930678,0.184258888974154,"HUMAN","0","0"
"7167","sp|Q7Z2W4|ZCCHV_HUMAN","conditionB-conditionA",0.158103286060249,0.103955856336351,0.184486923583349,"HUMAN","0","0"
"7168","sp|Q9NYC9|DYH9_HUMAN","conditionB-conditionA",0.158317637500776,0.122459956452085,0.184699528029062,"HUMAN","0","0"
"7169","sp|Q14119|VEZF1_HUMAN","conditionB-conditionA",0.158329656396071,0.120186512307395,0.184699528029062,"HUMAN","0","0"
"7170","sp|Q8N5M1|ATPF2_HUMAN","conditionB-conditionA",0.158488032145119,0.113532518182156,0.184858495513199,"HUMAN","0","0"
"7171","sp|P21291|CSRP1_HUMAN","conditionB-conditionA",0.158518069740313,0.109832284831641,0.18486774748825,"HUMAN","0","0"
"7172","sp|Q9BTZ2|DHRS4_HUMAN;sp|P0CG22|DR4L1_HUMAN;sp|Q6PKH6|DR4L2_HUMAN","conditionB-conditionA",0.158766886085162,0.116729025035192,0.185132106571418,"HUMAN","0","0"
"7173","sp|Q96LW7|CAR19_HUMAN","conditionB-conditionA",0.158949256854199,0.152927174604359,0.185318923054742,"HUMAN","0","0"
"7174","sp|P42338|PK3CB_HUMAN","conditionB-conditionA",0.159049984989438,0.136310335256128,0.185396465298765,"HUMAN","0","0"
"7175","sp|Q9H6S1|AZI2_HUMAN","conditionB-conditionA",0.159064873168347,0.27498081125379,0.185396465298765,"HUMAN","0","0"
"7176","sp|P16383|GCFC2_HUMAN","conditionB-conditionA",0.159082271312201,0.116833194203189,0.185396465298765,"HUMAN","0","0"
"7177","sp|Q96IU4|ABHEB_HUMAN","conditionB-conditionA",0.159608558955732,0.111859923752291,0.185983890002339,"HUMAN","0","0"
"7178","sp|Q9Y230|RUVB2_HUMAN","conditionB-conditionA",0.16006503479129,0.102706758842214,0.186489814148726,"HUMAN","0","0"
"7179","sp|O75306|NDUS2_HUMAN","conditionB-conditionA",0.160137896173558,0.101174050322549,0.186548715099522,"HUMAN","0","0"
"7180","sp|P30085|KCY_HUMAN","conditionB-conditionA",0.160226136182627,0.100857774525832,0.186625512102411,"HUMAN","0","0"
"7181","sp|Q6N022|TEN4_HUMAN;sp|Q9NT68|TEN2_HUMAN","conditionB-conditionA",0.160555973198313,0.0973110540829513,0.186983651839227,"HUMAN","0","0"
"7182","sp|Q16512|PKN1_HUMAN","conditionB-conditionA",0.160763094874818,0.0951583633834279,0.187198797331955,"HUMAN","0","0"
"7183","sp|Q8N6N6|NATD1_HUMAN","conditionB-conditionA",0.160974974346353,0.150092590969078,0.18741942231081,"HUMAN","0","0"
"7184","sp|O75391|SPAG7_HUMAN","conditionB-conditionA",0.161466235149671,0.102905250963612,0.187954891537889,"HUMAN","0","0"
"7185","sp|Q3KNV8|PCGF3_HUMAN","conditionB-conditionA",0.161479839256216,0.0896385927309831,0.187954891537889,"HUMAN","0","0"
"7186","sp|P35613|BASI_HUMAN","conditionB-conditionA",0.161541534828416,0.10038227357174,0.187997136520939,"HUMAN","0","0"
"7187","sp|P00367|DHE3_HUMAN;sp|P49448|DHE4_HUMAN","conditionB-conditionA",0.161561092930287,0.104766891040448,0.187997136520939,"HUMAN","0","0"
"7188","sp|Q7L0J3|SV2A_HUMAN","conditionB-conditionA",0.161610787041912,0.108316006340336,0.188012100891517,"HUMAN","0","0"
"7189","sp|Q9NYS0|KBRS1_HUMAN","conditionB-conditionA",0.161618915856644,0.0982407834581861,0.188012100891517,"HUMAN","0","0"
"7190","sp|Q99615|DNJC7_HUMAN","conditionB-conditionA",0.161691373526244,0.110798729493138,0.188070230431151,"HUMAN","0","0"
"7191","sp|P45983|MK08_HUMAN;sp|P53779|MK10_HUMAN","conditionB-conditionA",0.161775662371578,0.106914143192626,0.18814210324204,"HUMAN","0","0"
"7192","sp|Q13480|GAB1_HUMAN","conditionB-conditionA",0.161800853520094,0.0991035752663063,0.188145236094069,"HUMAN","0","0"
"7193","sp|Q6RI45|BRWD3_HUMAN","conditionB-conditionA",0.161993913399422,0.0975850781082779,0.188343542021322,"HUMAN","0","0"
"7194","sp|O00203|AP3B1_HUMAN","conditionB-conditionA",0.162338165457662,0.104643352248254,0.188717553200227,"HUMAN","0","0"
"7195","sp|P21926|CD9_HUMAN","conditionB-conditionA",0.162369563881939,0.105880749965212,0.188727819700438,"HUMAN","0","0"
"7196","sp|P18440|ARY1_HUMAN","conditionB-conditionA",0.162662676489833,0.127079125850859,0.189042240617631,"HUMAN","0","0"
"7197","sp|Q9Y5B9|SP16H_HUMAN","conditionB-conditionA",0.163009786652041,0.101234431858569,0.189419319962626,"HUMAN","0","0"
"7198","sp|Q7Z5L9|I2BP2_HUMAN","conditionB-conditionA",0.163071952534256,0.115741516156553,0.189465231876074,"HUMAN","0","0"
"7199","sp|P43146|DCC_HUMAN","conditionB-conditionA",0.16321285210731,0.111671686657767,0.189602595106742,"HUMAN","0","0"
"7200","sp|Q96B01|R51A1_HUMAN","conditionB-conditionA",0.163270195621547,0.0987424640456698,0.189642867497639,"HUMAN","0","0"
"7201","sp|Q8TF01|PNISR_HUMAN","conditionB-conditionA",0.163477213695799,0.0998361078319962,0.189856955719757,"HUMAN","0","0"
"7202","sp|P31949|S10AB_HUMAN","conditionB-conditionA",0.163500162727503,0.122789487307947,0.189857242556249,"HUMAN","0","0"
"7203","sp|Q02790|FKBP4_HUMAN","conditionB-conditionA",0.163669754800284,0.106607908691758,0.190027788337467,"HUMAN","0","0"
"7204","sp|Q9Y692|GMEB1_HUMAN","conditionB-conditionA",0.163889754184324,0.113630921885842,0.190256803753956,"HUMAN","0","0"
"7205","sp|P50990|TCPQ_HUMAN","conditionB-conditionA",0.163992918266452,0.103573940916667,0.190325118533657,"HUMAN","0","0"
"7206","sp|P09669|COX6C_HUMAN","conditionB-conditionA",0.163994117440336,0.0960325440993699,0.190325118533657,"HUMAN","0","0"
"7207","sp|Q13895|BYST_HUMAN","conditionB-conditionA",0.164174467976156,0.106243979030659,0.190507988855917,"HUMAN","0","0"
"7208","sp|P09110|THIK_HUMAN","conditionB-conditionA",0.164325673100551,0.1424216427482,0.190656992805203,"HUMAN","0","0"
"7209","sp|P06576|ATPB_HUMAN","conditionB-conditionA",0.164351461894484,0.104588130421043,0.190660462730416,"HUMAN","0","0"
"7210","sp|Q9UHL9|GT2D1_HUMAN","conditionB-conditionA",0.16438792062961,0.123798112194071,0.190676307936952,"HUMAN","0","0"
"7211","sp|P16455|MGMT_HUMAN","conditionB-conditionA",0.164527757105109,0.105023023073536,0.190812041696023,"HUMAN","0","0"
"7212","sp|Q96BD0|SO4A1_HUMAN","conditionB-conditionA",0.164608335510688,0.0961768321255731,0.190879022445352,"HUMAN","0","0"
"7213","sp|Q9Y5J6|T10B_HUMAN","conditionB-conditionA",0.164655458126642,0.12355594862127,0.190907194830599,"HUMAN","0","0"
"7214","sp|P22303|ACES_HUMAN","conditionB-conditionA",0.164792083191696,0.10718830322396,0.191039117234842,"HUMAN","0","0"
"7215","sp|Q9BXS6|NUSAP_HUMAN","conditionB-conditionA",0.164987253376467,0.0971437429516075,0.191238863477116,"HUMAN","0","0"
"7216","sp|Q08170|SRSF4_HUMAN","conditionB-conditionA",0.165072890114144,0.0950116405992161,0.191311610313828,"HUMAN","0","0"
"7217","sp|P23919|KTHY_HUMAN","conditionB-conditionA",0.165126307598131,0.0957120397629309,0.191347001585585,"HUMAN","0","0"
"7218","sp|Q8TDJ6|DMXL2_HUMAN;sp|P02774|VTDB_HUMAN","conditionB-conditionA",0.165331431600092,0.112811480382454,0.191558154955884,"HUMAN","0","0"
"7219","sp|P30153|2AAA_HUMAN","conditionB-conditionA",0.165577527330272,0.124665871986714,0.191816714373607,"HUMAN","0","0"
"7220","sp|O75616|ERAL1_HUMAN","conditionB-conditionA",0.165601077319079,0.117953618253631,0.19181742515505,"HUMAN","0","0"
"7221","sp|Q96GE9|DMAC1_HUMAN","conditionB-conditionA",0.165847904558918,0.0965819751081682,0.192076724252351,"HUMAN","0","0"
"7222","sp|Q9Y3B8|ORN_HUMAN","conditionB-conditionA",0.165930579949596,0.0947054941722234,0.192145865427647,"HUMAN","0","0"
"7223","sp|Q16626|MEA1_HUMAN","conditionB-conditionA",0.165982148335238,0.12261456274263,0.192178970860805,"HUMAN","0","0"
"7224","sp|Q8WUJ3|CEMIP_HUMAN","conditionB-conditionA",0.166130648144161,0.125465962999754,0.192324281620932,"HUMAN","0","0"
"7225","sp|P21796|VDAC1_HUMAN","conditionB-conditionA",0.166399479208354,0.103746534399399,0.192608836625531,"HUMAN","0","0"
"7226","sp|O95167|NDUA3_HUMAN","conditionB-conditionA",0.16681570422002,0.129481858644853,0.193063899030173,"HUMAN","0","0"
"7227","sp|Q9H8W3|F204A_HUMAN","conditionB-conditionA",0.167055264584407,0.0994602178146994,0.193314401234177,"HUMAN","0","0"
"7228","sp|Q8IXV7|KLD8B_HUMAN","conditionB-conditionA",0.167327530260189,-0.121507912016692,0.193590678802572,"HUMAN","0","0"
"7229","sp|Q8N8N7|PTGR2_HUMAN","conditionB-conditionA",0.167340310542126,0.107413255223649,0.193590678802572,"HUMAN","0","0"
"7230","sp|Q13352|CENPR_HUMAN","conditionB-conditionA",0.167409702671919,0.149437068794651,0.193644169217878,"HUMAN","0","0"
"7231","sp|Q712K3|UB2R2_HUMAN","conditionB-conditionA",0.167611560982042,0.100819645467673,0.193850848360229,"HUMAN","0","0"
"7232","sp|Q8NDH2|CC168_HUMAN","conditionB-conditionA",0.168078035154864,-0.10330384247532,0.194363469026566,"HUMAN","0","0"
"7233","sp|O94900|TOX_HUMAN","conditionB-conditionA",0.168226251315857,0.131235135828883,0.194507968996891,"HUMAN","0","0"
"7234","sp|O95861|BPNT1_HUMAN","conditionB-conditionA",0.168261289473866,0.0962831690073079,0.194521587485478,"HUMAN","0","0"
"7235","sp|Q86V21|AACS_HUMAN","conditionB-conditionA",0.168326449473479,0.124812138752324,0.194570020310532,"HUMAN","0","0"
"7236","sp|P07237|PDIA1_HUMAN","conditionB-conditionA",0.168422564830888,0.101937311925321,0.194654216373786,"HUMAN","0","0"
"7237","sp|P84101|SERF2_HUMAN","conditionB-conditionA",0.168516132972174,0.101086804070056,0.194735445633037,"HUMAN","0","0"
"7238","sp|Q9H1E3|NUCKS_HUMAN","conditionB-conditionA",0.168652098537332,0.0935712717004754,0.194865639688824,"HUMAN","0","0"
"7239","sp|P22061|PIMT_HUMAN","conditionB-conditionA",0.169092171357208,0.099490964492704,0.195347123782336,"HUMAN","0","0"
"7240","sp|Q96AY2|EME1_HUMAN","conditionB-conditionA",0.169650316384083,0.0984834481170551,0.195964861314929,"HUMAN","0","0"
"7241","sp|Q04760|LGUL_HUMAN","conditionB-conditionA",0.169703961994082,0.0982122248892004,0.195970552632403,"HUMAN","0","0"
