"value" "metric" "method"
"1" 0.846858674892918 "pAUC0.01" "TOP1"
"2" 0.589853343851982 "pAUC0.01" "TOP1"
"3" 0.694710731300063 "pAUC0.01" "TOP1"
"4" 0.724929308470396 "pAUC0.01" "TOP1"
"5" 0.795518913042464 "pAUC0.01" "TOP1"
"6" 0.843489732786495 "pAUC0.01" "TOP1"
"7" 0.992709601862609 "pAUC0.01" "TOP1"
"8" 0.515508562739398 "pAUC0.01" "TOP1"
"9" 0.76503591921105 "pAUC0.01" "TOP1"
"10" 0.93731321246557 "pAUC0.01" "TOP1"
"11" 0.61680330590186 "pAUC0.01" "TOP1"
"12" 0.74128630676677 "pAUC0.01" "TOP1"
"13" 0.607137135523968 "pAUC0.01" "TOP1"
"14" 0.737457756335582 "pAUC0.01" "TOP1"
"15" 0.871575131004598 "pAUC0.01" "TOP1"
"16" 0.868580395403749 "pAUC0.01" "TOP1"
"17" 0.891165348435532 "pAUC0.01" "TOP1"
"18" 0.604779470688717 "pAUC0.01" "ens_multi-quant"
"19" 0.528697835080789 "pAUC0.01" "ens_multi-quant"
"20" 0.782512883332783 "pAUC0.01" "ens_multi-quant"
"21" 0.694633046752845 "pAUC0.01" "ens_multi-quant"
"22" 0.868315968577023 "pAUC0.01" "ens_multi-quant"
"23" 0.908267350369925 "pAUC0.01" "ens_multi-quant"
"24" 1 "pAUC0.01" "ens_multi-quant"
"25" 0.681888418791017 "pAUC0.01" "ens_multi-quant"
"26" 0.885753064545965 "pAUC0.01" "ens_multi-quant"
"27" 0.992309996453052 "pAUC0.01" "ens_multi-quant"
"28" 0.658355785860657 "pAUC0.01" "ens_multi-quant"
"29" 0.77266892865293 "pAUC0.01" "ens_multi-quant"
"30" 0.627903974053087 "pAUC0.01" "ens_multi-quant"
"31" 0.786726954521787 "pAUC0.01" "ens_multi-quant"
"32" 0.893451712734507 "pAUC0.01" "ens_multi-quant"
"33" 0.867716396553983 "pAUC0.01" "ens_multi-quant"
"34" 0.875277538448858 "pAUC0.01" "ens_multi-quant"
"35" 0.811586068311771 "pAUC0.01" "ens_topk"
"36" 0.640681646866894 "pAUC0.01" "ens_topk"
"37" 0.763401217448261 "pAUC0.01" "ens_topk"
"38" 0.701458832246231 "pAUC0.01" "ens_topk"
"39" 0.865662263655013 "pAUC0.01" "ens_topk"
"40" 0.891256421382679 "pAUC0.01" "ens_topk"
"41" 0.998055893830029 "pAUC0.01" "ens_topk"
"42" 0.699007957721739 "pAUC0.01" "ens_topk"
"43" 0.83129723253213 "pAUC0.01" "ens_topk"
"44" 0.987802063339324 "pAUC0.01" "ens_topk"
"45" 0.612894201951734 "pAUC0.01" "ens_topk"
"46" 0.717122174234265 "pAUC0.01" "ens_topk"
"47" 0.579809168569296 "pAUC0.01" "ens_topk"
"48" 0.788479669058417 "pAUC0.01" "ens_topk"
"49" 0.887575648197145 "pAUC0.01" "ens_topk"
"50" 0.865396830437122 "pAUC0.01" "ens_topk"
"51" 0.873813982778659 "pAUC0.01" "ens_topk"
