"value" "metric" "method"
"1" 0.869868088384587 "pAUC0.01" "TOP1"
"2" 0.739386077039921 "pAUC0.01" "TOP1"
"3" 0.859937133877814 "pAUC0.01" "TOP1"
"4" 0.62377946609517 "pAUC0.01" "TOP1"
"5" 0.566252024220451 "pAUC0.01" "TOP1"
"6" 0.595278225173311 "pAUC0.01" "TOP1"
"7" 0.57709634492874 "pAUC0.01" "TOP1"
"8" 0.70892075460294 "pAUC0.01" "TOP1"
"9" 0.76714591999732 "pAUC0.01" "TOP1"
"10" 0.726156304687755 "pAUC0.01" "TOP1"
"11" 0.58499143114416 "pAUC0.01" "TOP1"
"12" 0.860320388067505 "pAUC0.01" "TOP1"
"13" 0.703799700678505 "pAUC0.01" "TOP1"
"14" 0.930984209519744 "pAUC0.01" "TOP1"
"15" 0.520886503097282 "pAUC0.01" "TOP1"
"16" 0.853235763297387 "pAUC0.01" "TOP1"
"17" 0.950382289331255 "pAUC0.01" "TOP1"
"18" 0.68353443177864 "pAUC0.01" "TOP1"
"19" 0.722216678122745 "pAUC0.01" "TOP1"
"20" 0.741423080521804 "pAUC0.01" "TOP1"
"21" 0.607068683032488 "pAUC0.01" "TOP1"
"22" 0.620946399606459 "pAUC0.01" "TOP1"
"23" 0.885347755462894 "pAUC0.01" "ens_multi-quant"
"24" 0.77669732014561 "pAUC0.01" "ens_multi-quant"
"25" 0.843315504633369 "pAUC0.01" "ens_multi-quant"
"26" 0.675342320259404 "pAUC0.01" "ens_multi-quant"
"27" 0.605764085344688 "pAUC0.01" "ens_multi-quant"
"28" 0.64985537468931 "pAUC0.01" "ens_multi-quant"
"29" 0.58751984396851 "pAUC0.01" "ens_multi-quant"
"30" 0.780036093598029 "pAUC0.01" "ens_multi-quant"
"31" 0.833486347044847 "pAUC0.01" "ens_multi-quant"
"32" 0.784159915339821 "pAUC0.01" "ens_multi-quant"
"33" 0.636459029250298 "pAUC0.01" "ens_multi-quant"
"34" 0.841548784384349 "pAUC0.01" "ens_multi-quant"
"35" 0.908918920124014 "pAUC0.01" "ens_multi-quant"
"36" 0.94754221477902 "pAUC0.01" "ens_multi-quant"
"37" 0.639480740170394 "pAUC0.01" "ens_multi-quant"
"38" 0.868528540026372 "pAUC0.01" "ens_multi-quant"
"39" 0.937977861664069 "pAUC0.01" "ens_multi-quant"
"40" 0.731714468336216 "pAUC0.01" "ens_multi-quant"
"41" 0.749124779934529 "pAUC0.01" "ens_multi-quant"
"42" 0.777436987480547 "pAUC0.01" "ens_multi-quant"
"43" 0.644832613977663 "pAUC0.01" "ens_multi-quant"
"44" 0.72302538309105 "pAUC0.01" "ens_multi-quant"
"45" 0.842666608223501 "pAUC0.01" "ens_topk"
"46" 0.693573768086574 "pAUC0.01" "ens_topk"
"47" 0.763283809631859 "pAUC0.01" "ens_topk"
"48" 0.613136822329577 "pAUC0.01" "ens_topk"
"49" 0.586221347357542 "pAUC0.01" "ens_topk"
"50" 0.63473346983638 "pAUC0.01" "ens_topk"
"51" 0.582527671275176 "pAUC0.01" "ens_topk"
"52" 0.763149220875903 "pAUC0.01" "ens_topk"
"53" 0.81282342836475 "pAUC0.01" "ens_topk"
"54" 0.763134344824583 "pAUC0.01" "ens_topk"
"55" 0.588168443372934 "pAUC0.01" "ens_topk"
"56" 0.877421791036105 "pAUC0.01" "ens_topk"
"57" 0.583350696743749 "pAUC0.01" "ens_topk"
"58" 0.928875293274931 "pAUC0.01" "ens_topk"
"59" 0.75749902668654 "pAUC0.01" "ens_topk"
"60" 0.855754472449491 "pAUC0.01" "ens_topk"
"61" 0.929751224604126 "pAUC0.01" "ens_topk"
"62" 0.655729363987417 "pAUC0.01" "ens_topk"
"63" 0.728375497044247 "pAUC0.01" "ens_topk"
"64" 0.756673203946401 "pAUC0.01" "ens_topk"
"65" 0.646285195604018 "pAUC0.01" "ens_topk"
"66" 0.641594066263529 "pAUC0.01" "ens_topk"
