"idx" "metrics" "performance" "type"
364 "pAUC(0.01)" 0.690371672727273 "mean"
365 "pAUC(0.01)" 0.654569795454545 "mean"
366 "pAUC(0.01)" 0.652657409090909 "mean"
367 "pAUC(0.01)" 0.705357668181818 "mean"
368 "pAUC(0.01)" 0.643686459090909 "mean"
369 "pAUC(0.01)" 0.731018768181818 "mean"
370 "pAUC(0.01)" 0.718460268181818 "mean"
371 "pAUC(0.01)" 0.654556713636364 "mean"
372 "pAUC(0.01)" 0.655369227272727 "mean"
373 "pAUC(0.01)" 0.691804345454545 "mean"
374 "pAUC(0.01)" 0.621820831818182 "mean"
375 "pAUC(0.01)" 0.655895359090909 "mean"
376 "pAUC(0.01)" 0.670233813636364 "mean"
377 "pAUC(0.01)" 0.708577227272727 "mean"
378 "pAUC(0.01)" 0.65960685 "mean"
379 "pAUC(0.01)" 0.66274505 "mean"
380 "pAUC(0.01)" 0.680604345454545 "mean"
381 "pAUC(0.01)" 0.679473586363636 "mean"
382 "pAUC(0.01)" 0.662549218181818 "mean"
383 "pAUC(0.01)" 0.718025359090909 "mean"
384 "pAUC(0.01)" 0.682990968181818 "mean"
385 "pAUC(0.01)" 0.665603127272727 "mean"
386 "pAUC(0.01)" 0.679578836363636 "mean"
387 "pAUC(0.01)" 0.6504103 "mean"
388 "pAUC(0.01)" 0.718918940909091 "mean"
389 "pAUC(0.01)" 0.6657017 "mean"
390 "pAUC(0.01)" 0.674652018181818 "mean"
391 "pAUC(0.01)" 0.649814372727273 "mean"
392 "pAUC(0.01)" 0.717193163636364 "mean"
393 "pAUC(0.01)" 0.637101240909091 "mean"
394 "pAUC(0.01)" 0.650338840909091 "mean"
395 "pAUC(0.01)" 0.665401354545455 "mean"
396 "pAUC(0.01)" 0.679106477272727 "mean"
397 "pAUC(0.01)" 0.729461909090909 "mean"
398 "pAUC(0.01)" 0.663449318181818 "mean"
399 "pAUC(0.01)" 0.6616232 "mean"
400 "pAUC(0.01)" 0.708540836363636 "mean"
401 "pAUC(0.01)" 0.648845222727273 "mean"
402 "pAUC(0.01)" 0.665999109090909 "mean"
403 "pAUC(0.01)" 0.698405786363636 "mean"
404 "pAUC(0.01)" 0.688851754545455 "mean"
405 "pAUC(0.01)" 0.662793895454545 "mean"
406 "pAUC(0.01)" 0.660209963636364 "mean"
407 "pAUC(0.01)" 0.678777522727273 "mean"
408 "pAUC(0.01)" 0.658581140909091 "mean"
409 "pAUC(0.01)" 0.691289781818182 "mean"
410 "pAUC(0.01)" 0.645562609090909 "mean"
411 "pAUC(0.01)" 0.644377568181818 "mean"
412 "pAUC(0.01)" 0.647068968181818 "mean"
413 "pAUC(0.01)" 0.686936931818182 "mean"
414 "pAUC(0.01)" 0.655052477272727 "mean"
415 "pAUC(0.01)" 0.710612863636364 "mean"
416 "pAUC(0.01)" 0.673432895454545 "mean"
417 "pAUC(0.01)" 0.713182140909091 "mean"
418 "pAUC(0.01)" 0.698707427272727 "mean"
419 "pAUC(0.01)" 0.664122245454545 "mean"
420 "pAUC(0.01)" 0.700065018181818 "mean"
421 "pAUC(0.01)" 0.703339704545455 "mean"
422 "pAUC(0.01)" 0.637473663636364 "mean"
423 "pAUC(0.01)" 0.6546411 "mean"
424 "pAUC(0.01)" 0.677178409090909 "mean"
425 "pAUC(0.01)" 0.668084063636364 "mean"
426 "pAUC(0.01)" 0.650941859090909 "mean"
427 "pAUC(0.01)" 0.655542386363636 "mean"
428 "pAUC(0.01)" 0.718128381818182 "mean"
429 "pAUC(0.01)" 0.664642386363636 "mean"
430 "pAUC(0.01)" 0.657494445454545 "mean"
431 "pAUC(0.01)" 0.6936928 "mean"
432 "pAUC(0.01)" 0.626682909090909 "mean"
433 "pAUC(0.01)" 0.63796665 "mean"
434 "pAUC(0.01)" 0.652735059090909 "mean"
435 "pAUC(0.01)" 0.684291609090909 "mean"
436 "pAUC(0.01)" 0.620946981818182 "mean"
437 "pAUC(0.01)" 0.700647513636364 "mean"
438 "pAUC(0.01)" 0.657783759090909 "mean"
439 "pAUC(0.01)" 0.673580986363636 "mean"
440 "pAUC(0.01)" 0.652810909090909 "mean"
441 "pAUC(0.01)" 0.662388759090909 "mean"
442 "pAUC(0.01)" 0.689687477272727 "mean"
443 "pAUC(0.01)" 0.700671577272727 "mean"
444 "pAUC(0.01)" 0.650268168181818 "mean"
445 "pAUC(0.01)" 0.6466097 "mean"
446 "pAUC(0.01)" 0.623104563636364 "mean"
447 "pAUC(0.01)" 0.701574277272727 "mean"
448 "pAUC(0.01)" 0.699527654545455 "mean"
449 "pAUC(0.01)" 0.660529386363636 "mean"
450 "pAUC(0.01)" 0.648222318181818 "mean"
451 "pAUC(0.01)" 0.635420563636364 "mean"
452 "pAUC(0.01)" 0.612387927272727 "mean"
453 "pAUC(0.01)" 0.660396804545455 "mean"
454 "pAUC(0.01)" 0.653024559090909 "mean"
455 "pAUC(0.01)" 0.647192672727273 "mean"
456 "pAUC(0.01)" 0.714669809090909 "mean"
457 "pAUC(0.01)" 0.640636390909091 "mean"
458 "pAUC(0.01)" 0.65512605 "mean"
459 "pAUC(0.01)" 0.616044963636364 "mean"
460 "pAUC(0.01)" 0.699192163636364 "mean"
461 "pAUC(0.01)" 0.664669272727273 "mean"
462 "pAUC(0.01)" 0.695682418181818 "mean"
463 "pAUC(0.01)" 0.685425122727273 "mean"
464 "pAUC(0.01)" 0.702558768181818 "mean"
465 "pAUC(0.01)" 0.657111427272727 "mean"
466 "pAUC(0.01)" 0.690048068181818 "mean"
467 "pAUC(0.01)" 0.719233840909091 "mean"
468 "pAUC(0.01)" 0.683894954545455 "mean"
469 "pAUC(0.01)" 0.715054604545455 "mean"
470 "pAUC(0.01)" 0.708863031818182 "mean"
471 "pAUC(0.01)" 0.652810331818182 "mean"
472 "pAUC(0.01)" 0.671196163636364 "mean"
473 "pAUC(0.01)" 0.70839035 "mean"
474 "pAUC(0.01)" 0.657129713636364 "mean"
475 "pAUC(0.01)" 0.693217959090909 "mean"
476 "pAUC(0.01)" 0.650791245454545 "mean"
477 "pAUC(0.01)" 0.712722395454545 "mean"
478 "pAUC(0.01)" 0.662449654545455 "mean"
479 "pAUC(0.01)" 0.662105804545455 "mean"
480 "pAUC(0.01)" 0.6486113 "mean"
481 "pAUC(0.01)" 0.646426477272727 "mean"
482 "pAUC(0.01)" 0.655324463636364 "mean"
483 "pAUC(0.01)" 0.636047113636364 "mean"
484 "pAUC(0.01)" 0.613301368181818 "mean"
485 "pAUC(0.01)" 0.680351604545455 "mean"
486 "pAUC(0.01)" 0.652835540909091 "mean"
487 "pAUC(0.01)" 0.713311745454545 "mean"
488 "pAUC(0.01)" 0.634346413636364 "mean"
489 "pAUC(0.01)" 0.68413355 "mean"
490 "pAUC(0.01)" 0.658517695454545 "mean"
491 "pAUC(0.01)" 0.664025586363636 "mean"
492 "pAUC(0.01)" 0.659226654545455 "mean"
493 "pAUC(0.01)" 0.645067954545455 "mean"
494 "pAUC(0.01)" 0.651083759090909 "mean"
495 "pAUC(0.01)" 0.696079627272727 "mean"
496 "pAUC(0.01)" 0.652615031818182 "mean"
497 "pAUC(0.01)" 0.6783009 "mean"
498 "pAUC(0.01)" 0.649510581818182 "mean"
499 "pAUC(0.01)" 0.663108086363636 "mean"
500 "pAUC(0.01)" 0.644253968181818 "mean"
501 "pAUC(0.01)" 0.662896686363636 "mean"
502 "pAUC(0.01)" 0.686476954545455 "mean"
503 "pAUC(0.01)" 0.661790336363636 "mean"
504 "pAUC(0.01)" 0.639273713636364 "mean"
505 "pAUC(0.01)" 0.626141418181818 "mean"
506 "pAUC(0.01)" 0.647582790909091 "mean"
507 "pAUC(0.01)" 0.691788686363636 "mean"
508 "pAUC(0.01)" 0.654598663636364 "mean"
509 "pAUC(0.01)" 0.678048781818182 "mean"
510 "pAUC(0.01)" 0.635112722727273 "mean"
511 "pAUC(0.01)" 0.694916463636364 "mean"
512 "pAUC(0.01)" 0.628904004545455 "mean"
513 "pAUC(0.01)" 0.71461955 "mean"
514 "pAUC(0.01)" 0.70320875 "mean"
515 "pAUC(0.01)" 0.662690927272727 "mean"
516 "pAUC(0.01)" 0.648635622727273 "mean"
517 "pAUC(0.01)" 0.658605804545455 "mean"
518 "pAUC(0.01)" 0.649258936363636 "mean"
519 "pAUC(0.01)" 0.620904795454545 "mean"
