"value" "metric" "method"
"1" 0.615240965834041 "G-mean0.05" "TOP1"
"2" 0.957513374072342 "G-mean0.05" "TOP1"
"3" 0.67412832778532 "G-mean0.05" "TOP1"
"4" 0.941984308301414 "G-mean0.05" "TOP1"
"5" 0.968636819694534 "G-mean0.05" "TOP1"
"6" 0.666595953755282 "G-mean0.05" "TOP1"
"7" 0.938045234131902 "G-mean0.05" "TOP1"
"8" 0.960022271300588 "G-mean0.05" "TOP1"
"9" 0.949873384746077 "G-mean0.05" "TOP1"
"10" 0.960209822723284 "G-mean0.05" "TOP1"
"11" 0.952787399314834 "G-mean0.05" "TOP1"
"12" 0.954702208115744 "G-mean0.05" "TOP1"
"13" 0.908240731692638 "G-mean0.05" "TOP1"
"14" 0.888451858619057 "G-mean0.05" "TOP1"
"15" 0 "G-mean0.05" "TOP1"
"16" 0.62056355448469 "G-mean0.05" "ens_topk"
"17" 0.958062940388756 "G-mean0.05" "ens_topk"
"18" 0.674598452107913 "G-mean0.05" "ens_topk"
"19" 0.942158947214231 "G-mean0.05" "ens_topk"
"20" 0.969780449580838 "G-mean0.05" "ens_topk"
"21" 0.667789475566059 "G-mean0.05" "ens_topk"
"22" 0.938334352719175 "G-mean0.05" "ens_topk"
"23" 0.960022271300588 "G-mean0.05" "ens_topk"
"24" 0.950158589191701 "G-mean0.05" "ens_topk"
"25" 0.959748072361058 "G-mean0.05" "ens_topk"
"26" 0.953355671033922 "G-mean0.05" "ens_topk"
"27" 0.954555383402828 "G-mean0.05" "ens_topk"
"28" 0.908240731692638 "G-mean0.05" "ens_topk"
"29" 0.888451858619057 "G-mean0.05" "ens_topk"
"30" 0.389711620106529 "G-mean0.05" "ens_topk"
