DEA,expression_type,MVI,Normalization,label
limma,LFQ,nbavg,div.mean,3.0
DEP,dlfq,MinDet,quantiles.robust,3.0
DEP,LFQ,MLE,max,3.0
limma,LFQ,missForest,div.median,3.0
proDA,top1,MinDet,center.mean,3.0
ttest,LFQ,SeqKNN,Rlr,3.0
ROTS,top1,nbavg,center.mean,3.0
ROTS,top1,bpca,center.mean,3.0
SAM,dlfq,knn,lossf,3.0
DEP,LFQ,nbavg,div.mean,3.0
ROTS,top3,zero,center.mean,3.0
ttest,dlfq,zero,Rlr,3.0
DEP,dlfq,missForest,vsn,3.0
DEP,LFQ,MLE,sum,3.0
SAM,dlfq,zero,div.mean,3.0
SAM,LFQ,mice,lossf,3.0
proDA,top1,MinDet,center.median,3.0
ROTS,LFQ,Impseq,max,3.0
ROTS,top3,mice,TIC,3.0
limma,dlfq,bpca,MBQN,3.0
DEP,top1,MinDet,center.mean,3.0
SAM,LFQ,missForest,lossf,3.0
proDA,top1,MinProb,quantiles,3.0
ttest,dlfq,MLE,center.mean,3.0
ROTS,LFQ,missForest,max,3.0
ttest,LFQ,knn,Rlr,3.0
ttest,top3,MinProb,No_norm,3.0
ROTS,LFQ,nbavg,vsn,3.0
SAM,dlfq,mice,sum,3.0
ROTS,LFQ,bpca,max,3.0
DEP,LFQ,Impseqrob,vsn,3.0
proDA,top3,knn,quantiles,3.0
ROTS,top3,QRILC,quantiles.robust,3.0
ROTS,dlfq,MinDet,div.median,3.0
DEP,top1,MinDet,center.median,3.0
SAM,dlfq,min,sum,3.0
ROTS,dlfq,min,vsn,3.0
DEP,dlfq,QRILC,quantiles.robust,3.0
ttest,LFQ,mice,lossf,3.0
ROTS,LFQ,SeqKNN,max,3.0
proDA,dlfq,No_MVI,TIC,3.0
SAM,LFQ,MinDet,center.median,3.0
ROTS,LFQ,nbavg,max,3.0
limma,LFQ,min,div.mean,3.0
ROTS,LFQ,missForest,sum,3.0
limma,top3,zero,max,3.0
SAM,dlfq,MinProb,sum,3.0
limma,dlfq,No_MVI,div.median,3.0
ROTS,top3,QRILC,TIC,3.0
limma,dlfq,SeqKNN,MBQN,3.0
DEP,top3,MinProb,quantiles.robust,3.0
limma,dlfq,MinDet,quantiles.robust,3.0
DEP,dlfq,knn,div.mean,3.0
ROTS,top3,min,quantiles.robust,3.0
ROTS,top3,MinProb,quantiles.robust,3.0
limma,top1,SeqKNN,quantiles,3.0
SAM,dlfq,min,max,3.0
limma,top3,knn,Rlr,3.0
SAM,dlfq,MLE,quantiles,3.0
limma,top3,nbavg,MBQN,3.0
DEP,LFQ,min,div.mean,3.0
SAM,dlfq,MinDet,max,3.0
limma,dlfq,mice,div.median,3.0
ROTS,top1,nbavg,MBQN,3.0
ROTS,top1,MinDet,center.median,3.0
ROTS,dlfq,knn,quantiles.robust,3.0
limma,top3,knn,lossf,3.0
proDA,LFQ,MLE,TIC,3.0
ttest,dlfq,MLE,quantiles,3.0
SAM,LFQ,bpca,sum,3.0
ROTS,dlfq,Impseq,MBQN,3.0
ROTS,LFQ,MinProb,max,3.0
DEP,top3,missForest,lossf,3.0
SAM,dlfq,MinProb,max,3.0
ttest,dlfq,MLE,lossf,3.0
ROTS,top1,bpca,center.median,3.0
SAM,dlfq,QRILC,max,3.0
SAM,LFQ,min,quantiles,3.0
DEP,dlfq,bpca,vsn,3.0
limma,top1,zero,quantiles,3.0
proDA,top3,knn,center.mean,3.0
proDA,LFQ,nbavg,div.mean,3.0
limma,LFQ,knn,MBQN,3.0
limma,dlfq,Impseq,MBQN,3.0
ttest,dlfq,MLE,Rlr,3.0
limma,dlfq,knn,MBQN,3.0
DEP,top1,nbavg,Rlr,3.0
SAM,LFQ,knn,lossf,3.0
SAM,LFQ,nbavg,center.median,3.0
ROTS,dlfq,missForest,max,3.0
SAM,dlfq,zero,sum,3.0
DEP,dlfq,Impseqrob,vsn,3.0
proDA,dlfq,mice,TIC,3.0
proDA,LFQ,QRILC,MBQN,3.0
ROTS,top1,Impseq,Rlr,3.0
SAM,dlfq,MinDet,sum,3.0
ttest,LFQ,nbavg,quantiles,3.0
DEP,dlfq,Impseq,vsn,3.0
ROTS,LFQ,min,max,3.0
SAM,dlfq,bpca,sum,3.0
limma,dlfq,knn,vsn,3.0
DEP,dlfq,nbavg,MBQN,3.0
ROTS,top1,Impseq,lossf,3.0
ROTS,LFQ,QRILC,max,3.0
DEP,dlfq,SeqKNN,vsn,3.0
limma,top1,SeqKNN,center.mean,3.0
ROTS,dlfq,knn,max,3.0
proDA,top3,knn,center.median,3.0
limma,top3,Impseq,max,3.0
limma,LFQ,bpca,div.mean,3.0
SAM,dlfq,knn,sum,3.0
limma,top3,MinProb,quantiles.robust,3.0
DEP,LFQ,QRILC,MBQN,3.0
ROTS,LFQ,mice,max,3.0
ROTS,top3,MinProb,TIC,3.0
DEP,LFQ,Impseq,div.median,3.0
DEP,top3,SeqKNN,Rlr,3.0
ROTS,dlfq,zero,MBQN,3.0
DEP,top1,nbavg,lossf,3.0
DEP,top3,SeqKNN,lossf,3.0
DEP,top3,No_MVI,No_norm,3.0
ttest,dlfq,bpca,sum,3.0
limma,top1,SeqKNN,center.median,3.0
SAM,LFQ,MinDet,center.mean,3.0
ROTS,dlfq,min,max,3.0
SAM,LFQ,Impseqrob,Rlr,3.0
DEP,dlfq,No_MVI,div.mean,3.0
SAM,LFQ,MinProb,vsn,3.0
SAM,dlfq,missForest,max,3.0
ROTS,top3,zero,center.median,3.0
proDA,top1,MinProb,center.mean,3.0
SAM,dlfq,bpca,max,3.0
ROTS,dlfq,MLE,div.mean,3.0
proDA,top1,MinProb,center.median,3.0
ROTS,dlfq,bpca,max,3.0
ROTS,dlfq,SeqKNN,max,3.0
DEP,top3,missForest,Rlr,3.0
ROTS,dlfq,QRILC,max,3.0
ROTS,LFQ,SeqKNN,MBQN,3.0
SAM,dlfq,Impseq,max,3.0
DEP,top1,MinProb,quantiles,3.0
DEP,dlfq,Impseqrob,MBQN,3.0
proDA,top1,bpca,Rlr,3.0
SAM,top3,bpca,No_norm,3.0
DEP,dlfq,missForest,MBQN,3.0
ROTS,top3,Impseqrob,center.median,3.0
SAM,dlfq,nbavg,div.median,3.0
SAM,LFQ,SeqKNN,Rlr,3.0
DEP,top3,nbavg,TIC,3.0
DEP,LFQ,SeqKNN,MBQN,3.0
proDA,top1,bpca,lossf,3.0
SAM,dlfq,nbavg,max,3.0
DEP,top1,min,quantiles,3.0
ROTS,top3,missForest,TIC,3.0
proDA,top3,No_MVI,No_norm,3.0
proDA,dlfq,missForest,MBQN,3.0
ROTS,LFQ,Impseqrob,max,3.0
ttest,dlfq,MinDet,sum,3.0
SAM,dlfq,nbavg,div.mean,3.0
proDA,dlfq,Impseqrob,MBQN,3.0
limma,dlfq,QRILC,div.mean,3.0
DEP,top1,min,No_norm,3.0
proDA,dlfq,nbavg,MBQN,3.0
ttest,LFQ,mice,Rlr,3.0
SAM,LFQ,MinDet,quantiles,3.0
SAM,dlfq,MinDet,MBQN,3.0
SAM,dlfq,MLE,center.mean,3.0
SAM,dlfq,knn,max,3.0
SAM,LFQ,QRILC,vsn,3.0
ROTS,dlfq,Impseq,max,3.0
SAM,LFQ,missForest,Rlr,3.0
SAM,LFQ,nbavg,quantiles,3.0
DEP,dlfq,QRILC,vsn,3.0
limma,LFQ,MLE,TIC,3.0
SAM,LFQ,MinProb,center.median,3.0
limma,dlfq,QRILC,quantiles.robust,3.0
limma,LFQ,SeqKNN,div.median,3.0
ttest,dlfq,min,max,3.0
limma,top3,MinDet,TIC,3.0
ROTS,top1,MinProb,quantiles,3.0
SAM,LFQ,SeqKNN,sum,3.0
limma,LFQ,missForest,MBQN,3.0
ttest,LFQ,zero,lossf,3.0
ROTS,dlfq,MinDet,div.mean,3.0
SAM,LFQ,bpca,vsn,3.0
limma,LFQ,mice,vsn,3.0
DEP,dlfq,mice,div.mean,3.0
limma,LFQ,MinDet,div.median,3.0
limma,LFQ,Impseq,MBQN,3.0
ttest,dlfq,mice,sum,3.0
limma,top3,nbavg,TIC,3.0
ROTS,dlfq,MLE,div.median,3.0
ROTS,dlfq,MinProb,div.mean,3.0
ttest,LFQ,QRILC,center.median,3.0
ttest,dlfq,min,sum,3.0
SAM,dlfq,No_MVI,lossf,3.0
ttest,dlfq,MinProb,sum,3.0
limma,top3,MinDet,quantiles.robust,3.0
SAM,LFQ,mice,Rlr,3.0
limma,dlfq,No_MVI,vsn,3.0
SAM,dlfq,SeqKNN,max,3.0
limma,LFQ,Impseqrob,div.median,3.0
ttest,top3,Impseq,quantiles,3.0
DEP,LFQ,MinDet,vsn,3.0
ROTS,LFQ,mice,div.median,3.0
MSstats,all,FALSE,equalizeMedians,3.0
limma,dlfq,mice,vsn,3.0
limma,top3,nbavg,max,3.0
SAM,dlfq,No_MVI,Rlr,3.0
ROTS,LFQ,knn,max,3.0
ROTS,dlfq,SeqKNN,sum,3.0
limma,LFQ,knn,vsn,3.0
DEP,top3,MinDet,quantiles.robust,3.0
DEP,top1,missForest,No_norm,3.0
limma,LFQ,missForest,div.mean,3.0
ROTS,top1,QRILC,quantiles,3.0
SAM,dlfq,mice,lossf,3.0
limma,top3,Impseqrob,center.mean,3.0
proDA,top3,missForest,lossf,3.0
DEP,dlfq,knn,MBQN,3.0
DEP,dlfq,SeqKNN,MBQN,3.0
limma,top1,MinDet,Rlr,3.0
limma,LFQ,bpca,MBQN,3.0
ROTS,dlfq,Impseq,div.mean,3.0
proDA,dlfq,bpca,MBQN,3.0
DEP,dlfq,bpca,MBQN,3.0
SAM,dlfq,min,div.mean,3.0
ttest,dlfq,zero,center.median,3.0
limma,top3,min,MBQN,3.0
ttest,dlfq,QRILC,sum,3.0
ROTS,top1,MinProb,center.median,3.0
ROTS,top3,Impseqrob,Rlr,3.0
SAM,LFQ,knn,Rlr,3.0
ttest,LFQ,No_MVI,lossf,3.0
ROTS,dlfq,MinDet,max,3.0
ROTS,top1,min,quantiles,3.0
ROTS,top3,min,TIC,3.0
proDA,top3,Impseqrob,No_norm,3.0
ttest,top3,nbavg,No_norm,3.0
ttest,dlfq,min,vsn,3.0
DEP,top1,MinProb,center.mean,3.0
ROTS,top1,MinProb,center.mean,3.0
DEP,top1,min,center.median,3.0
ROTS,dlfq,bpca,div.mean,3.0
DEP,top3,knn,Rlr,3.0
ROTS,top1,bpca,Rlr,3.0
SAM,LFQ,MLE,max,3.0
ROTS,dlfq,mice,max,3.0
limma,top3,MinDet,MBQN,3.0
ROTS,dlfq,Impseqrob,max,3.0
DEP,top3,knn,lossf,3.0
ROTS,top3,nbavg,max,3.0
DEP,LFQ,Impseq,div.mean,3.0
limma,top1,QRILC,quantiles,3.0
DEP,dlfq,knn,div.median,3.0
DEP,LFQ,No_MVI,quantiles.robust,3.0
ROTS,LFQ,Impseq,div.mean,3.0
ROTS,dlfq,MinProb,max,3.0
proDA,top3,missForest,Rlr,3.0
proDA,dlfq,SeqKNN,MBQN,3.0
ttest,dlfq,QRILC,max,3.0
DEP,top1,MinProb,center.median,3.0
proDA,top1,SeqKNN,No_norm,3.0
SAM,dlfq,mice,max,3.0
ROTS,top3,MinDet,quantiles.robust,3.0
SAM,LFQ,nbavg,sum,3.0
DEP,dlfq,Impseq,MBQN,3.0
DEP,top3,nbavg,max,3.0
DEP,dlfq,min,quantiles.robust,3.0
SAM,top3,Impseq,quantiles,3.0
proDA,top3,SeqKNN,lossf,3.0
SAM,dlfq,mice,Rlr,3.0
ROTS,LFQ,bpca,div.median,3.0
ROTS,top1,bpca,lossf,3.0
ROTS,dlfq,Impseqrob,div.mean,3.0
ROTS,LFQ,Impseq,div.median,3.0
ROTS,dlfq,bpca,sum,3.0
limma,top1,QRILC,center.mean,3.0
SAM,top3,MinProb,No_norm,3.0
ttest,dlfq,bpca,max,3.0
ROTS,LFQ,missForest,div.median,3.0
proDA,dlfq,Impseq,MBQN,3.0
DEP,LFQ,MinProb,vsn,3.0
ROTS,dlfq,knn,div.median,3.0
SAM,dlfq,nbavg,sum,3.0
DEP,LFQ,missForest,vsn,3.0
SAM,dlfq,zero,div.median,3.0
ROTS,dlfq,MinProb,div.median,3.0
limma,top1,MinDet,lossf,3.0
limma,top1,min,Rlr,3.0
limma,top3,MinProb,MBQN,3.0
DEP,LFQ,MLE,TIC,3.0
limma,top1,QRILC,center.median,3.0
DEP,top1,min,center.mean,3.0
proDA,top3,Impseq,TIC,3.0
DEP,LFQ,SeqKNN,vsn,3.0
proDA,dlfq,MLE,div.mean,3.0
ttest,LFQ,nbavg,center.mean,3.0
ROTS,LFQ,mice,div.mean,3.0
ROTS,dlfq,Impseq,div.median,3.0
proDA,LFQ,SeqKNN,MBQN,3.0
proDA,top3,SeqKNN,Rlr,3.0
SAM,LFQ,Impseq,max,3.0
proDA,top1,SeqKNN,quantiles,3.0
ROTS,top1,min,No_norm,3.0
proDA,dlfq,zero,MBQN,3.0
ROTS,dlfq,bpca,div.median,3.0
SAM,LFQ,Impseq,center.mean,3.0
ROTS,LFQ,bpca,div.mean,3.0
ROTS,dlfq,missForest,div.mean,3.0
ttest,LFQ,Impseq,center.median,3.0
DEP,LFQ,bpca,div.median,3.0
limma,top1,MinProb,Rlr,3.0
limma,LFQ,MinProb,div.median,3.0
SAM,LFQ,MinDet,max,3.0
ttest,dlfq,Impseq,max,3.0
limma,top1,Impseqrob,No_norm,3.0
proDA,top3,Impseqrob,quantiles,3.0
limma,LFQ,SeqKNN,div.mean,3.0
proDA,dlfq,knn,MBQN,3.0
SAM,LFQ,zero,quantiles,3.0
ROTS,top1,SeqKNN,No_norm,3.0
SAM,dlfq,Impseqrob,max,3.0
limma,LFQ,Impseqrob,div.mean,3.0
limma,top1,knn,No_norm,3.0
ttest,top3,bpca,No_norm,3.0
SAM,LFQ,Impseq,center.median,3.0
SAM,LFQ,MinProb,center.mean,3.0
SAM,LFQ,nbavg,center.mean,3.0
limma,LFQ,knn,div.median,3.0
limma,top3,Impseqrob,center.median,3.0
limma,top3,zero,MBQN,3.0
SAM,dlfq,missForest,sum,3.0
ROTS,top1,MinDet,Rlr,3.0
SAM,top3,Impseq,center.mean,3.0
SAM,LFQ,MLE,sum,3.0
limma,top3,MinProb,TIC,3.0
limma,top1,missForest,quantiles,3.0
ROTS,dlfq,missForest,div.median,3.0
SAM,dlfq,MLE,center.median,3.0
SAM,top3,Impseq,center.median,3.0
ROTS,top3,MinDet,TIC,3.0
ROTS,LFQ,mice,MBQN,3.0
DEP,LFQ,missForest,div.median,3.0
DEP,top3,Impseqrob,quantiles,3.0
ROTS,top3,Impseq,MBQN,3.0
ttest,dlfq,MinDet,max,3.0
limma,LFQ,MinDet,div.mean,3.0
limma,top1,min,lossf,3.0
ROTS,top3,Impseqrob,lossf,3.0
ROTS,dlfq,Impseqrob,div.median,3.0
ROTS,LFQ,MinDet,div.median,3.0
ROTS,LFQ,Impseqrob,MBQN,3.0
SAM,LFQ,nbavg,max,3.0
SAM,dlfq,No_MVI,max,3.0
ttest,dlfq,MLE,sum,3.0
ttest,LFQ,zero,Rlr,3.0
SAM,dlfq,MinProb,MBQN,3.0
SAM,LFQ,No_MVI,lossf,3.0
ttest,dlfq,MLE,max,3.0
limma,top1,MinProb,lossf,3.0
SAM,LFQ,MinProb,max,3.0
ROTS,LFQ,QRILC,div.median,3.0
ttest,LFQ,MLE,lossf,3.0
ttest,LFQ,missForest,center.median,3.0
limma,LFQ,mice,div.median,3.0
limma,top3,bpca,sum,3.0
DEP,top3,mice,center.mean,3.0
limma,dlfq,QRILC,div.median,3.0
proDA,dlfq,Impseqrob,div.mean,3.0
DEP,dlfq,QRILC,div.mean,3.0
ROTS,LFQ,MinDet,sum,3.0
ttest,dlfq,MLE,center.median,3.0
DEP,top1,SeqKNN,quantiles,3.0
DEP,dlfq,No_MVI,div.median,3.0
ROTS,dlfq,SeqKNN,div.mean,3.0
ttest,top3,Impseq,center.mean,3.0
DEP,LFQ,knn,MBQN,3.0
SAM,top3,MinDet,No_norm,3.0
ROTS,top3,Impseqrob,quantiles.robust,3.0
limma,top3,bpca,max,3.0
proDA,top1,QRILC,No_norm,3.0
ttest,dlfq,SeqKNN,sum,3.0
SAM,LFQ,MinProb,quantiles,3.0
ROTS,LFQ,missForest,div.mean,3.0
DEP,top3,mice,quantiles,3.0
ROTS,LFQ,MinProb,div.median,3.0
SAM,LFQ,QRILC,center.median,3.0
ttest,dlfq,missForest,max,3.0
MSstats,all,FALSE,quantile,3.0
limma,top1,missForest,center.mean,3.0
ROTS,top1,MinProb,Rlr,3.0
proDA,dlfq,missForest,div.mean,3.0
SAM,LFQ,QRILC,center.mean,3.0
ROTS,top3,min,max,3.0
SAM,dlfq,No_MVI,sum,3.0
ROTS,dlfq,knn,div.mean,3.0
ttest,LFQ,bpca,sum,3.0
limma,LFQ,mice,MBQN,3.0
ROTS,LFQ,SeqKNN,div.median,3.0
SAM,dlfq,min,MBQN,3.0
proDA,top3,knn,Rlr,3.0
DEP,top3,nbavg,MBQN,3.0
ROTS,dlfq,QRILC,div.median,3.0
ttest,LFQ,No_MVI,Rlr,3.0
limma,top3,mice,Rlr,3.0
proDA,LFQ,knn,MBQN,3.0
DEP,top3,mice,center.median,3.0
ttest,dlfq,SeqKNN,max,3.0
DEP,LFQ,missForest,MBQN,3.0
proDA,top3,knn,lossf,3.0
limma,dlfq,MLE,vsn,3.0
ttest,dlfq,knn,sum,3.0
proDA,dlfq,MinDet,div.mean,3.0
limma,top1,nbavg,MBQN,3.0
SAM,LFQ,SeqKNN,max,3.0
DEP,dlfq,mice,div.median,3.0
limma,dlfq,min,quantiles.robust,3.0
SAM,top3,bpca,center.median,3.0
ROTS,dlfq,SeqKNN,div.median,3.0
SAM,LFQ,bpca,center.mean,3.0
DEP,LFQ,MinDet,div.median,3.0
SAM,LFQ,bpca,max,3.0
proDA,top3,mice,center.mean,3.0
ttest,dlfq,MinProb,max,3.0
limma,LFQ,knn,div.mean,3.0
ROTS,LFQ,MinDet,div.mean,3.0
ttest,LFQ,Impseqrob,center.median,3.0
DEP,LFQ,Impseq,MBQN,3.0
limma,LFQ,No_MVI,vsn,3.0
limma,dlfq,MLE,div.mean,3.0
DEP,top1,SeqKNN,center.mean,3.0
proDA,top3,mice,quantiles,3.0
ROTS,LFQ,Impseqrob,div.median,3.0
ROTS,LFQ,missForest,MBQN,3.0
ROTS,LFQ,SeqKNN,div.mean,3.0
proDA,top3,zero,center.mean,3.0
ROTS,LFQ,QRILC,div.mean,3.0
DEP,dlfq,knn,vsn,3.0
DEP,LFQ,zero,MBQN,3.0
ROTS,LFQ,MLE,vsn,3.0
SAM,LFQ,missForest,max,3.0
limma,LFQ,Impseqrob,MBQN,3.0
SAM,LFQ,bpca,center.median,3.0
ROTS,top1,MinProb,lossf,3.0
limma,top3,min,TIC,3.0
limma,top1,mice,No_norm,3.0
limma,top1,zero,Rlr,3.0
ROTS,dlfq,QRILC,quantiles.robust,3.0
SAM,LFQ,Impseq,quantiles,3.0
ROTS,top3,bpca,MBQN,3.0
ROTS,dlfq,mice,div.mean,3.0
SAM,LFQ,MinProb,sum,3.0
proDA,dlfq,Impseq,div.mean,3.0
proDA,dlfq,bpca,div.mean,3.0
limma,top3,min,quantiles.robust,3.0
DEP,LFQ,bpca,div.mean,3.0
DEP,top3,Impseq,max,3.0
limma,top1,missForest,center.median,3.0
SAM,LFQ,Impseqrob,max,3.0
ROTS,LFQ,knn,sum,3.0
SAM,LFQ,QRILC,sum,3.0
ROTS,top3,min,div.median,3.0
ROTS,top3,min,div.mean,3.0
limma,LFQ,mice,div.mean,3.0
DEP,dlfq,MLE,vsn,3.0
limma,dlfq,No_MVI,MBQN,3.0
limma,top3,No_MVI,center.mean,3.0
limma,top3,SeqKNN,max,3.0
SAM,dlfq,zero,MBQN,3.0
limma,LFQ,MinProb,div.mean,3.0
DEP,top3,zero,center.mean,3.0
DEP,top1,Impseqrob,No_norm,3.0
ROTS,dlfq,nbavg,max,3.0
proDA,top3,mice,center.median,3.0
limma,top3,No_MVI,quantiles,3.0
SAM,LFQ,Impseqrob,quantiles,3.0
ROTS,LFQ,Impseq,MBQN,3.0
ROTS,LFQ,bpca,MBQN,3.0
SAM,LFQ,missForest,center.median,3.0
proDA,top1,missForest,No_norm,3.0
ROTS,top1,QRILC,center.mean,3.0
limma,top3,min,max,3.0
DEP,top3,MinDet,TIC,3.0
SAM,top3,bpca,quantiles,3.0
ttest,top3,min,center.mean,3.0
ROTS,LFQ,Impseq,vsn,3.0
ROTS,LFQ,min,sum,3.0
SAM,top3,QRILC,No_norm,3.0
ROTS,dlfq,mice,MBQN,3.0
DEP,top3,zero,quantiles,3.0
ttest,LFQ,bpca,center.median,3.0
proDA,dlfq,SeqKNN,div.mean,3.0
DEP,LFQ,bpca,MBQN,3.0
DEP,top1,knn,No_norm,3.0
proDA,LFQ,zero,MBQN,3.0
ROTS,top3,MLE,No_norm,3.0
DEP,top1,QRILC,center.median,3.0
SAM,dlfq,mice,quantiles.robust,3.0
SAM,top3,nbavg,No_norm,3.0
ROTS,LFQ,MinProb,div.mean,3.0
ttest,top3,MinProb,quantiles,3.0
ttest,dlfq,knn,max,3.0
proDA,top1,SeqKNN,center.mean,3.0
SAM,LFQ,QRILC,quantiles,3.0
DEP,top1,SeqKNN,center.median,3.0
ttest,dlfq,nbavg,max,3.0
limma,top1,zero,lossf,3.0
SAM,LFQ,SeqKNN,center.median,3.0
ROTS,top1,QRILC,center.median,3.0
proDA,top3,zero,quantiles,3.0
ttest,dlfq,nbavg,sum,3.0
proDA,top1,SeqKNN,center.median,3.0
proDA,top3,bpca,TIC,3.0
ROTS,top3,knn,TIC,3.0
ttest,dlfq,Impseqrob,max,3.0
ROTS,LFQ,Impseqrob,div.mean,3.0
proDA,dlfq,MinProb,div.mean,3.0
DEP,LFQ,MinProb,div.median,3.0
ttest,LFQ,Impseq,quantiles,3.0
proDA,dlfq,Impseqrob,div.median,3.0
SAM,LFQ,mice,center.median,3.0
limma,top3,Impseq,div.mean,3.0
DEP,top3,min,quantiles.robust,3.0
DEP,LFQ,knn,vsn,3.0
proDA,top1,MinDet,Rlr,3.0
SAM,LFQ,MinDet,sum,3.0
SAM,dlfq,MLE,Rlr,3.0
ROTS,LFQ,Impseqrob,vsn,3.0
ROTS,top1,SeqKNN,quantiles,3.0
SAM,dlfq,MLE,lossf,3.0
limma,LFQ,MLE,vsn,3.0
SAM,LFQ,bpca,quantiles,3.0
ttest,LFQ,MLE,Rlr,3.0
limma,LFQ,QRILC,div.median,3.0
SAM,LFQ,knn,sum,3.0
DEP,dlfq,MLE,div.mean,3.0
SAM,top3,bpca,center.mean,3.0
DEP,top3,min,max,3.0
ttest,top3,MinProb,center.mean,3.0
ROTS,top1,MinDet,lossf,3.0
proDA,LFQ,missForest,MBQN,3.0
DEP,top1,QRILC,center.mean,3.0
SAM,LFQ,QRILC,max,3.0
ttest,LFQ,QRILC,quantiles,3.0
SAM,dlfq,MLE,vsn,3.0
ROTS,dlfq,No_MVI,MBQN,3.0
proDA,dlfq,MinDet,div.median,3.0
DEP,LFQ,SeqKNN,div.median,3.0
DEP,LFQ,mice,vsn,3.0
SAM,LFQ,mice,sum,3.0
ROTS,LFQ,mice,sum,3.0
ttest,top3,min,quantiles,3.0
limma,top3,zero,div.mean,3.0
ttest,LFQ,MinDet,TIC,3.0
proDA,dlfq,Impseq,div.median,3.0
proDA,top1,MinDet,lossf,3.0
SAM,LFQ,missForest,center.mean,3.0
DEP,top3,zero,center.median,3.0
SAM,LFQ,SeqKNN,center.mean,3.0
limma,top1,Impseq,TIC,3.0
proDA,dlfq,bpca,div.median,3.0
limma,dlfq,MLE,div.median,3.0
proDA,top3,zero,center.median,3.0
proDA,LFQ,Impseq,MBQN,3.0
limma,top3,No_MVI,center.median,3.0
limma,top3,Impseq,div.median,3.0
ttest,LFQ,min,vsn,3.0
DEP,dlfq,QRILC,div.median,3.0
ROTS,top1,zero,No_norm,3.0
DEP,LFQ,Impseqrob,div.median,3.0
SAM,top3,min,No_norm,3.0
ttest,top3,MinDet,center.mean,3.0
proDA,dlfq,missForest,div.median,3.0
ROTS,LFQ,QRILC,sum,3.0
DEP,LFQ,MinDet,div.mean,3.0
SAM,LFQ,SeqKNN,quantiles,3.0
DEP,dlfq,No_MVI,vsn,3.0
SAM,LFQ,mice,max,3.0
ROTS,LFQ,missForest,vsn,3.0
limma,LFQ,No_MVI,div.median,3.0
proDA,LFQ,bpca,MBQN,3.0
SAM,dlfq,min,div.median,3.0
DEP,LFQ,missForest,div.mean,3.0
ROTS,top1,missForest,No_norm,3.0
DEP,dlfq,mice,vsn,3.0
ROTS,top3,No_MVI,quantiles,3.0
ROTS,dlfq,mice,div.median,3.0
ROTS,top3,nbavg,div.mean,3.0
ROTS,LFQ,MinProb,sum,3.0
ROTS,LFQ,SeqKNN,vsn,3.0
ttest,dlfq,mice,max,3.0
ttest,top3,Impseq,center.median,3.0
DEP,LFQ,MLE,vsn,3.0
DEP,LFQ,mice,MBQN,3.0
ttest,dlfq,missForest,sum,3.0
SAM,top3,SeqKNN,No_norm,3.0
DEP,top1,mice,No_norm,3.0
limma,top1,knn,center.median,3.0
SAM,top3,MinDet,center.mean,3.0
ROTS,dlfq,Impseq,vsn,3.0
proDA,dlfq,SeqKNN,div.median,3.0
proDA,top3,MinDet,MBQN,3.0
ROTS,LFQ,mice,vsn,3.0
limma,top3,zero,div.median,3.0
SAM,top3,Impseq,Rlr,3.0
SAM,top3,MinProb,center.mean,3.0
DEP,top1,MinDet,Rlr,3.0
ttest,LFQ,Impseq,center.mean,3.0
ROTS,top3,nbavg,div.median,3.0
proDA,top3,MinDet,TIC,3.0
proDA,dlfq,No_MVI,MBQN,3.0
proDA,dlfq,MinProb,div.median,3.0
ROTS,dlfq,bpca,vsn,3.0
DEP,top1,QRILC,quantiles,3.0
limma,dlfq,mice,MBQN,3.0
ttest,LFQ,SeqKNN,center.median,3.0
limma,top1,knn,center.mean,3.0
ROTS,dlfq,No_MVI,max,3.0
limma,top3,Impseq,MBQN,3.0
SAM,dlfq,MinDet,vsn,3.0
ROTS,top1,SeqKNN,center.mean,3.0
SAM,LFQ,mice,center.mean,3.0
limma,top3,SeqKNN,sum,3.0
proDA,top3,MinProb,MBQN,3.0
SAM,LFQ,MinProb,quantiles.robust,3.0
limma,top3,Impseq,vsn,3.0
DEP,top3,MinProb,TIC,3.0
limma,dlfq,zero,quantiles.robust,3.0
ROTS,top1,SeqKNN,center.median,3.0
limma,top3,nbavg,sum,3.0
ttest,LFQ,bpca,quantiles,3.0
SAM,LFQ,No_MVI,Rlr,3.0
SAM,LFQ,Impseqrob,center.mean,3.0
ROTS,top3,missForest,quantiles.robust,3.0
ROTS,dlfq,Impseqrob,vsn,3.0
proDA,top1,MinProb,Rlr,3.0
ROTS,top3,No_MVI,center.mean,3.0
SAM,LFQ,missForest,sum,3.0
ROTS,dlfq,missForest,vsn,3.0
DEP,top3,MinDet,MBQN,3.0
DEP,LFQ,MinProb,div.mean,3.0
DEP,top1,missForest,quantiles,3.0
SAM,top3,nbavg,center.mean,3.0
limma,LFQ,No_MVI,div.mean,3.0
DEP,LFQ,SeqKNN,div.mean,3.0
DEP,top3,min,TIC,3.0
DEP,LFQ,Impseqrob,div.mean,3.0
ROTS,dlfq,QRILC,div.mean,3.0
limma,LFQ,QRILC,div.mean,3.0
DEP,top1,MinDet,lossf,3.0
ROTS,LFQ,knn,div.median,3.0
ROTS,top1,zero,quantiles,3.0
DEP,LFQ,Impseqrob,MBQN,3.0
SAM,top3,MinDet,quantiles,3.0
DEP,LFQ,knn,div.median,3.0
ROTS,dlfq,SeqKNN,vsn,3.0
limma,top1,Impseqrob,center.median,3.0
