"value" "metric" "method"
"1" 0.848183612651878 "pAUC0.01" "TOP1"
"2" 0.911174153064728 "pAUC0.01" "TOP1"
"3" 0.913649271977511 "pAUC0.01" "TOP1"
"4" 0.915662148103179 "pAUC0.01" "TOP1"
"5" 0.925332995995064 "pAUC0.01" "TOP1"
"6" 0.864567071703243 "pAUC0.01" "TOP1"
"7" 0.787503896756137 "pAUC0.01" "TOP1"
"8" 0.782895380956302 "pAUC0.01" "TOP1"
"9" 0.788536435546989 "pAUC0.01" "TOP1"
"10" 0.767334993576486 "pAUC0.01" "TOP1"
"11" 0.799997169466523 "pAUC0.01" "TOP1"
"12" 0.784978383062394 "pAUC0.01" "TOP1"
"13" 0.707206262119111 "pAUC0.01" "TOP1"
"14" 0.697273824052384 "pAUC0.01" "TOP1"
"15" 0.641279043110607 "pAUC0.01" "TOP1"
"16" 0.878543271141569 "pAUC0.01" "ens_multi-quant"
"17" 0.917501366173883 "pAUC0.01" "ens_multi-quant"
"18" 0.898075909121709 "pAUC0.01" "ens_multi-quant"
"19" 0.916896254643036 "pAUC0.01" "ens_multi-quant"
"20" 0.926093021684626 "pAUC0.01" "ens_multi-quant"
"21" 0.891406475658288 "pAUC0.01" "ens_multi-quant"
"22" 0.793989845910128 "pAUC0.01" "ens_multi-quant"
"23" 0.78786919183468 "pAUC0.01" "ens_multi-quant"
"24" 0.799079860762169 "pAUC0.01" "ens_multi-quant"
"25" 0.790130680804475 "pAUC0.01" "ens_multi-quant"
"26" 0.808718927399825 "pAUC0.01" "ens_multi-quant"
"27" 0.801511363552165 "pAUC0.01" "ens_multi-quant"
"28" 0.723730081450541 "pAUC0.01" "ens_multi-quant"
"29" 0.710654384278567 "pAUC0.01" "ens_multi-quant"
"30" 0.666490184685653 "pAUC0.01" "ens_multi-quant"
"31" 0.848337016194831 "pAUC0.01" "ens_topk"
"32" 0.911175272798618 "pAUC0.01" "ens_topk"
"33" 0.913648324234746 "pAUC0.01" "ens_topk"
"34" 0.915694994351467 "pAUC0.01" "ens_topk"
"35" 0.924955081660591 "pAUC0.01" "ens_topk"
"36" 0.864669260031251 "pAUC0.01" "ens_topk"
"37" 0.787435760097807 "pAUC0.01" "ens_topk"
"38" 0.783147280117404 "pAUC0.01" "ens_topk"
"39" 0.788455910405326 "pAUC0.01" "ens_topk"
"40" 0.768598840906636 "pAUC0.01" "ens_topk"
"41" 0.799902279970489 "pAUC0.01" "ens_topk"
"42" 0.784497878805884 "pAUC0.01" "ens_topk"
"43" 0.704659053436569 "pAUC0.01" "ens_topk"
"44" 0.704503312213973 "pAUC0.01" "ens_topk"
"45" 0.641310165021202 "pAUC0.01" "ens_topk"
