"value" "metric" "method"
"1" 0.774120565451787 "pAUC0.01" "TOP1"
"2" 0.700749372030265 "pAUC0.01" "TOP1"
"3" 0.80257554220104 "pAUC0.01" "TOP1"
"4" 0.732234899456429 "pAUC0.01" "TOP1"
"5" 0.640101633208522 "pAUC0.01" "TOP1"
"6" 0.699976613109008 "pAUC0.01" "TOP1"
"7" 0.623823386369685 "pAUC0.01" "TOP1"
"8" 0.709763138654842 "pAUC0.01" "TOP1"
"9" 0.820528208658825 "pAUC0.01" "TOP1"
"10" 0.774273714309226 "pAUC0.01" "TOP1"
"11" 0.606969018763284 "pAUC0.01" "TOP1"
"12" 0.779059865152091 "pAUC0.01" "TOP1"
"13" 0.533775305064207 "pAUC0.01" "TOP1"
"14" 0.931499494831669 "pAUC0.01" "TOP1"
"15" 0.49748743718593 "pAUC0.01" "TOP1"
"16" 0.525410050969566 "pAUC0.01" "TOP1"
"17" 0.969048239345793 "pAUC0.01" "TOP1"
"18" 0.697236738391274 "pAUC0.01" "TOP1"
"19" 0.708245997861046 "pAUC0.01" "TOP1"
"20" 0.742097562785444 "pAUC0.01" "TOP1"
"21" 0.67117446330971 "pAUC0.01" "TOP1"
"22" 0.752239539081269 "pAUC0.01" "TOP1"
"23" 0.796066731422242 "pAUC0.01" "ens_multi-quant"
"24" 0.636909827971639 "pAUC0.01" "ens_multi-quant"
"25" 0.793753832571812 "pAUC0.01" "ens_multi-quant"
"26" 0.75910784777683 "pAUC0.01" "ens_multi-quant"
"27" 0.673630633267933 "pAUC0.01" "ens_multi-quant"
"28" 0.726237655932455 "pAUC0.01" "ens_multi-quant"
"29" 0.637071763510895 "pAUC0.01" "ens_multi-quant"
"30" 0.752150253904165 "pAUC0.01" "ens_multi-quant"
"31" 0.821084227282937 "pAUC0.01" "ens_multi-quant"
"32" 0.779716589575491 "pAUC0.01" "ens_multi-quant"
"33" 0.638863082921611 "pAUC0.01" "ens_multi-quant"
"34" 0.849105471334262 "pAUC0.01" "ens_multi-quant"
"35" 0.69395705119062 "pAUC0.01" "ens_multi-quant"
"36" 0.975571511024529 "pAUC0.01" "ens_multi-quant"
"37" 0.49748743718593 "pAUC0.01" "ens_multi-quant"
"38" 0.717041416881538 "pAUC0.01" "ens_multi-quant"
"39" 0.976516813547091 "pAUC0.01" "ens_multi-quant"
"40" 0.730175213649904 "pAUC0.01" "ens_multi-quant"
"41" 0.741055192388474 "pAUC0.01" "ens_multi-quant"
"42" 0.769658245805399 "pAUC0.01" "ens_multi-quant"
"43" 0.703533362316639 "pAUC0.01" "ens_multi-quant"
"44" 0.793519953496638 "pAUC0.01" "ens_multi-quant"
"45" 0.782655779262517 "pAUC0.01" "ens_topk"
"46" 0.713885462193125 "pAUC0.01" "ens_topk"
"47" 0.784825335715362 "pAUC0.01" "ens_topk"
"48" 0.740288496673055 "pAUC0.01" "ens_topk"
"49" 0.638244253875937 "pAUC0.01" "ens_topk"
"50" 0.69808889912727 "pAUC0.01" "ens_topk"
"51" 0.592764001253173 "pAUC0.01" "ens_topk"
"52" 0.748735265651746 "pAUC0.01" "ens_topk"
"53" 0.853363077683777 "pAUC0.01" "ens_topk"
"54" 0.817117446877015 "pAUC0.01" "ens_topk"
"55" 0.608750233761846 "pAUC0.01" "ens_topk"
"56" 0.76850287853835 "pAUC0.01" "ens_topk"
"57" 0.541634547515472 "pAUC0.01" "ens_topk"
"58" 0.912039124045211 "pAUC0.01" "ens_topk"
"59" 0.49748743718593 "pAUC0.01" "ens_topk"
"60" 0.504733174365975 "pAUC0.01" "ens_topk"
"61" 0.978257332072424 "pAUC0.01" "ens_topk"
"62" 0.709062650888585 "pAUC0.01" "ens_topk"
"63" 0.725260329243701 "pAUC0.01" "ens_topk"
"64" 0.756294502032302 "pAUC0.01" "ens_topk"
"65" 0.669751342663103 "pAUC0.01" "ens_topk"
"66" 0.752323703745654 "pAUC0.01" "ens_topk"
