"value" "metric" "method"
"1" 0.815066800070935 "pAUC0.01" "TOP1"
"2" 0.501455537661705 "pAUC0.01" "TOP1"
"3" 0.512396166190203 "pAUC0.01" "TOP1"
"4" 0.531456656661907 "pAUC0.01" "TOP1"
"5" 0.845356620806906 "pAUC0.01" "TOP1"
"6" 0.93372566640945 "pAUC0.01" "TOP1"
"7" 0.988237065477199 "pAUC0.01" "TOP1"
"8" 0.507956448911223 "pAUC0.01" "TOP1"
"9" 0.768795585539245 "pAUC0.01" "TOP1"
"10" 0.949695162162519 "pAUC0.01" "TOP1"
"11" 0.609522353650115 "pAUC0.01" "TOP1"
"12" 0.756672977307187 "pAUC0.01" "TOP1"
"13" 0.581528441644623 "pAUC0.01" "TOP1"
"14" 0.772102512797633 "pAUC0.01" "TOP1"
"15" 0.91544251956847 "pAUC0.01" "TOP1"
"16" 0.896417288740917 "pAUC0.01" "TOP1"
"17" 0.738491858452814 "pAUC0.01" "TOP1"
"18" 0.829890629356233 "pAUC0.01" "ens_multi-quant"
"19" 0.507938752563316 "pAUC0.01" "ens_multi-quant"
"20" 0.770250253842723 "pAUC0.01" "ens_multi-quant"
"21" 0.61442209191337 "pAUC0.01" "ens_multi-quant"
"22" 0.935127416106751 "pAUC0.01" "ens_multi-quant"
"23" 0.973602014441747 "pAUC0.01" "ens_multi-quant"
"24" 0.999509877728217 "pAUC0.01" "ens_multi-quant"
"25" 0.612020568722879 "pAUC0.01" "ens_multi-quant"
"26" 0.818471870507393 "pAUC0.01" "ens_multi-quant"
"27" 0.968922697476886 "pAUC0.01" "ens_multi-quant"
"28" 0.630751299235357 "pAUC0.01" "ens_multi-quant"
"29" 0.777160387204372 "pAUC0.01" "ens_multi-quant"
"30" 0.600204933526461 "pAUC0.01" "ens_multi-quant"
"31" 0.740831300191433 "pAUC0.01" "ens_multi-quant"
"32" 0.906104692868083 "pAUC0.01" "ens_multi-quant"
"33" 0.813773443446537 "pAUC0.01" "ens_multi-quant"
"34" 0.831001962651419 "pAUC0.01" "ens_multi-quant"
"35" 0.851060536897501 "pAUC0.01" "ens_topk"
"36" 0.504479379567275 "pAUC0.01" "ens_topk"
"37" 0.610904293159312 "pAUC0.01" "ens_topk"
"38" 0.601876706674212 "pAUC0.01" "ens_topk"
"39" 0.909564990997434 "pAUC0.01" "ens_topk"
"40" 0.956937857201112 "pAUC0.01" "ens_topk"
"41" 0.983825965031148 "pAUC0.01" "ens_topk"
"42" 0.602393941492238 "pAUC0.01" "ens_topk"
"43" 0.773154239042984 "pAUC0.01" "ens_topk"
"44" 0.987727762829897 "pAUC0.01" "ens_topk"
"45" 0.612630193666304 "pAUC0.01" "ens_topk"
"46" 0.743347100053034 "pAUC0.01" "ens_topk"
"47" 0.571325765240071 "pAUC0.01" "ens_topk"
"48" 0.766362320055682 "pAUC0.01" "ens_topk"
"49" 0.941908926854516 "pAUC0.01" "ens_topk"
"50" 0.891924041637424 "pAUC0.01" "ens_topk"
"51" 0.812202553220174 "pAUC0.01" "ens_topk"
