DEA,expression_type,MVI,Normalization,label
ttest,ratio,bpca,max,2.0
limma,phi,min,center.median,2.0
DEP,abd,MinDet,center.median,2.0
DEP,abd,nbavg,center.median,2.0
ttest,ratio,nbavg,max,2.0
DEP,phi,nbavg,center.median,2.0
ttest,ratio,min,max,2.0
proDA,abd,nbavg,center.median,2.0
DEP,phi,min,center.median,2.0
limma,phi,zero,center.median,2.0
DEP,phi,MLE,center.median,2.0
proDA,abd,min,center.median,2.0
ROTS,phi,zero,Rlr,2.0
limma,abd,SeqKNN,center.mean,2.0
limma,abd,GMS,center.mean,2.0
limma,abd,Impseq,center.mean,2.0
DEP,abd,GMS,center.mean,2.0
limma,abd,Impseqrob,center.mean,2.0
ANOVA,ratio,nbavg,center.median,2.0
limma,abd,bpca,center.mean,2.0
limma,abd,missForest,center.mean,2.0
ANOVA,ratio,MinProb,center.median,2.0
ANOVA,ratio,GMS,No_norm,2.0
limma,abd,No_MVI,center.mean,2.0
DEP,abd,Impseq,center.mean,2.0
ANOVA,ratio,GMS,center.median,2.0
ANOVA,ratio,nbavg,No_norm,2.0
DEP,abd,bpca,center.mean,2.0
ANOVA,ratio,MinProb,No_norm,2.0
ANOVA,ratio,mice,center.median,2.0
ANOVA,ratio,SeqKNN,center.median,2.0
ANOVA,ratio,No_MVI,No_norm,2.0
ANOVA,ratio,No_MVI,center.median,2.0
ANOVA,ratio,zero,center.median,2.0
ANOVA,ratio,SeqKNN,No_norm,2.0
ttest,abd,SeqKNN,lossf,2.0
ANOVA,ratio,min,center.median,2.0
ANOVA,ratio,zero,No_norm,2.0
ANOVA,ratio,MinDet,center.median,2.0
ttest,abd,GMS,lossf,2.0
ANOVA,ratio,MinDet,No_norm,2.0
ANOVA,ratio,mice,No_norm,2.0
ANOVA,ratio,min,No_norm,2.0
ttest,abd,bpca,lossf,2.0
ttest,abd,Impseqrob,lossf,2.0
ttest,abd,No_MVI,lossf,2.0
ANOVA,ratio,MLE,center.median,2.0
ANOVA,ratio,MLE,No_norm,2.0
ttest,abd,missForest,lossf,2.0
ttest,abd,Impseq,lossf,2.0
ttest,abd,zero,lossf,2.0
ttest,abd,MLE,lossf,2.0
ttest,abd,knn,lossf,2.0
ANOVA,ratio,QRILC,center.median,2.0
ttest,abd,QRILC,lossf,2.0
ANOVA,ratio,knn,center.median,2.0
ANOVA,ratio,missForest,No_norm,2.0
ANOVA,ratio,QRILC,No_norm,2.0
ttest,abd,mice,lossf,2.0
limma,abd,mice,center.mean,2.0
ANOVA,ratio,knn,No_norm,2.0
ANOVA,ratio,Impseqrob,center.median,2.0
ttest,abd,MinProb,lossf,2.0
ANOVA,ratio,bpca,center.median,2.0
ANOVA,ratio,Impseq,center.median,2.0
ANOVA,ratio,missForest,center.median,2.0
ANOVA,ratio,Impseqrob,No_norm,2.0
ANOVA,ratio,bpca,No_norm,2.0
ANOVA,ratio,Impseq,No_norm,2.0
ttest,abd,nbavg,lossf,2.0
ttest,abd,min,lossf,2.0
ttest,abd,MinDet,lossf,2.0
proDA,abd,GMS,center.mean,2.0
proDA,abd,SeqKNN,center.mean,2.0
DEP,abd,SeqKNN,center.mean,2.0
proDA,abd,Impseq,center.mean,2.0
proDA,abd,Impseqrob,center.mean,2.0
proDA,abd,bpca,center.mean,2.0
DEP,abd,Impseqrob,center.mean,2.0
proDA,abd,missForest,center.mean,2.0
limma,abd,knn,center.mean,2.0
DEP,abd,No_MVI,center.mean,2.0
DEP,abd,missForest,center.mean,2.0
proDA,abd,No_MVI,center.mean,2.0
DEP,phi,zero,Rlr,2.0
proDA,abd,zero,center.mean,2.0
limma,ratio,GMS,center.mean,2.0
DEP,ratio,GMS,center.mean,2.0
limma,abd,MinProb,center.mean,2.0
DEP,abd,MinProb,center.mean,2.0
limma,abd,QRILC,center.mean,2.0
limma,ratio,SeqKNN,center.mean,2.0
limma,ratio,mice,center.mean,2.0
proDA,abd,mice,center.mean,2.0
limma,ratio,No_MVI,center.mean,2.0
limma,ratio,Impseq,center.mean,2.0
limma,abd,MLE,center.mean,2.0
limma,ratio,knn,center.mean,2.0
limma,ratio,bpca,center.mean,2.0
DEP,abd,QRILC,center.mean,2.0
limma,abd,MinDet,center.mean,2.0
DEP,ratio,SeqKNN,center.mean,2.0
DEP,abd,MLE,center.mean,2.0
DEP,ratio,knn,center.mean,2.0
DEP,ratio,No_MVI,center.mean,2.0
DEP,abd,mice,center.mean,2.0
limma,ratio,missForest,center.mean,2.0
DEP,ratio,Impseq,center.mean,2.0
DEP,ratio,bpca,center.mean,2.0
DEP,abd,MinDet,center.mean,2.0
proDA,abd,MLE,center.mean,2.0
limma,ratio,zero,center.mean,2.0
limma,ratio,Impseqrob,center.mean,2.0
limma,ratio,MinProb,center.mean,2.0
DEP,ratio,missForest,center.mean,2.0
limma,abd,nbavg,center.mean,2.0
limma,abd,zero,center.mean,2.0
DEP,ratio,Impseqrob,center.mean,2.0
DEP,ratio,MinProb,center.mean,2.0
limma,ratio,QRILC,center.mean,2.0
proDA,abd,knn,center.mean,2.0
ANOVA,ratio,nbavg,max,2.0
DEP,abd,nbavg,center.mean,2.0
ANOVA,ratio,MinProb,max,2.0
ANOVA,ratio,GMS,max,2.0
DEP,ratio,QRILC,center.mean,2.0
proDA,abd,MinProb,center.mean,2.0
ANOVA,ratio,No_MVI,max,2.0
limma,ratio,MLE,max,2.0
ANOVA,ratio,zero,max,2.0
DEP,abd,knn,center.mean,2.0
limma,abd,min,center.mean,2.0
ANOVA,ratio,min,max,2.0
ANOVA,ratio,MLE,max,2.0
proDA,abd,QRILC,center.mean,2.0
DEP,abd,min,center.mean,2.0
ANOVA,ratio,mice,max,2.0
ANOVA,ratio,MinDet,max,2.0
ANOVA,ratio,SeqKNN,max,2.0
ANOVA,ratio,knn,max,2.0
limma,ratio,MinDet,center.mean,2.0
proDA,abd,MinDet,center.mean,2.0
DEP,ratio,MinDet,center.mean,2.0
ANOVA,ratio,missForest,max,2.0
ANOVA,ratio,QRILC,max,2.0
ANOVA,ratio,Impseqrob,max,2.0
limma,ratio,GMS,max,2.0
ANOVA,ratio,bpca,max,2.0
ANOVA,ratio,Impseq,max,2.0
limma,ratio,SeqKNN,max,2.0
limma,ratio,mice,max,2.0
limma,ratio,MinProb,max,2.0
limma,ratio,MinDet,max,2.0
limma,ratio,knn,max,2.0
limma,ratio,QRILC,max,2.0
limma,ratio,missForest,max,2.0
proDA,abd,nbavg,center.mean,2.0
limma,ratio,Impseqrob,max,2.0
limma,ratio,bpca,max,2.0
limma,ratio,Impseq,max,2.0
limma,ratio,No_MVI,max,2.0
limma,ratio,zero,max,2.0
DEP,ratio,mice,center.mean,2.0
limma,ratio,nbavg,center.mean,2.0
proDA,abd,min,center.mean,2.0
DEP,ratio,nbavg,center.mean,2.0
proDA,phi,GMS,center.mean,2.0
limma,ratio,MLE,center.mean,2.0
limma,ratio,min,center.mean,2.0
proDA,phi,Impseqrob,center.mean,2.0
proDA,phi,Impseq,center.mean,2.0
proDA,phi,SeqKNN,center.mean,2.0
DEP,ratio,min,center.mean,2.0
proDA,phi,bpca,center.mean,2.0
limma,phi,GMS,center.mean,2.0
proDA,phi,missForest,center.mean,2.0
limma,ratio,min,max,2.0
DEP,phi,GMS,center.mean,2.0
ROTS,abd,MinProb,center.median,2.0
limma,phi,Impseqrob,center.mean,2.0
limma,phi,Impseq,center.mean,2.0
proDA,phi,No_MVI,center.mean,2.0
DEP,phi,Impseqrob,center.mean,2.0
DEP,phi,Impseq,center.mean,2.0
DEP,phi,SeqKNN,center.mean,2.0
limma,phi,SeqKNN,center.mean,2.0
ROTS,abd,MinDet,center.median,2.0
limma,phi,bpca,center.mean,2.0
DEP,phi,bpca,center.mean,2.0
DEP,ratio,MLE,center.mean,2.0
ROTS,abd,QRILC,center.median,2.0
proDA,phi,mice,center.mean,2.0
limma,ratio,nbavg,max,2.0
DEP,phi,No_MVI,center.mean,2.0
limma,phi,No_MVI,center.mean,2.0
DEP,phi,missForest,center.mean,2.0
limma,phi,missForest,center.mean,2.0
proDA,phi,zero,center.mean,2.0
proDA,phi,MinProb,center.mean,2.0
proDA,phi,QRILC,center.mean,2.0
proDA,phi,MLE,center.mean,2.0
ttest,phi,GMS,lossf,2.0
DEP,phi,mice,center.mean,2.0
limma,phi,mice,center.mean,2.0
limma,phi,MinProb,center.mean,2.0
DEP,phi,MinProb,center.mean,2.0
ttest,phi,SeqKNN,lossf,2.0
ttest,phi,missForest,lossf,2.0
ttest,phi,No_MVI,lossf,2.0
ttest,phi,QRILC,lossf,2.0
ttest,phi,MLE,lossf,2.0
limma,phi,QRILC,center.mean,2.0
ttest,phi,zero,lossf,2.0
DEP,phi,QRILC,center.mean,2.0
ttest,phi,knn,lossf,2.0
ROTS,abd,min,center.median,2.0
ttest,phi,Impseqrob,lossf,2.0
ttest,phi,MinProb,lossf,2.0
proDA,phi,MinDet,center.mean,2.0
ttest,phi,mice,lossf,2.0
ROTS,abd,zero,center.median,2.0
ttest,phi,bpca,lossf,2.0
ttest,phi,Impseq,lossf,2.0
DEP,phi,MinDet,center.mean,2.0
limma,phi,MinDet,center.mean,2.0
ttest,phi,MinDet,lossf,2.0
ttest,phi,nbavg,lossf,2.0
ttest,phi,min,lossf,2.0
proDA,phi,knn,center.mean,2.0
DEP,phi,nbavg,center.mean,2.0
limma,phi,nbavg,center.mean,2.0
proDA,phi,nbavg,center.mean,2.0
DEP,phi,min,center.mean,2.0
limma,phi,min,center.mean,2.0
limma,phi,MLE,center.mean,2.0
limma,phi,knn,center.mean,2.0
DEP,phi,knn,center.mean,2.0
DEP,phi,MLE,center.mean,2.0
proDA,phi,min,center.mean,2.0
ROTS,abd,MinDet,center.mean,2.0
ROTS,abd,QRILC,center.mean,2.0
ROTS,abd,MinProb,center.mean,2.0
limma,phi,zero,center.mean,2.0
ROTS,abd,min,center.mean,2.0
ROTS,abd,zero,center.mean,2.0
ROTS,abd,knn,center.mean,2.0
ROTS,abd,knn,center.median,2.0
limma,abd,SeqKNN,quantiles,2.0
ROTS,ratio,min,center.mean,2.0
limma,abd,GMS,quantiles,2.0
limma,abd,Impseq,quantiles,2.0
limma,abd,bpca,quantiles,2.0
limma,abd,Impseqrob,quantiles,2.0
proDA,phi,Impseqrob,quantiles,2.0
proDA,phi,SeqKNN,quantiles,2.0
limma,abd,missForest,quantiles,2.0
proDA,phi,Impseq,quantiles,2.0
limma,abd,No_MVI,quantiles,2.0
proDA,phi,bpca,quantiles,2.0
proDA,phi,missForest,quantiles,2.0
limma,abd,mice,quantiles,2.0
proDA,phi,No_MVI,quantiles,2.0
DEP,abd,Impseq,quantiles,2.0
DEP,abd,bpca,quantiles,2.0
DEP,abd,Impseqrob,quantiles,2.0
proDA,phi,zero,quantiles,2.0
DEP,abd,SeqKNN,quantiles,2.0
DEP,abd,GMS,quantiles,2.0
limma,abd,knn,quantiles,2.0
DEP,abd,missForest,quantiles,2.0
proDA,phi,mice,quantiles,2.0
proDA,phi,MinProb,quantiles,2.0
proDA,phi,QRILC,quantiles,2.0
limma,abd,MinProb,quantiles,2.0
proDA,phi,MLE,quantiles,2.0
DEP,abd,No_MVI,quantiles,2.0
DEP,abd,knn,quantiles,2.0
limma,phi,SeqKNN,quantiles,2.0
limma,phi,Impseqrob,quantiles,2.0
DEP,phi,SeqKNN,quantiles,2.0
limma,abd,QRILC,quantiles,2.0
DEP,abd,mice,quantiles,2.0
limma,abd,missForest,max,2.0
ROTS,phi,GMS,center.median,2.0
limma,phi,Impseq,quantiles,2.0
DEP,phi,Impseqrob,quantiles,2.0
limma,phi,bpca,quantiles,2.0
ROTS,phi,Impseqrob,center.median,2.0
DEP,phi,Impseq,quantiles,2.0
ROTS,phi,No_MVI,center.median,2.0
DEP,phi,bpca,quantiles,2.0
limma,phi,missForest,quantiles,2.0
limma,abd,bpca,max,2.0
limma,abd,MLE,quantiles,2.0
DEP,phi,missForest,quantiles,2.0
limma,abd,No_MVI,max,2.0
limma,phi,No_MVI,quantiles,2.0
ROTS,phi,missForest,center.median,2.0
limma,abd,zero,max,2.0
limma,abd,No_MVI,sum,2.0
DEP,phi,No_MVI,quantiles,2.0
limma,abd,knn,max,2.0
proDA,phi,MinDet,quantiles,2.0
ROTS,phi,Impseq,center.median,2.0
limma,abd,MLE,max,2.0
DEP,abd,MinProb,quantiles,2.0
limma,abd,missForest,sum,2.0
ROTS,phi,bpca,center.median,2.0
limma,abd,nbavg,quantiles,2.0
limma,abd,MLE,sum,2.0
limma,abd,MinDet,quantiles,2.0
proDA,phi,knn,quantiles,2.0
DEP,abd,QRILC,quantiles,2.0
limma,abd,mice,max,2.0
limma,abd,GMS,max,2.0
limma,abd,Impseqrob,max,2.0
limma,abd,SeqKNN,max,2.0
limma,abd,Impseq,max,2.0
limma,phi,mice,quantiles,2.0
limma,abd,min,quantiles,2.0
DEP,phi,mice,quantiles,2.0
DEP,abd,MLE,quantiles,2.0
ROTS,abd,MLE,sum,2.0
DEP,phi,QRILC,quantiles,2.0
limma,abd,bpca,sum,2.0
limma,abd,GMS,sum,2.0
proDA,phi,nbavg,quantiles,2.0
ROTS,phi,SeqKNN,center.median,2.0
limma,phi,MinProb,quantiles,2.0
limma,abd,QRILC,max,2.0
DEP,phi,MinProb,quantiles,2.0
limma,phi,QRILC,quantiles,2.0
ROTS,phi,QRILC,center.median,2.0
proDA,phi,min,quantiles,2.0
DEP,abd,MinDet,quantiles,2.0
ROTS,phi,MinProb,center.median,2.0
limma,abd,MinProb,max,2.0
proDA,ratio,MLE,max,2.0
limma,abd,MinDet,max,2.0
DEP,abd,nbavg,quantiles,2.0
DEP,abd,min,quantiles,2.0
ROTS,phi,MinDet,center.median,2.0
limma,abd,SeqKNN,sum,2.0
proDA,ratio,GMS,sum,2.0
limma,abd,knn,sum,2.0
ROTS,phi,mice,center.median,2.0
limma,abd,nbavg,max,2.0
limma,abd,QRILC,sum,2.0
proDA,ratio,zero,sum,2.0
limma,abd,min,max,2.0
limma,abd,mice,sum,2.0
ROTS,phi,QRILC,quantiles.robust,2.0
limma,abd,MinDet,sum,2.0
proDA,ratio,knn,sum,2.0
limma,abd,MinProb,sum,2.0
proDA,ratio,missForest,sum,2.0
proDA,ratio,MLE,sum,2.0
proDA,ratio,SeqKNN,sum,2.0
limma,abd,nbavg,sum,2.0
DEP,abd,SeqKNN,TIC,2.0
proDA,ratio,No_MVI,sum,2.0
ROTS,abd,MLE,center.median,2.0
proDA,ratio,mice,sum,2.0
limma,phi,MinDet,quantiles,2.0
DEP,phi,MinDet,quantiles,2.0
proDA,ratio,bpca,sum,2.0
proDA,ratio,zero,max,2.0
DEP,abd,No_MVI,TIC,2.0
limma,abd,min,sum,2.0
DEP,phi,nbavg,quantiles,2.0
DEP,phi,MLE,quantiles,2.0
ROTS,phi,min,center.median,2.0
limma,abd,zero,sum,2.0
limma,phi,nbavg,quantiles,2.0
limma,phi,MLE,quantiles,2.0
proDA,ratio,MinProb,sum,2.0
proDA,ratio,GMS,max,2.0
proDA,ratio,QRILC,sum,2.0
proDA,ratio,No_MVI,max,2.0
proDA,ratio,SeqKNN,max,2.0
ROTS,abd,MLE,max,2.0
limma,phi,knn,quantiles,2.0
limma,abd,zero,quantiles,2.0
limma,phi,min,quantiles,2.0
proDA,ratio,mice,max,2.0
proDA,ratio,MinDet,sum,2.0
proDA,ratio,QRILC,max,2.0
limma,abd,missForest,quantiles.robust,2.0
DEP,phi,knn,quantiles,2.0
ROTS,phi,knn,center.median,2.0
proDA,ratio,MinDet,max,2.0
DEP,abd,missForest,quantiles.robust,2.0
proDA,ratio,MinProb,max,2.0
proDA,ratio,knn,max,2.0
SAM,ratio,mice,center.median,2.0
SAM,ratio,mice,No_norm,2.0
proDA,ratio,missForest,max,2.0
limma,abd,SeqKNN,TIC,2.0
proDA,ratio,min,sum,2.0
proDA,ratio,nbavg,sum,2.0
proDA,ratio,Impseqrob,max,2.0
proDA,ratio,bpca,max,2.0
limma,abd,GMS,TIC,2.0
ROTS,phi,nbavg,center.median,2.0
proDA,ratio,Impseq,max,2.0
ROTS,phi,zero,center.median,2.0
limma,abd,bpca,TIC,2.0
limma,abd,Impseq,TIC,2.0
SAM,abd,mice,No_norm,2.0
SAM,ratio,No_MVI,center.median,2.0
SAM,ratio,No_MVI,No_norm,2.0
limma,abd,Impseqrob,TIC,2.0
ROTS,abd,nbavg,center.median,2.0
SAM,abd,No_MVI,No_norm,2.0
limma,abd,No_MVI,TIC,2.0
DEP,phi,MLE,max,2.0
limma,abd,missForest,TIC,2.0
SAM,abd,QRILC,No_norm,2.0
ROTS,abd,knn,quantiles,2.0
DEP,ratio,knn,max,2.0
limma,abd,mice,TIC,2.0
DEP,ratio,MinProb,max,2.0
proDA,abd,SeqKNN,TIC,2.0
DEP,ratio,missForest,max,2.0
SAM,ratio,QRILC,No_norm,2.0
proDA,abd,GMS,TIC,2.0
SAM,abd,MinProb,No_norm,2.0
SAM,ratio,QRILC,center.median,2.0
DEP,abd,mice,quantiles.robust,2.0
proDA,abd,Impseq,TIC,2.0
proDA,abd,Impseqrob,TIC,2.0
proDA,abd,bpca,TIC,2.0
limma,abd,SeqKNN,quantiles.robust,2.0
limma,phi,missForest,quantiles.robust,2.0
SAM,ratio,MinProb,No_norm,2.0
DEP,phi,missForest,quantiles.robust,2.0
proDA,abd,missForest,TIC,2.0
DEP,ratio,mice,max,2.0
ROTS,phi,MinProb,quantiles.robust,2.0
DEP,ratio,MLE,max,2.0
SAM,ratio,MinProb,center.median,2.0
DEP,ratio,SeqKNN,max,2.0
limma,phi,zero,quantiles,2.0
proDA,abd,No_MVI,TIC,2.0
limma,abd,Impseq,quantiles.robust,2.0
DEP,ratio,GMS,max,2.0
limma,abd,bpca,quantiles.robust,2.0
SAM,abd,nbavg,No_norm,2.0
limma,abd,Impseqrob,quantiles.robust,2.0
DEP,ratio,MinDet,max,2.0
SAM,ratio,nbavg,No_norm,2.0
ROTS,phi,MLE,center.median,2.0
ROTS,abd,MLE,center.mean,2.0
DEP,ratio,Impseqrob,max,2.0
SAM,ratio,nbavg,center.median,2.0
DEP,ratio,No_MVI,max,2.0
DEP,ratio,QRILC,max,2.0
limma,abd,knn,TIC,2.0
limma,abd,No_MVI,quantiles.robust,2.0
limma,abd,mice,quantiles.robust,2.0
proDA,abd,zero,TIC,2.0
DEP,ratio,Impseq,max,2.0
DEP,ratio,bpca,max,2.0
proDA,abd,mice,TIC,2.0
DEP,abd,missForest,max,2.0
limma,abd,MinProb,TIC,2.0
proDA,ratio,min,max,2.0
limma,phi,SeqKNN,quantiles.robust,2.0
DEP,phi,SeqKNN,quantiles.robust,2.0
DEP,abd,SeqKNN,quantiles.robust,2.0
proDA,abd,knn,TIC,2.0
DEP,abd,bpca,max,2.0
DEP,abd,No_MVI,max,2.0
ROTS,abd,QRILC,quantiles,2.0
proDA,ratio,nbavg,max,2.0
SAM,ratio,missForest,center.median,2.0
DEP,abd,No_MVI,sum,2.0
DEP,abd,knn,max,2.0
DEP,abd,MLE,max,2.0
SAM,ratio,Impseq,No_norm,2.0
DEP,abd,missForest,sum,2.0
limma,abd,MinDet,TIC,2.0
SAM,abd,SeqKNN,No_norm,2.0
DEP,abd,MLE,sum,2.0
SAM,ratio,Impseqrob,No_norm,2.0
SAM,abd,missForest,No_norm,2.0
ROTS,abd,zero,max,2.0
SAM,ratio,Impseqrob,center.median,2.0
limma,abd,QRILC,TIC,2.0
DEP,abd,zero,max,2.0
SAM,ratio,SeqKNN,No_norm,2.0
DEP,abd,GMS,max,2.0
DEP,abd,mice,max,2.0
proDA,abd,MLE,TIC,2.0
DEP,abd,SeqKNN,max,2.0
proDA,abd,MinProb,TIC,2.0
limma,abd,MLE,TIC,2.0
DEP,abd,Impseqrob,max,2.0
SAM,ratio,GMS,No_norm,2.0
SAM,ratio,missForest,No_norm,2.0
DEP,abd,Impseq,max,3.0
SAM,ratio,GMS,center.median,3.0
DEP,abd,zero,sum,3.0
limma,abd,nbavg,TIC,3.0
ROTS,phi,MinProb,center.mean,3.0
SAM,ratio,SeqKNN,center.median,3.0
DEP,abd,bpca,sum,3.0
SAM,abd,bpca,No_norm,3.0
SAM,ratio,Impseq,center.median,3.0
SAM,abd,GMS,No_norm,3.0
DEP,abd,Impseqrob,TIC,3.0
SAM,ratio,zero,No_norm,3.0
SAM,abd,knn,No_norm,3.0
proDA,abd,QRILC,TIC,3.0
DEP,ratio,min,max,3.0
proDA,abd,MinDet,TIC,3.0
DEP,abd,QRILC,max,3.0
DEP,abd,GMS,sum,3.0
DEP,abd,Impseq,TIC,3.0
SAM,ratio,knn,No_norm,3.0
ROTS,phi,QRILC,center.mean,3.0
SAM,ratio,zero,center.median,3.0
SAM,ratio,bpca,No_norm,3.0
DEP,phi,min,quantiles,3.0
DEP,abd,GMS,TIC,3.0
SAM,abd,MLE,No_norm,3.0
SAM,ratio,knn,center.median,3.0
SAM,ratio,MLE,No_norm,3.0
DEP,phi,MLE,sum,3.0
ROTS,phi,MinDet,center.mean,3.0
SAM,ratio,bpca,center.median,3.0
limma,phi,GMS,TIC,3.0
limma,phi,Impseq,TIC,3.0
SAM,ratio,MLE,center.median,3.0
DEP,abd,MinProb,max,3.0
limma,phi,No_MVI,quantiles.robust,3.0
limma,phi,Impseqrob,TIC,3.0
DEP,abd,MinDet,max,3.0
SAM,abd,Impseq,No_norm,3.0
limma,phi,bpca,TIC,3.0
DEP,phi,No_MVI,quantiles.robust,3.0
proDA,abd,nbavg,TIC,3.0
SAM,abd,Impseqrob,No_norm,3.0
limma,phi,SeqKNN,TIC,3.0
DEP,abd,bpca,TIC,3.0
DEP,phi,GMS,TIC,3.0
ROTS,abd,No_MVI,center.median,3.0
DEP,phi,bpca,quantiles.robust,3.0
DEP,abd,SeqKNN,sum,3.0
DEP,phi,Impseqrob,TIC,3.0
DEP,ratio,nbavg,max,3.0
limma,phi,bpca,quantiles.robust,3.0
ROTS,abd,MinProb,quantiles,3.0
DEP,abd,knn,sum,3.0
limma,abd,nbavg,quantiles.robust,3.0
limma,phi,No_MVI,TIC,3.0
limma,phi,missForest,TIC,3.0
DEP,abd,nbavg,max,3.0
ROTS,abd,min,quantiles,3.0
SAM,abd,MinDet,No_norm,3.0
DEP,abd,min,max,3.0
proDA,abd,min,TIC,3.0
DEP,phi,SeqKNN,TIC,3.0
DEP,abd,QRILC,sum,3.0
limma,abd,min,TIC,3.0
DEP,abd,mice,sum,3.0
ttest,abd,SeqKNN,Rlr,3.0
DEP,abd,MinDet,sum,3.0
ttest,abd,GMS,Rlr,3.0
DEP,abd,MinProb,sum,3.0
limma,abd,knn,quantiles.robust,3.0
SAM,ratio,MinDet,No_norm,3.0
DEP,phi,missForest,TIC,3.0
SAM,ratio,min,No_norm,3.0
SAM,abd,min,No_norm,3.0
DEP,abd,nbavg,sum,3.0
SAM,ratio,MinDet,center.median,3.0
ttest,abd,bpca,Rlr,3.0
ttest,abd,Impseqrob,Rlr,3.0
ROTS,abd,mice,center.median,3.0
SAM,ratio,min,center.median,3.0
ttest,abd,No_MVI,Rlr,3.0
ttest,abd,knn,Rlr,3.0
SAM,abd,zero,No_norm,3.0
limma,phi,mice,TIC,3.0
DEP,phi,Impseq,quantiles.robust,3.0
DEP,abd,min,sum,3.0
ROTS,phi,nbavg,center.mean,3.0
ttest,abd,missForest,Rlr,3.0
ttest,abd,Impseq,Rlr,3.0
ROTS,abd,GMS,center.median,3.0
ttest,abd,QRILC,Rlr,3.0
ttest,abd,zero,Rlr,3.0
ROTS,abd,MinDet,quantiles,3.0
ttest,abd,mice,Rlr,3.0
ttest,abd,MLE,Rlr,3.0
limma,phi,Impseq,quantiles.robust,3.0
proDA,phi,GMS,TIC,3.0
ROTS,abd,Impseq,center.median,3.0
ttest,abd,MinProb,Rlr,3.0
ROTS,abd,Impseqrob,center.median,3.0
ROTS,abd,bpca,center.median,3.0
ttest,abd,nbavg,Rlr,3.0
proDA,phi,Impseqrob,TIC,3.0
proDA,phi,Impseq,TIC,3.0
proDA,phi,bpca,TIC,3.0
ttest,abd,min,Rlr,3.0
ttest,abd,MinDet,Rlr,3.0
DEP,abd,knn,TIC,3.0
DEP,phi,mice,TIC,3.0
ROTS,abd,SeqKNN,center.median,3.0
ROTS,abd,missForest,center.median,3.0
DEP,phi,Impseqrob,quantiles.robust,3.0
limma,abd,MinProb,quantiles.robust,3.0
DEP,abd,No_MVI,quantiles.robust,3.0
DEP,abd,MinProb,TIC,3.0
limma,phi,Impseqrob,quantiles.robust,3.0
proDA,phi,SeqKNN,TIC,3.0
ROTS,phi,No_MVI,quantiles.robust,3.0
ROTS,abd,zero,quantiles,3.0
limma,phi,MinProb,TIC,3.0
ROTS,phi,GMS,center.mean,3.0
limma,phi,No_MVI,sum,3.0
DEP,abd,MinDet,quantiles.robust,3.0
ROTS,phi,No_MVI,center.mean,3.0
limma,phi,missForest,sum,3.0
proDA,phi,No_MVI,TIC,3.0
limma,phi,zero,max,3.0
proDA,phi,missForest,TIC,3.0
ROTS,phi,Impseqrob,center.mean,3.0
ROTS,phi,bpca,center.mean,3.0
ROTS,phi,Impseq,center.mean,3.0
proDA,phi,zero,TIC,3.0
limma,phi,MLE,sum,3.0
limma,phi,QRILC,TIC,3.0
DEP,abd,QRILC,TIC,3.0
DEP,abd,MinDet,TIC,3.0
ROTS,phi,missForest,center.mean,3.0
proDA,phi,mice,TIC,3.0
limma,abd,MinDet,quantiles.robust,3.0
limma,phi,bpca,max,3.0
limma,phi,missForest,max,3.0
limma,phi,MinDet,TIC,3.0
DEP,phi,QRILC,TIC,3.0
DEP,abd,bpca,quantiles.robust,3.0
ROTS,abd,nbavg,center.mean,3.0
DEP,phi,Impseq,TIC,3.0
DEP,phi,mice,quantiles.robust,3.0
proDA,phi,MinProb,TIC,3.0
DEP,phi,bpca,TIC,3.0
limma,phi,mice,quantiles.robust,3.0
DEP,abd,MLE,TIC,3.0
ROTS,phi,SeqKNN,center.mean,3.0
limma,phi,MLE,max,3.0
ttest,phi,SeqKNN,Rlr,3.0
limma,phi,knn,max,3.0
limma,abd,min,quantiles.robust,3.0
DEP,abd,Impseq,quantiles.robust,3.0
limma,phi,No_MVI,max,3.0
limma,phi,GMS,sum,3.0
ttest,phi,GMS,Rlr,3.0
limma,phi,knn,quantiles.robust,3.0
proDA,phi,QRILC,TIC,3.0
limma,abd,zero,TIC,3.0
DEP,ratio,zero,max,3.0
ttest,phi,QRILC,Rlr,3.0
proDA,phi,MLE,TIC,3.0
ttest,phi,No_MVI,Rlr,3.0
DEP,phi,No_MVI,TIC,3.0
ttest,phi,knn,Rlr,3.0
ttest,phi,MLE,Rlr,3.0
ttest,phi,MinProb,Rlr,3.0
ttest,phi,zero,Rlr,3.0
ttest,phi,missForest,Rlr,3.0
proDA,phi,MinDet,TIC,3.0
ttest,ratio,GMS,sum,3.0
ttest,phi,Impseqrob,Rlr,3.0
ttest,phi,mice,Rlr,3.0
ROTS,abd,mice,center.mean,3.0
limma,phi,Impseq,max,3.0
limma,phi,Impseqrob,max,3.0
ttest,phi,Impseq,Rlr,3.0
ROTS,abd,MLE,quantiles,3.0
DEP,phi,nbavg,quantiles.robust,3.0
ttest,phi,MinDet,Rlr,3.0
DEP,abd,nbavg,TIC,3.0
ttest,phi,bpca,Rlr,3.0
limma,phi,SeqKNN,sum,3.0
limma,phi,knn,TIC,3.0
limma,phi,mice,max,3.0
limma,phi,SeqKNN,max,3.0
limma,phi,MLE,TIC,3.0
ttest,phi,min,Rlr,3.0
limma,phi,nbavg,quantiles.robust,3.0
limma,phi,GMS,max,3.0
ttest,phi,nbavg,Rlr,3.0
SAM,phi,MinProb,No_norm,3.0
limma,phi,bpca,sum,3.0
