"logFC","AveExpr","t","pvalue","adj.pvalue","B","contrast","protein","organism","label","TlogFC"
"sp|P27550|ACSA_ECOLI",1.79846286190636,11.5227420852493,85.4388392418864,2.43808748781239e-25,2.12319911150185e-22,48.3391696659081,"conditionB-conditionA","sp|P27550|ACSA_ECOLI","ECOLI","1","2"
"sp|P0A6F3|GLPK_ECOLI",1.84210447717497,11.4490037077957,84.8821039391457,2.74829892600907e-25,2.22239229581062e-22,48.2235521234158,"conditionB-conditionA","sp|P0A6F3|GLPK_ECOLI","ECOLI","1","2"
"sp|P22259|PCKA_ECOLI",1.79548196882427,10.9941679329611,82.9607838727696,4.18035881926976e-25,3.0941003115562e-22,47.8176852338857,"conditionB-conditionA","sp|P22259|PCKA_ECOLI","ECOLI","1","2"
"sp|P69783|PTGA_ECOLI",1.79033919862994,11.6739339029278,82.5601116831333,4.56801628810872e-25,3.0941003115562e-22,47.7316749309847,"conditionB-conditionA","sp|P69783|PTGA_ECOLI","ECOLI","1","2"
"sp|P0A853|TNAA_ECOLI",1.58998778449652,12.1140950671263,82.4836502783822,4.64620663337651e-25,3.0941003115562e-22,47.7152066070244,"conditionB-conditionA","sp|P0A853|TNAA_ECOLI","ECOLI","1","2"
"sp|P09394|GLPQ_ECOLI",1.76082786764798,11.4676558462168,80.4345347861937,7.36558690124574e-25,4.63254496161128e-22,47.2672032366138,"conditionB-conditionA","sp|P09394|GLPQ_ECOLI","ECOLI","1","2"
"sp|P37685|ALDB_ECOLI",1.61811083417068,10.7755358539988,80.1083039365433,7.93474592939427e-25,4.72785571929855e-22,47.194670359771,"conditionB-conditionA","sp|P37685|ALDB_ECOLI","ECOLI","1","2"
"sp|P77674|ABDH_ECOLI",1.83225792950841,11.1492455641699,79.8740090766993,8.37201106074506e-25,4.73897686093474e-22,47.1423692075113,"conditionB-conditionA","sp|P77674|ABDH_ECOLI","ECOLI","1","2"
"sp|P0AEM9|TCYJ_ECOLI",1.71282756350399,11.267888817086,79.3155939290006,9.51985114318799e-25,5.13210641866815e-22,47.017004782777,"conditionB-conditionA","sp|P0AEM9|TCYJ_ECOLI","ECOLI","1","2"
"sp|P0AEX9|MALE_ECOLI",1.81693393773162,11.7183228473794,78.2412036997391,1.22207431390349e-24,6.28868332168248e-22,46.7729455649294,"conditionB-conditionA","sp|P0AEX9|MALE_ECOLI","ECOLI","1","2"
"sp|P0A7Z4|RPOA_ECOLI",1.72240991307445,10.8113295735538,77.3703053532512,1.50007680909809e-24,7.38363893730413e-22,46.5722954845178,"conditionB-conditionA","sp|P0A7Z4|RPOA_ECOLI","ECOLI","1","2"
"sp|P76015|DHAK_ECOLI",1.61696745534701,10.1339924899781,76.6881248821232,1.76416327316055e-24,8.32170517310441e-22,46.4133258931087,"conditionB-conditionA","sp|P76015|DHAK_ECOLI","ECOLI","1","2"
"sp|P23857|PSPE_ECOLI",1.89488256144817,10.6299128547213,75.5846458040881,2.30030915684788e-24,1.04167199858699e-21,46.1527608015163,"conditionB-conditionA","sp|P23857|PSPE_ECOLI","ECOLI","1","2"
"sp|P15288|PEPD_ECOLI",1.65226339419317,10.3049600992042,75.381298717616,2.41660772173988e-24,1.05224676991605e-21,46.1042755180132,"conditionB-conditionA","sp|P15288|PEPD_ECOLI","ECOLI","1","2"
"sp|P15640|PUR2_ECOLI",1.67215405965898,10.6377847775159,73.7141967812507,3.63923436287142e-24,1.5259174897062e-21,45.7011379112338,"conditionB-conditionA","sp|P15640|PUR2_ECOLI","ECOLI","1","2"
"sp|P0AG80|UGPB_ECOLI",1.5770392555489,10.4378522646143,73.1150919881474,4.22556520130397e-24,1.70848655871294e-21,45.5537548596964,"conditionB-conditionA","sp|P0AG80|UGPB_ECOLI","ECOLI","1","2"
"sp|P0A825|GLYA_ECOLI",1.9018480551759,11.1024923055563,72.4867510139683,4.94874814637207e-24,1.93188888845097e-21,45.3977191889623,"conditionB-conditionA","sp|P0A825|GLYA_ECOLI","ECOLI","1","2"
"sp|P13029|KATG_ECOLI",1.62390847223193,10.6909161219217,72.267277018557,5.231180640956e-24,1.97407320120876e-21,45.3428605259893,"conditionB-conditionA","sp|P13029|KATG_ECOLI","ECOLI","1","2"
"sp|P27302|TKT1_ECOLI",1.74012599638888,10.8955677122411,70.7635551325377,7.68656801102264e-24,2.80708504686411e-21,44.9619255429902,"conditionB-conditionA","sp|P27302|TKT1_ECOLI","ECOLI","1","2"
"sp|P0A9G6|ACEA_ECOLI",1.68704631763482,10.6235100428855,70.4996706809215,8.23048833178522e-24,2.91179245012939e-21,44.894147021773,"conditionB-conditionA","sp|P0A9G6|ACEA_ECOLI","ECOLI","1","2"
"sp|P0A9B2|G3P1_ECOLI",1.59199232751061,11.184812948218,70.3584667882315,8.53806942047131e-24,2.92907526997442e-21,44.857763015242,"conditionB-conditionA","sp|P0A9B2|G3P1_ECOLI","ECOLI","1","2"
"sp|P37330|MASZ_ECOLI",1.47287955247862,11.0349743416901,70.2177885337819,8.85658004781713e-24,2.94898066827464e-21,44.8214337105644,"conditionB-conditionA","sp|P37330|MASZ_ECOLI","ECOLI","1","2"
"sp|P0AG67|RS1_ECOLI",1.75812813961086,11.2957846172571,69.8895739225431,9.64940140693006e-24,2.98002743497422e-21,44.7363592094567,"conditionB-conditionA","sp|P0AG67|RS1_ECOLI","ECOLI","1","2"
"sp|P07913|TDH_ECOLI",1.65196497542077,10.569297322114,69.8302196897565,9.80059290171621e-24,2.98002743497422e-21,44.720927041543,"conditionB-conditionA","sp|P07913|TDH_ECOLI","ECOLI","1","2"
"sp|P0A6A3|ACKA_ECOLI",1.6776893430349,10.2165140152727,69.7856057025949,9.91588013626514e-24,2.98002743497422e-21,44.7093177753143,"conditionB-conditionA","sp|P0A6A3|ACKA_ECOLI","ECOLI","1","2"
"sp|P04825|AMPN_ECOLI",1.4108856873334,10.3353866497793,69.7523515181205,1.00027420306528e-23,2.98002743497422e-21,44.700659155552,"conditionB-conditionA","sp|P04825|AMPN_ECOLI","ECOLI","1","2"
"sp|P0AEQ3|GLNH_ECOLI",1.7616438396582,11.5043779228284,69.4033874255667,1.09641788950997e-23,3.18270434029291e-21,44.6095201246314,"conditionB-conditionA","sp|P0AEQ3|GLNH_ECOLI","ECOLI","1","2"
"sp|P0A7W1|RS5_ECOLI",1.93264854232378,12.8308173928826,68.811557560705,1.28241676222726e-23,3.56736319974328e-21,44.4537857307987,"conditionB-conditionA","sp|P0A7W1|RS5_ECOLI","ECOLI","1","2"
"sp|P21367|YCAC_ECOLI",1.71338117584628,10.5525422897323,68.7837031701832,1.29195204654602e-23,3.56736319974328e-21,44.4464196431557,"conditionB-conditionA","sp|P21367|YCAC_ECOLI","ECOLI","1","2"
"sp|P0AFG3|ODO1_ECOLI",1.58688328428267,10.3201372886415,67.7126051023031,1.72167177532073e-23,4.44502223029424e-21,44.1606418710153,"conditionB-conditionA","sp|P0AFG3|ODO1_ECOLI","ECOLI","1","2"
"sp|P0AA04|PTHP_ECOLI",1.67176576040288,11.6780060130371,67.6852136783449,1.73446305818363e-23,4.44502223029424e-21,44.1532683621368,"conditionB-conditionA","sp|P0AA04|PTHP_ECOLI","ECOLI","1","2"
"sp|P0ABT2|DPS_ECOLI",1.76874719446301,11.0997075238641,67.6195243647477,1.76554871376052e-23,4.44502223029424e-21,44.1355720243086,"conditionB-conditionA","sp|P0ABT2|DPS_ECOLI","ECOLI","1","2"
"sp|P0AE08|AHPC_ECOLI",1.69505147937341,11.2097635237335,67.5851560053972,1.78204612183825e-23,4.44502223029424e-21,44.1263058307795,"conditionB-conditionA","sp|P0AE08|AHPC_ECOLI","ECOLI","1","2"
"sp|Q46845|YGHU_ECOLI",1.83598846624865,10.4861632481585,67.4888883633513,1.8291272416806e-23,4.44502223029424e-21,44.1003230663485,"conditionB-conditionA","sp|Q46845|YGHU_ECOLI","ECOLI","1","2"
"sp|P25553|ALDA_ECOLI",1.84672350271913,11.7213827179352,67.4365469244368,1.8552742746837e-23,4.44502223029424e-21,44.0861789095069,"conditionB-conditionA","sp|P25553|ALDA_ECOLI","ECOLI","1","2"
"sp|P33195|GCSP_ECOLI",1.58116379323052,10.6498105345021,67.3786647623221,1.88464859159194e-23,4.44502223029424e-21,44.0705234104774,"conditionB-conditionA","sp|P33195|GCSP_ECOLI","ECOLI","1","2"
"sp|P22256|GABT_ECOLI",1.63012730625713,10.7522855722425,67.0097037353363,2.08379513125473e-23,4.81441728182342e-21,43.9703806838903,"conditionB-conditionA","sp|P22256|GABT_ECOLI","ECOLI","1","2"
"sp|P0A6K6|DEOB_ECOLI",1.56816376811945,10.610530232568,66.7478951577122,2.23848989676835e-23,5.0683888242629e-21,43.8989525960424,"conditionB-conditionA","sp|P0A6K6|DEOB_ECOLI","ECOLI","1","2"
"sp|P0AFG8|ODP1_ECOLI",1.66489690664965,10.815334249503,66.6611894797949,2.29235329300342e-23,5.08857482942974e-21,43.8752291802938,"conditionB-conditionA","sp|P0AFG8|ODP1_ECOLI","ECOLI","1","2"
"sp|P0A7S9|RS13_ECOLI",1.95255502370093,11.9936622641515,66.4007751478209,2.4625015015694e-23,5.36114990370523e-21,43.8037733394568,"conditionB-conditionA","sp|P0A7S9|RS13_ECOLI","ECOLI","1","2"
"sp|P04079|GUAA_ECOLI",1.32742875344889,10.3493467652133,65.6290027032228,3.04962306822934e-23,6.42115356154539e-21,43.590185142471,"conditionB-conditionA","sp|P04079|GUAA_ECOLI","ECOLI","1","2"
"sp|P0ACA3|SSPA_ECOLI",1.67974745367617,11.7323406680029,65.6135058147666,3.06282388767292e-23,6.42115356154539e-21,43.58586823087,"conditionB-conditionA","sp|P0ACA3|SSPA_ECOLI","ECOLI","1","2"
"sp|P0ABH7|CISY_ECOLI",1.72407185864281,11.3063300419963,65.5454124051531,3.12154630972493e-23,6.4252774131629e-21,43.5668864595986,"conditionB-conditionA","sp|P0ABH7|CISY_ECOLI","ECOLI","1","2"
"sp|P0A836|SUCC_ECOLI",1.83552395119345,11.6547392498734,65.4687250687902,3.18910378448609e-23,6.44711499002982e-21,43.5454831744993,"conditionB-conditionA","sp|P0A836|SUCC_ECOLI","ECOLI","1","2"
"sp|P00864|CAPP_ECOLI",1.39271839829147,10.3933852322639,64.7958855564588,3.85231162511776e-23,7.65123156279968e-21,43.3565108277679,"conditionB-conditionA","sp|P00864|CAPP_ECOLI","ECOLI","1","2"
"sp|P76558|MAO2_ECOLI",1.61953683746323,10.4536065704602,64.1931457993886,4.57031600207863e-23,8.92078404474692e-21,43.1853972759135,"conditionB-conditionA","sp|P76558|MAO2_ECOLI","ECOLI","1","2"
"sp|P63284|CLPB_ECOLI",1.48170740641898,10.0233673571591,63.6980032823934,5.2655019399315e-23,1.0103516518977e-20,43.043513756947,"conditionB-conditionA","sp|P63284|CLPB_ECOLI","ECOLI","1","2"
"sp|P02359|RS7_ECOLI",1.73837628102081,11.5601550411544,63.4345189779628,5.68010450188359e-23,1.07174105109707e-20,42.9675216213001,"conditionB-conditionA","sp|P02359|RS7_ECOLI","ECOLI","1","2"
"sp|P62399|RL5_ECOLI",1.60794565285751,10.7325186785466,62.7319973577422,6.9628621757375e-23,1.29223873264794e-20,42.7632159740683,"conditionB-conditionA","sp|P62399|RL5_ECOLI","ECOLI","1","2"
"sp|P27298|OPDA_ECOLI",1.43293826428586,10.6931366375794,62.3876590346462,7.70000960970082e-23,1.40599691599069e-20,42.6621669009711,"conditionB-conditionA","sp|P27298|OPDA_ECOLI","ECOLI","1","2"
"sp|P0A9Q1|ARCA_ECOLI",1.64133142958221,11.1044243158471,62.1646907857689,8.22087664816094e-23,1.47727848466397e-20,42.5964116886624,"conditionB-conditionA","sp|P0A9Q1|ARCA_ECOLI","ECOLI","1","2"
"sp|P0A8V2|RPOB_ECOLI",1.59965358606105,10.40705218028,62.0852527170882,8.41531425800007e-23,1.48859019866904e-20,42.5729229406206,"conditionB-conditionA","sp|P0A8V2|RPOB_ECOLI","ECOLI","1","2"
"sp|P00956|SYI_ECOLI",1.42544439943278,10.1130695768227,61.0393199872104,1.14803357775707e-22,1.99952125135196e-20,42.2605850187764,"conditionB-conditionA","sp|P00956|SYI_ECOLI","ECOLI","1","2"
"sp|P60906|SYH_ECOLI",1.39336508289183,10.5201745460699,60.7471003760398,1.25328208754445e-22,2.12962154806871e-20,42.1722870818646,"conditionB-conditionA","sp|P60906|SYH_ECOLI","ECOLI","1","2"
"sp|P0A6W5|GREA_ECOLI",1.51951552894575,10.6844517062173,60.7284028828601,1.26035371186824e-22,2.12962154806871e-20,42.1666217893623,"conditionB-conditionA","sp|P0A6W5|GREA_ECOLI","ECOLI","1","2"
"sp|P07395|SYFB_ECOLI",1.59646535184373,10.6301962892138,60.2884692806298,1.43947562437849e-22,2.39651522699836e-20,42.0327772281135,"conditionB-conditionA","sp|P07395|SYFB_ECOLI","ECOLI","1","2"
"sp|P0ABP8|DEOD_ECOLI",1.81132252908117,11.3428277680385,60.1527520490078,1.50000372712545e-22,2.4610930717083e-20,41.9912742133041,"conditionB-conditionA","sp|P0ABP8|DEOD_ECOLI","ECOLI","1","2"
"sp|P08200|IDH_ECOLI",1.66973990789459,11.2153248040528,60.0483032021748,1.54841123790067e-22,2.50422337489621e-20,41.9592644555959,"conditionB-conditionA","sp|P08200|IDH_ECOLI","ECOLI","1","2"
"sp|P0AB71|ALF_ECOLI",1.4814330363855,10.4645247245323,59.7290964212566,1.70682865460048e-22,2.69902995287947e-20,41.8610662792525,"conditionB-conditionA","sp|P0AB71|ALF_ECOLI","ECOLI","1","2"
"sp|P0A8T7|RPOC_ECOLI",1.64431905772978,10.2733220635729,59.7105447279158,1.71654585820441e-22,2.69902995287947e-20,41.8553418255645,"conditionB-conditionA","sp|P0A8T7|RPOC_ECOLI","ECOLI","1","2"
"sp|P76621|GLAH_ECOLI",1.71329882626582,10.6735393747215,59.6115256785272,1.76940682247194e-22,2.74403488180888e-20,41.8247553368133,"conditionB-conditionA","sp|P76621|GLAH_ECOLI","ECOLI","1","2"
"sp|P07813|SYL_ECOLI",1.41431100807546,10.1625269197839,59.5306094497315,1.81387728791368e-22,2.77498713195551e-20,41.7997201039155,"conditionB-conditionA","sp|P07813|SYL_ECOLI","ECOLI","1","2"
"sp|P0A6F5|CH60_ECOLI",1.81547881028836,10.7078899259315,59.2503624175292,1.97722809014388e-22,2.98455989446918e-20,41.7127287998828,"conditionB-conditionA","sp|P0A6F5|CH60_ECOLI","ECOLI","1","2"
"sp|P0AES4|GYRA_ECOLI",1.33720450730316,10.0502976378154,59.114979795373,2.06162921739009e-22,3.07101373290436e-20,41.6705461893907,"conditionB-conditionA","sp|P0AES4|GYRA_ECOLI","ECOLI","1","2"
"sp|P45523|FKBA_ECOLI",1.79656574599466,11.3955515557279,58.8009475122334,2.27236918951878e-22,3.34097293435612e-20,41.5722989377053,"conditionB-conditionA","sp|P45523|FKBA_ECOLI","ECOLI","1","2"
"sp|P0AEE5|MGLB_ECOLI",1.91141363868495,11.4545577977032,58.6729979653446,2.36463897493705e-22,3.43206126093107e-20,41.5321073789844,"conditionB-conditionA","sp|P0AEE5|MGLB_ECOLI","ECOLI","1","2"
"sp|Q46851|GPR_ECOLI",1.41080316185838,10.5312803782825,58.5031304533397,2.49328340561317e-22,3.57296980189198e-20,41.4786029894949,"conditionB-conditionA","sp|Q46851|GPR_ECOLI","ECOLI","1","2"
"sp|P09551|ARGT_ECOLI",1.61634359910999,10.7667808844982,58.3465443619405,2.61841369983761e-22,3.7053826869827e-20,41.4291341534609,"conditionB-conditionA","sp|P09551|ARGT_ECOLI","ECOLI","1","2"
"sp|P0A7U3|RS19_ECOLI",1.68923359369969,11.1317060342519,58.0908093629882,2.83721654064956e-22,3.9654479576165e-20,41.3480353002146,"conditionB-conditionA","sp|P0A7U3|RS19_ECOLI","ECOLI","1","2"
"sp|P00445|SODC_YEAST",-0.923729125789656,12.7600284335765,-58.0388306552937,2.88399994714282e-22,3.98167846361022e-20,41.3315050052959,"conditionB-conditionA","sp|P00445|SODC_YEAST","YEAST","1","-1"
"sp|P00350|6PGD_ECOLI",1.59951878193544,10.8046569490911,57.8017260259522,3.10795759317081e-22,4.23917926654057e-20,41.2558992353162,"conditionB-conditionA","sp|P00350|6PGD_ECOLI","ECOLI","1","2"
"sp|P0A7T3|RS16_ECOLI",1.65639303816284,12.3734514589552,57.7311575645037,3.17809874296252e-22,4.2832447463189e-20,41.2333328820556,"conditionB-conditionA","sp|P0A7T3|RS16_ECOLI","ECOLI","1","2"
"sp|P39187|YTFJ_ECOLI",1.55933077885846,10.4189813661926,57.6771986979993,3.23285583819439e-22,4.30578364049396e-20,41.2160580145677,"conditionB-conditionA","sp|P39187|YTFJ_ECOLI","ECOLI","1","2"
"sp|P60624|RL24_ECOLI",1.78857870641071,10.610999454521,57.4702527122298,3.4522618782015e-22,4.50052093831237e-20,41.1496438202399,"conditionB-conditionA","sp|P60624|RL24_ECOLI","ECOLI","1","2"
"sp|P00509|AAT_ECOLI",1.65319852399873,10.6862135935555,57.4645048160272,3.45857540529261e-22,4.50052093831237e-20,41.147795526224,"conditionB-conditionA","sp|P00509|AAT_ECOLI","ECOLI","1","2"
"sp|P08997|MASY_ECOLI",1.62617212168665,10.2456743212701,57.2287563696184,3.72830091262082e-22,4.79637438997504e-20,41.0718174641824,"conditionB-conditionA","sp|P08997|MASY_ECOLI","ECOLI","1","2"
"sp|P0A8N3|SYK1_ECOLI",1.43609281869088,10.4248096416628,57.0686676907864,3.92404226366985e-22,4.99146994011308e-20,41.0200324445205,"conditionB-conditionA","sp|P0A8N3|SYK1_ECOLI","ECOLI","1","2"
"sp|P05055|PNP_ECOLI",1.71432297300185,10.2727557895651,56.8751668470947,4.17519706967036e-22,5.2519340028598e-20,40.9572318583622,"conditionB-conditionA","sp|P05055|PNP_ECOLI","ECOLI","1","2"
"sp|P60785|LEPA_ECOLI",1.2290294996053,10.1217699344415,56.7379903898772,4.36347598503121e-22,5.42845182709213e-20,40.9125729981805,"conditionB-conditionA","sp|P60785|LEPA_ECOLI","ECOLI","1","2"
"sp|P0A9L3|FKBB_ECOLI",1.57795559576326,11.3661144812539,56.7007900531017,4.41606259716147e-22,5.43415702852881e-20,40.9004422778597,"conditionB-conditionA","sp|P0A9L3|FKBB_ECOLI","ECOLI","1","2"
"sp|P77581|ASTC_ECOLI",1.71329855744392,11.3170995482743,56.4894644705594,4.72774729571366e-22,5.75514270266391e-20,40.8313692581395,"conditionB-conditionA","sp|P77581|ASTC_ECOLI","ECOLI","1","2"
"sp|P00448|SODM_ECOLI",1.75592316799921,11.1510895835284,56.1611112320323,5.25888689909527e-22,6.33360197709123e-20,40.72349658023,"conditionB-conditionA","sp|P00448|SODM_ECOLI","ECOLI","1","2"
"sp|P0AEK4|FABI_ECOLI",1.43208052528891,10.7601479595778,56.0020947741909,5.53838489630032e-22,6.60000583273852e-20,40.6710137213697,"conditionB-conditionA","sp|P0AEK4|FABI_ECOLI","ECOLI","1","2"
"sp|P60438|RL3_ECOLI",1.77193566687933,11.581385471128,55.8514788543277,5.8175842520242e-22,6.86050742887145e-20,40.6211568945936,"conditionB-conditionA","sp|P60438|RL3_ECOLI","ECOLI","1","2"
"sp|P68919|RL25_ECOLI",1.84616387264618,12.6206922084464,55.7790113616168,5.95716925772443e-22,6.95269207904106e-20,40.5971177133255,"conditionB-conditionA","sp|P68919|RL25_ECOLI","ECOLI","1","2"
"sp|P0A9P0|DLDH_ECOLI",1.61726978897414,11.1436256987362,55.5681116316626,6.38385699059134e-22,7.37465765209026e-20,40.5269677512278,"conditionB-conditionA","sp|P0A9P0|DLDH_ECOLI","ECOLI","1","2"
"sp|P15254|PUR4_ECOLI",1.42765804774558,10.3321791765176,55.4996439365407,6.52921238503719e-22,7.40072992124478e-20,40.5041329594388,"conditionB-conditionA","sp|P15254|PUR4_ECOLI","ECOLI","1","2"
"sp|P0ACJ8|CRP_ECOLI",1.48691044315127,10.8939946220765,55.4959422222683,6.53716979175407e-22,7.40072992124478e-20,40.50289754022,"conditionB-conditionA","sp|P0ACJ8|CRP_ECOLI","ECOLI","1","2"
"sp|P0ABK5|CYSK_ECOLI",1.65673782697527,11.3333546846288,55.3909247320672,6.76723345025362e-22,7.58533167230904e-20,40.4678121976031,"conditionB-conditionA","sp|P0ABK5|CYSK_ECOLI","ECOLI","1","2"
"sp|P04805|SYE_ECOLI",1.38452825435688,10.4370882037032,55.27767729516,7.02491908127794e-22,7.79697146266152e-20,40.4298979841099,"conditionB-conditionA","sp|P04805|SYE_ECOLI","ECOLI","1","2"
"sp|P0AB77|KBL_ECOLI",1.70655152603904,10.7712421012073,55.110699721831,7.42389716757904e-22,8.15979998389925e-20,40.3738445819052,"conditionB-conditionA","sp|P0AB77|KBL_ECOLI","ECOLI","1","2"
"sp|P0AC38|ASPA_ECOLI",1.66785476246701,10.9704981773159,54.9732776196982,7.7701630552322e-22,8.45827076425805e-20,40.3275772914631,"conditionB-conditionA","sp|P0AC38|ASPA_ECOLI","ECOLI","1","2"
"sp|P0AEK2|FABG_ECOLI",1.72576413444447,10.4144446008422,54.8840817481031,8.00399189813307e-22,8.62982783607281e-20,40.2974810467968,"conditionB-conditionA","sp|P0AEK2|FABG_ECOLI","ECOLI","1","2"
"sp|P16659|SYP_ECOLI",1.67121688468223,10.7049646124423,54.642978395127,8.67394448208606e-22,9.26393636619777e-20,40.215868049726,"conditionB-conditionA","sp|P16659|SYP_ECOLI","ECOLI","1","2"
"sp|P0A705|IF2_ECOLI",1.53257986984924,9.96169236140742,54.3352031393639,9.61616963214954e-22,1.01742669537911e-19,40.1111300093982,"conditionB-conditionA","sp|P0A705|IF2_ECOLI","ECOLI","1","2"
"sp|P0A910|OMPA_ECOLI",1.62345812126095,10.1798194434081,53.9101344570133,1.10986292802743e-21,1.16340353779616e-19,39.9654378443434,"conditionB-conditionA","sp|P0A910|OMPA_ECOLI","ECOLI","1","2"
"sp|P0AGE9|SUCD_ECOLI",1.63536224177266,11.130095297797,53.7330675416843,1.17855723786888e-21,1.2240776596251e-19,39.9043890057399,"conditionB-conditionA","sp|P0AGE9|SUCD_ECOLI","ECOLI","1","2"
"sp|P0A7V8|RS4_ECOLI",1.93622018924328,11.7436302583352,53.6239132019201,1.22312564179562e-21,1.25881867188802e-19,39.8666488098025,"conditionB-conditionA","sp|P0A7V8|RS4_ECOLI","ECOLI","1","2"
"sp|P17169|GLMS_ECOLI",1.6435081312406,10.3341990180875,53.5457296636702,1.25613841388705e-21,1.28114801654191e-19,39.8395668161485,"conditionB-conditionA","sp|P17169|GLMS_ECOLI","ECOLI","1","2"
"sp|P00959|SYM_ECOLI",1.43741912272198,10.4579106401044,53.4682142007676,1.28979761918435e-21,1.30373203989161e-19,39.8126749269428,"conditionB-conditionA","sp|P00959|SYM_ECOLI","ECOLI","1","2"
"sp|P0AAI9|FABD_ECOLI",1.78182860549964,9.86548928538869,53.2785447597192,1.37622989541749e-21,1.37878749079835e-19,39.7467000841286,"conditionB-conditionA","sp|P0AAI9|FABD_ECOLI","ECOLI","1","2"
"sp|P19926|AGP_ECOLI",1.69086136336328,10.54911307237,53.2281164865629,1.40022293929867e-21,1.39051963998248e-19,39.7291172835857,"conditionB-conditionA","sp|P19926|AGP_ECOLI","ECOLI","1","2"
"sp|P09373|PFLB_ECOLI",1.44195207212291,10.7051109733188,53.1708330757766,1.42801344290318e-21,1.40578610322669e-19,39.7091229439374,"conditionB-conditionA","sp|P09373|PFLB_ECOLI","ECOLI","1","2"
"sp|P0A858|TPIS_ECOLI",1.76206465832131,11.8641151820023,52.9147363849782,1.55955811736279e-21,1.52204805574691e-19,39.6194552705862,"conditionB-conditionA","sp|P0A858|TPIS_ECOLI","ECOLI","1","2"
"sp|P21599|KPYK2_ECOLI",1.74304834886801,11.1067868431744,52.6489502625258,1.70967149756806e-21,1.65428983110838e-19,39.5259093292845,"conditionB-conditionA","sp|P21599|KPYK2_ECOLI","ECOLI","1","2"
"sp|P0ACI6|ASNC_ECOLI",1.85825101628852,12.0911101278776,52.4804331354822,1.81267865898259e-21,1.73909619477474e-19,39.4663397305828,"conditionB-conditionA","sp|P0ACI6|ASNC_ECOLI","ECOLI","1","2"
"sp|P22106|ASNB_ECOLI",1.68779359297593,10.2969713527339,52.434646096589,1.84178221872512e-21,1.75216945362917e-19,39.4501194945407,"conditionB-conditionA","sp|P22106|ASNB_ECOLI","ECOLI","1","2"
"sp|Q00955|ACAC_YEAST",-0.713870139167014,11.215203938937,-52.2384781912129,1.97216284669293e-21,1.86057129895089e-19,39.3804568612247,"conditionB-conditionA","sp|Q00955|ACAC_YEAST","YEAST","1","-1"
