"abd","phi","ratio"
"limma|FragPipe||MLE|TIC_nMcc_B.E_HYsps2815_TMT16",0.77425123621314,0.797487631357578,0.538443652046341
"limma|FragPipe||MLE|TIC_nMcc_A.C_HYsps2815_TMT16",0.504039364021256,0.531082066308614,0.515436018012176
"limma|FragPipe||MLE|TIC_nMcc_A.D_HYms2815_TMT16",0.701797424303195,0.686480311448278,0.5
"limma|FragPipe||MLE|TIC_nMcc_A.E_HYms2815_TMT16",0.646007952551413,0.642805685009936,0.5
"limma|FragPipe||MLE|TIC_nMcc_D.E_HYms2815_TMT16",0.560798515570568,0.571597514790279,0.5
"limma|FragPipe||MLE|Rlr_nMcc_B.A_HEqe277_TMT10",0.572345103496396,0.664972296773191,0.5
"limma|FragPipe||MLE|Rlr_nMcc_C.A_HEqe277_TMT10",0.959109667699529,0.940586321319087,0.5
"limma|FragPipe||MLE|Rlr_nMcc_C.B_HEqe277_TMT10",0.934679645389721,0.910487348055325,0.5
"limma|FragPipe||MLE|Rlr_nMcc_B.A_HYqfl683_TMT11",0.95551888897346,0.936390675674968,0.5
"limma|FragPipe||MLE|Rlr_nMcc_C.A_HYqfl683_TMT11",0.964165424657405,0.948060632226137,0.5
"limma|FragPipe||MLE|Rlr_nMcc_C.B_HYqfl683_TMT11",0.569640082356454,0.57824350321185,0.5
"limma|FragPipe||MLE|Rlr_nMcc_A.B_HYms2faims815_TMT16",0.844780773179883,0.826965079282965,0.5
"limma|FragPipe||MLE|Rlr_nMcc_B.D_HYms2faims815_TMT16",0.916666785141771,0.906897413586121,0.5
"limma|FragPipe||MLE|Rlr_nMcc_C.E_HYms2faims815_TMT16",0.893519553227886,0.879916720390089,0.5
"limma|FragPipe||MLE|Rlr_nMcc_B.C_HYsps2815_TMT16",0.904902331612862,0.885351764514442,0.53454066629933
"limma|FragPipe||MLE|Rlr_nMcc_B.E_HYsps2815_TMT16",0.892453329776723,0.887478239515685,0.542832576652778
"limma|FragPipe||MLE|Rlr_nMcc_A.C_HYsps2815_TMT16",0.927889101799889,0.919568948875122,0.528891046077501
"limma|FragPipe||MLE|Rlr_nMcc_A.D_HYms2815_TMT16",0.849987356299108,0.822648404143262,0.5
"limma|FragPipe||MLE|Rlr_nMcc_A.E_HYms2815_TMT16",0.835440401874316,0.803610311422691,0.5
"limma|FragPipe||MLE|Rlr_nMcc_D.E_HYms2815_TMT16",0.567079355363569,0.576259105117443,0.5
"limma|FragPipe||MLE|MBQN_nMcc_B.A_HEqe277_TMT10",0.5,0.5,0.5
"limma|FragPipe||MLE|MBQN_nMcc_C.A_HEqe277_TMT10",0.76589435639449,0.777756735598429,0.76589435639449
"limma|FragPipe||MLE|MBQN_nMcc_C.B_HEqe277_TMT10",0.639480000937498,0.68706415493387,0.639514588444576
"limma|FragPipe||MLE|MBQN_nMcc_B.A_HYqfl683_TMT11",0.755299855713681,0.746971829555867,0.755299855713681
"limma|FragPipe||MLE|MBQN_nMcc_C.A_HYqfl683_TMT11",0.850454954983177,0.829549917629633,0.850690720883481
"limma|FragPipe||MLE|MBQN_nMcc_C.B_HYqfl683_TMT11",0.5,0.5,0.5
"limma|FragPipe||MLE|MBQN_nMcc_A.B_HYms2faims815_TMT16",0.488451428209057,0.496350160564581,0.488451428209057
"limma|FragPipe||MLE|MBQN_nMcc_B.D_HYms2faims815_TMT16",0.773549347293301,0.749386142194382,0.773549347293301
"limma|FragPipe||MLE|MBQN_nMcc_C.E_HYms2faims815_TMT16",0.742420967689003,0.742565002929317,0.742456359412042
"limma|FragPipe||MLE|MBQN_nMcc_B.C_HYsps2815_TMT16",0.514204124186686,0.518889120771916,0.513676376591976
"limma|FragPipe||MLE|MBQN_nMcc_B.E_HYsps2815_TMT16",0.543931465015607,0.55033127257326,0.542625929753107
"limma|FragPipe||MLE|MBQN_nMcc_A.C_HYsps2815_TMT16",0.808236854470992,0.770073710129954,0.809195140884169
"limma|FragPipe||MLE|MBQN_nMcc_A.D_HYms2815_TMT16",0.706961837035624,0.689185477860271,0.706961837035624
"limma|FragPipe||MLE|MBQN_nMcc_A.E_HYms2815_TMT16",0.703039992917747,0.683971497114312,0.703039992917747
"limma|FragPipe||MLE|MBQN_nMcc_D.E_HYms2815_TMT16",0.5,0.5,0.5
"limma|FragPipe||missForest|blank_nMcc_B.A_HEqe277_TMT10",0.61430465285135,0.810244876005252,0.61430465285135
"limma|FragPipe||missForest|blank_nMcc_C.A_HEqe277_TMT10",0.964136075392098,0.944343152291756,0.964003961289876
"limma|FragPipe||missForest|blank_nMcc_C.B_HEqe277_TMT10",0.94569932037856,0.81764636917029,0.94569932037856
"limma|FragPipe||missForest|blank_nMcc_B.A_HYqfl683_TMT11",0.957026060179871,0.914994571194683,0.957026060179871
"limma|FragPipe||missForest|blank_nMcc_C.A_HYqfl683_TMT11",0.966793825815629,0.948630174966793,0.966793825815629
"limma|FragPipe||missForest|blank_nMcc_C.B_HYqfl683_TMT11",0.600649240009646,0.747285133270612,0.600649240009646
"limma|FragPipe||missForest|blank_nMcc_A.B_HYms2faims815_TMT16",0.93203689934965,0.931257191856693,0.93203689934965
"limma|FragPipe||missForest|blank_nMcc_B.D_HYms2faims815_TMT16",0.954955362643511,0.942316722294358,0.954955362643511
"limma|FragPipe||missForest|blank_nMcc_C.E_HYms2faims815_TMT16",0.92941232975709,0.938786436759609,0.92941232975709
"limma|FragPipe||missForest|blank_nMcc_B.C_HYsps2815_TMT16",0.948385744168484,0.932400164933498,0.947868426333347
"limma|FragPipe||missForest|blank_nMcc_B.E_HYsps2815_TMT16",0.920828095162444,0.936736208244508,0.920852804552251
"limma|FragPipe||missForest|blank_nMcc_A.C_HYsps2815_TMT16",0.951837257146094,0.922029651350279,0.952049739041503
"limma|FragPipe||missForest|blank_nMcc_A.D_HYms2815_TMT16",0.931538607965165,0.880646408598051,0.931538607965165
"limma|FragPipe||missForest|blank_nMcc_A.E_HYms2815_TMT16",0.928859699651722,0.84744169105707,0.928859699651722
"limma|FragPipe||missForest|blank_nMcc_D.E_HYms2815_TMT16",0.580460066113816,0.622460365122456,0.580460066113816
"limma|FragPipe||missForest|sum_nMcc_B.A_HEqe277_TMT10",0.5,0.5,0.870366643169671
"limma|FragPipe||missForest|sum_nMcc_C.A_HEqe277_TMT10",0.5,0.5,0.827043207490226
"limma|FragPipe||missForest|sum_nMcc_C.B_HEqe277_TMT10",0.5,0.5,0.843249885082365
"limma|FragPipe||missForest|sum_nMcc_B.A_HYqfl683_TMT11",0.5,0.5,0.920524214260424
"limma|FragPipe||missForest|sum_nMcc_C.A_HYqfl683_TMT11",0.5,0.5,0.913038500927904
"limma|FragPipe||missForest|sum_nMcc_C.B_HYqfl683_TMT11",0.5,0.5,0.5
"limma|FragPipe||missForest|sum_nMcc_A.B_HYms2faims815_TMT16",0.5,0.5,0.389366702982165
"limma|FragPipe||missForest|sum_nMcc_B.D_HYms2faims815_TMT16",0.5,0.5,0.339586770932454
"limma|FragPipe||missForest|sum_nMcc_C.E_HYms2faims815_TMT16",0.5,0.5,0.456209687493653
"limma|FragPipe||missForest|sum_nMcc_B.C_HYsps2815_TMT16",0.5,0.5,0.330328680107238
"limma|FragPipe||missForest|sum_nMcc_B.E_HYsps2815_TMT16",0.5,0.5,0.403798959099693
"limma|FragPipe||missForest|sum_nMcc_A.C_HYsps2815_TMT16",0.5,0.5,0.370509545953064
