"abd","phi","ratio"
"limma|FragPipe||MLE|blank_pauc01_B.A_HEqe277_TMT10",0.925595915511791,0.923075553998696,0.925508309300225
"limma|FragPipe||MLE|blank_pauc01_C.A_HEqe277_TMT10",0.9575198066503,0.935046620296374,0.957493771069352
"limma|FragPipe||MLE|blank_pauc01_C.B_HEqe277_TMT10",0.954983706511245,0.808945441881884,0.954934801838925
"limma|FragPipe||MLE|blank_pauc01_B.A_HYqfl683_TMT11",0.961453185437841,0.926514771354315,0.961392026107695
"limma|FragPipe||MLE|blank_pauc01_C.A_HYqfl683_TMT11",0.963529735819216,0.944655966536061,0.963482719584166
"limma|FragPipe||MLE|blank_pauc01_C.B_HYqfl683_TMT11",0.926230189346228,0.92648782302447,0.925975995880308
"limma|FragPipe||MLE|blank_pauc01_A.B_HYms2faims815_TMT16",0.945147887696268,0.935629765310965,0.945147887696268
"limma|FragPipe||MLE|blank_pauc01_B.D_HYms2faims815_TMT16",0.942809521258949,0.935234061722044,0.942809521258949
"limma|FragPipe||MLE|blank_pauc01_C.E_HYms2faims815_TMT16",0.939310340675488,0.500061088892881,0.939193995429647
"limma|FragPipe||MLE|blank_pauc01_B.C_HYsps2815_TMT16",0.941641984479562,0.945144962518389,0.940930646913305
"limma|FragPipe||MLE|blank_pauc01_B.E_HYsps2815_TMT16",0.928842983227954,0.938523433222974,0.928159557837305
"limma|FragPipe||MLE|blank_pauc01_A.C_HYsps2815_TMT16",0.935349057615171,0.935227681942451,0.934915150157989
"limma|FragPipe||MLE|blank_pauc01_A.D_HYms2815_TMT16",0.8999994082553,0.677999718737713,0.8999994082553
"limma|FragPipe||MLE|blank_pauc01_A.E_HYms2815_TMT16",0.902611108592574,0.772759002643394,0.902611108592574
"limma|FragPipe||MLE|blank_pauc01_D.E_HYms2815_TMT16",0.789673874451433,0.84544455873698,0.789673874451433
"limma|FragPipe||MLE|sum_pauc01_B.A_HEqe277_TMT10",0.923410498229261,0.914654873089537,0.891113711896247
"limma|FragPipe||MLE|sum_pauc01_C.A_HEqe277_TMT10",0.956187347837275,0.93321835958239,0.930966596133854
"limma|FragPipe||MLE|sum_pauc01_C.B_HEqe277_TMT10",0.953948921173718,0.790729565577896,0.918362879292442
"limma|FragPipe||MLE|sum_pauc01_B.A_HYqfl683_TMT11",0.960427237674637,0.922707029683987,0.945812451244546
"limma|FragPipe||MLE|sum_pauc01_C.A_HYqfl683_TMT11",0.962605465442379,0.942305345906469,0.954813957904645
"limma|FragPipe||MLE|sum_pauc01_C.B_HYqfl683_TMT11",0.923804266291393,0.918296868611717,0.873156313768158
"limma|FragPipe||MLE|sum_pauc01_A.B_HYms2faims815_TMT16",0.940067666048973,0.935426485513399,0.763694155493025
"limma|FragPipe||MLE|sum_pauc01_B.D_HYms2faims815_TMT16",0.938864033392279,0.929429688234186,0.797290942904085
"limma|FragPipe||MLE|sum_pauc01_C.E_HYms2faims815_TMT16",0.936027847706028,0.935829671528912,0.886330175801213
"limma|FragPipe||MLE|sum_pauc01_B.C_HYsps2815_TMT16",0.936390689259458,0.941094313761189,0.758101667562182
"limma|FragPipe||MLE|sum_pauc01_B.E_HYsps2815_TMT16",0.92255682295159,0.931285721505422,0.558109470284
"limma|FragPipe||MLE|sum_pauc01_A.C_HYsps2815_TMT16",0.932449151734181,0.928969433841694,0.846232247486265
"limma|FragPipe||MLE|sum_pauc01_A.D_HYms2815_TMT16",0.893478181069064,0.900451741915865,0.658683913651009
"limma|FragPipe||MLE|sum_pauc01_A.E_HYms2815_TMT16",0.89643916122295,0.777148945952246,0.704057944443397
"limma|FragPipe||MLE|sum_pauc01_D.E_HYms2815_TMT16",0.780130235987786,0.832952477083433,0.563141657914108
"limma|FragPipe||MLE|max_pauc01_B.A_HEqe277_TMT10",0.923433250043243,0.914927730668961,0.83493781783815
"limma|FragPipe||MLE|max_pauc01_C.A_HEqe277_TMT10",0.956257596994877,0.933528863204536,0.925192575106412
"limma|FragPipe||MLE|max_pauc01_C.B_HEqe277_TMT10",0.954043094919217,0.790652678519927,0.902035333182443
"limma|FragPipe||MLE|max_pauc01_B.A_HYqfl683_TMT11",0.960518212178229,0.922786536813177,0.946767110163549
"limma|FragPipe||MLE|max_pauc01_C.A_HYqfl683_TMT11",0.962649997079642,0.942413330348758,0.956206861648727
"limma|FragPipe||MLE|max_pauc01_C.B_HYqfl683_TMT11",0.923959458091639,0.918647005776805,0.84410945440679
"limma|FragPipe||MLE|max_pauc01_A.B_HYms2faims815_TMT16",0.939873036455559,0.935261266614101,0.880764807454068
