"blank","center.mean","center.median","div.mean","div.median","lossf","max","MBQN","quantiles","quantiles.robust","Rlr","sum","TIC","vsn"
"limma|FragPipe|abd|MLE|_pauc005_B.A_HEqe277_TMT10",0.909594931606678,0.764742159536777,0.76178276042512,0.753744202817349,0.751151830700372,0.902994268915849,0.906018811228187,0.509641873492024,0.758489490982951,0.748179020828766,0.855002671456292,0.906012375526071,0.748749960851002,0.834000571205129
"limma|FragPipe|abd|MLE|_pauc005_C.A_HEqe277_TMT10",0.94939165885835,0.852760048667803,0.864117965907855,0.8411777045997,0.854711785033947,0.947116583310612,0.947240315168765,0.882477131728968,0.819863372238067,0.808583981533777,0.929821817713967,0.947131758403669,0.838409529943814,0.906193699604864
"limma|FragPipe|abd|MLE|_pauc005_C.B_HEqe277_TMT10",0.94703919947764,0.864847924450415,0.87977189714278,0.857354948004555,0.874467607913698,0.946302476134561,0.945366191176151,0.819095055448236,0.815000120577998,0.799153346820152,0.938230240790149,0.945254252010796,0.857392565780417,0.905045100467983
"limma|FragPipe|abd|MLE|_pauc005_B.A_HYqfl683_TMT11",0.954010163567257,0.892526630164112,0.901053563945095,0.891437788262839,0.902193616984191,0.95197698828453,0.952767502030196,0.868151990783634,0.872169364879096,0.841614192941519,0.952129131919444,0.952654651304666,0.881942870865846,0.916070718000264
"limma|FragPipe|abd|MLE|_pauc005_C.A_HYqfl683_TMT11",0.957822506889108,0.871973831443773,0.879655502117199,0.865933896737787,0.877143921696047,0.955029916988049,0.956753032109048,0.949685708867177,0.857055002773223,0.830168782971593,0.950226870927225,0.956691206299022,0.86506293495016,0.909121273486545
"limma|FragPipe|abd|MLE|_pauc005_C.B_HYqfl683_TMT11",0.912329884049045,0.806984104211798,0.819257644835899,0.807949108270699,0.823704820044434,0.909999684166946,0.909187300937652,0.549851896305664,0.776079765425428,0.755945035812042,0.87986611956039,0.908995208735605,0.801862245540236,0.829706584994399
"limma|FragPipe|abd|MLE|_pauc005_A.B_HYms2faims815_TMT16",0.922277387812379,0.811993743696818,0.816744750773104,0.790966982704848,0.801742781560783,0.823027603427812,0.91303075430238,0.488383653265437,0.755908446090208,0.645108477942833,0.836502784104138,0.913344880921148,0.790966982704848,0.872830806936078
"limma|FragPipe|abd|MLE|_pauc005_B.D_HYms2faims815_TMT16",0.920116766435371,0.764930715484522,0.748913292152825,0.730515350382579,0.719729184589668,0.872277903630707,0.913975831247978,0.827846223161349,0.746598801831566,0.646275626478216,0.846820600341061,0.913511409328274,0.730515350382579,0.818008455105229
"limma|FragPipe|abd|MLE|_pauc005_C.E_HYms2faims815_TMT16",0.915414559818507,0.725796371241665,0.746326362099207,0.691654170714829,0.721689631370601,0.869182487961036,0.91054774647064,0.659899484201901,0.693514993759947,0.64160327326848,0.855801975118947,0.910114779354833,0.69203218463626,0.754151208130807
"limma|FragPipe|abd|MLE|_pauc005_A.C_HYsps2815_TMT16",0.909177410563504,0.819937058694637,0.84490919518099,0.792937162020653,0.831636077324122,0.885882750829055,0.900939298386476,0.514508703336792,0.768501100066662,0.556318280288353,0.879852549757452,0.900164610808602,0.807205003108193,0.878768399216288
"limma|FragPipe|abd|MLE|_pauc005_B.C_HYsps2815_TMT16",0.90634233217429,0.797508205043731,0.841770062219156,0.780390494047731,0.839061952239481,0.900425913340687,0.897627508991063,0.519683812089226,0.758330029064176,0.571406982016019,0.872483540206852,0.896332379705287,0.769697333065901,0.857511054492987
"limma|FragPipe|abd|MLE|_pauc005_B.E_HYsps2815_TMT16",0.90785668156189,0.748573498329425,0.735848018659257,0.706097285719304,0.691443811353685,0.892713599753748,0.904099858877059,0.889357719097254,0.725971679194045,0.560283210119892,0.871885217673302,0.903312809263368,0.681395473475758,0.799172135064719
"limma|FragPipe|abd|MLE|_pauc005_A.D_HYms2815_TMT16",0.862831135422243,0.739712787130293,0.76727193997243,0.71962417806764,0.753329653046478,0.825593410219666,0.852881607927686,0.686107249383312,0.731128952912459,0.7123143903125,0.808672723992754,0.852836166255151,0.71962417806764,0.789592840659606
"limma|FragPipe|abd|MLE|_pauc005_A.E_HYms2815_TMT16",0.865251759569967,0.727866191962433,0.747689266520589,0.704671882784329,0.72913087829567,0.830252387935461,0.855140743120864,0.755322001646064,0.721341647302651,0.707010663059477,0.806448861065555,0.854766948717753,0.704671882784329,0.774327370408656
"limma|FragPipe|abd|MLE|_pauc005_D.E_HYms2815_TMT16",0.749286703165613,0.622196170930757,0.610174479246576,0.620395659176902,0.60820825146503,0.748613735815602,0.735440078900425,0.491024614751912,0.618557714539908,0.616352816181692,0.708881864404395,0.736512111476143,0.620395659176902,0.648447402192419
"limma|FragPipe|abd|missForest|_pauc005_B.A_HEqe277_TMT10",0.909944507244343,0.76639744223258,0.763484153463924,0.755742342058408,0.75321184044132,0.903357099905883,0.906299331050817,0.509705613775524,0.760251401561539,0.759705646708805,0.855929494835596,0.906260936237056,0.75078904541845,0.834843245950942
"limma|FragPipe|abd|missForest|_pauc005_C.A_HEqe277_TMT10",0.949632540606584,0.854690622178267,0.865850303338226,0.843481027760419,0.856751463806845,0.947354722572148,0.947439785367872,0.882488366782804,0.822275343580105,0.822512294430739,0.930386637420057,0.947319161661308,0.840705402682339,0.9072363016309
"limma|FragPipe|abd|missForest|_pauc005_C.B_HEqe277_TMT10",0.947038970937082,0.864847467369299,0.879770982980548,0.85735426238288,0.874466465210907,0.946302476134561,0.945366191176152,0.819094369826562,0.81499874933465,0.815208366734536,0.938230240790149,0.945242596442333,0.857391880158743,0.905044186305751
"limma|FragPipe|abd|missForest|_pauc005_B.A_HYqfl683_TMT11",0.954617620772996,0.895644364234767,0.90309865745626,0.89555106685277,0.904472605728467,0.952546269914801,0.95342244592737,0.868374712677583,0.874877968514126,0.87220586445369,0.952716477114692,0.953112199543323,0.886573661281266,0.916900897099952
"limma|FragPipe|abd|missForest|_pauc005_C.A_HYqfl683_TMT11",0.959226623177051,0.876060294019716,0.883663378874374,0.871062273190526,0.881894080618175,0.956330121221791,0.958097929699436,0.950670080047292,0.859501777827238,0.851890499190529,0.951681453463713,0.957467008481458,0.870341592814619,0.910523527551294
"limma|FragPipe|abd|missForest|_pauc005_C.B_HYqfl683_TMT11",0.913606996715187,0.812903739299479,0.825566298348715,0.815050323974693,0.830788344628089,0.91116059410581,0.91025015318648,0.551077631025205,0.778831394175492,0.775637859861597,0.881614188472183,0.909898565447536,0.808858804300752,0.832645353596705
"limma|FragPipe|abd|missForest|_pauc005_A.B_HYms2faims815_TMT16",0.922277387812379,0.811993743696818,0.816744750773104,0.790966982704848,0.801742781560783,0.823027603427812,0.91303075430238,0.488383653265437,0.755908446090208,0.759552719431308,0.836502784104138,0.913344880921148,0.790966982704848,0.872830806936078
"limma|FragPipe|abd|missForest|_pauc005_B.D_HYms2faims815_TMT16",0.920116766435371,0.764930715484522,0.748913292152825,0.730515350382579,0.719729184589668,0.872277903630707,0.913975831247978,0.827846223161349,0.746598801831566,0.748907813690196,0.846820600341061,0.913511409328274,0.730515350382579,0.818008455105229
"limma|FragPipe|abd|missForest|_pauc005_C.E_HYms2faims815_TMT16",0.915998395366724,0.729263563813773,0.749227755907755,0.695821932231181,0.725606900718727,0.870160182830289,0.911016601730871,0.660338856904781,0.695131814507953,0.694226772481571,0.857009596850555,0.910581544370861,0.696042644038447,0.755501354174821
"limma|FragPipe|abd|missForest|_pauc005_A.C_HYsps2815_TMT16",0.912393960774642,0.836236814987402,0.857509844043647,0.813838042290318,0.846993846487621,0.889611140831506,0.902740859072895,0.514926093740562,0.782215658496288,0.786032115126815,0.884951477464163,0.899741005047934,0.82487857647861,0.886503325027076
"limma|FragPipe|abd|missForest|_pauc005_B.C_HYsps2815_TMT16",0.908674224197263,0.81419082388745,0.851584299623882,0.802125013353574,0.850273082522049,0.902986451517795,0.899666420765171,0.519847873964571,0.771051388055739,0.761830957607592,0.877542497331088,0.89584407929051,0.789057105291271,0.864320887956791
"limma|FragPipe|abd|missForest|_pauc005_B.E_HYsps2815_TMT16",0.91441845017363,0.767098421069277,0.75542728725922,0.726438861130968,0.712330893788582,0.899415883505943,0.912473489871733,0.891332760352973,0.735417922829785,0.701723442921751,0.879340349406761,0.90438171329369,0.707184578277904,0.806448841414551
