"abd","phi","ratio"
"limma|FragPipe||MLE|blank_pauc001_B.A_HEqe277_TMT10",0.847707374600007,0.795846675529967,0.84755809167777
"limma|FragPipe||MLE|blank_pauc001_C.A_HEqe277_TMT10",0.910856148639919,0.85650932680821,0.910804640880971
"limma|FragPipe||MLE|blank_pauc001_C.B_HEqe277_TMT10",0.913649271977511,0.703962469859496,0.913548481594801
"limma|FragPipe||MLE|blank_pauc001_B.A_HYqfl683_TMT11",0.915075842571231,0.877503201633308,0.914955406327507
"limma|FragPipe||MLE|blank_pauc001_C.A_HYqfl683_TMT11",0.924154728077297,0.891443879323526,0.924085385997577
"limma|FragPipe||MLE|blank_pauc001_C.B_HYqfl683_TMT11",0.862987349639729,0.860859464750092,0.862593194660269
"limma|FragPipe||MLE|blank_pauc001_A.B_HYms2faims815_TMT16",0.787503896756137,0.740783209562804,0.787503896756137
"limma|FragPipe||MLE|blank_pauc001_B.D_HYms2faims815_TMT16",0.782895380956302,0.776748958835521,0.782895380956302
"limma|FragPipe||MLE|blank_pauc001_C.E_HYms2faims815_TMT16",0.787831861204904,0.500208458641256,0.787567573560468
"limma|FragPipe||MLE|blank_pauc001_B.C_HYsps2815_TMT16",0.75906572730911,0.780910248285634,0.756505477475969
"limma|FragPipe||MLE|blank_pauc001_B.E_HYsps2815_TMT16",0.794340140362561,0.774524387095117,0.792773454215283
"limma|FragPipe||MLE|blank_pauc001_A.C_HYsps2815_TMT16",0.777421545112314,0.771100289536117,0.776615993858752
"limma|FragPipe||MLE|blank_pauc001_A.D_HYms2815_TMT16",0.707206262119111,0.516994948020184,0.707206262119111
"limma|FragPipe||MLE|blank_pauc001_A.E_HYms2815_TMT16",0.697273824052384,0.527581443215841,0.697273824052384
"limma|FragPipe||MLE|blank_pauc001_D.E_HYms2815_TMT16",0.641279043110607,0.663902278120025,0.641279043110607
"limma|FragPipe||MLE|sum_pauc001_B.A_HEqe277_TMT10",0.838571772149296,0.759551658837027,0.727097381343027
"limma|FragPipe||MLE|sum_pauc001_C.A_HEqe277_TMT10",0.905253089832215,0.849798761604416,0.809366424932304
"limma|FragPipe||MLE|sum_pauc001_C.B_HEqe277_TMT10",0.908511067559057,0.634091798908822,0.753345384154308
"limma|FragPipe||MLE|sum_pauc001_B.A_HYqfl683_TMT11",0.912030447917427,0.870463155750165,0.848736648985458
"limma|FragPipe||MLE|sum_pauc001_C.A_HYqfl683_TMT11",0.921861877467611,0.885921512590463,0.893069586134644
"limma|FragPipe||MLE|sum_pauc001_C.B_HYqfl683_TMT11",0.857004770472315,0.847158377631244,0.644727350884091
"limma|FragPipe||MLE|sum_pauc001_A.B_HYms2faims815_TMT16",0.761849660290608,0.754730824818085,0.526337004065508
"limma|FragPipe||MLE|sum_pauc001_B.D_HYms2faims815_TMT16",0.767251947512527,0.762295893460259,0.537778752621419
"limma|FragPipe||MLE|sum_pauc001_C.E_HYms2faims815_TMT16",0.776420003308088,0.778583362857567,0.61449891504647
"limma|FragPipe||MLE|sum_pauc001_B.C_HYsps2815_TMT16",0.732516605308494,0.76786193311829,0.52330147892271
"limma|FragPipe||MLE|sum_pauc001_B.E_HYsps2815_TMT16",0.773577511060229,0.749758228630345,0.498300069670579
"limma|FragPipe||MLE|sum_pauc001_A.C_HYsps2815_TMT16",0.76833436167301,0.760387871111557,0.565811595925296
"limma|FragPipe||MLE|sum_pauc001_A.D_HYms2815_TMT16",0.687008196007823,0.624214029229387,0.514651180978712
"limma|FragPipe||MLE|sum_pauc001_A.E_HYms2815_TMT16",0.679779958707641,0.528181782990963,0.520173107351123
"limma|FragPipe||MLE|sum_pauc001_D.E_HYms2815_TMT16",0.624520187519375,0.62976039906563,0.50326291790486
"limma|FragPipe||MLE|max_pauc001_B.A_HEqe277_TMT10",0.838418010291498,0.758617628781499,0.60211933400961
"limma|FragPipe||MLE|max_pauc001_C.A_HEqe277_TMT10",0.905424588274834,0.850280023230411,0.797219775638508
"limma|FragPipe||MLE|max_pauc001_C.B_HEqe277_TMT10",0.908680147376472,0.63369585383896,0.685297184916979
"limma|FragPipe||MLE|max_pauc001_B.A_HYqfl683_TMT11",0.91227679477959,0.870412061586161,0.874748500838835
"limma|FragPipe||MLE|max_pauc001_C.A_HYqfl683_TMT11",0.921984138502907,0.886211654450344,0.905258098957834
"limma|FragPipe||MLE|max_pauc001_C.B_HYqfl683_TMT11",0.857210971919903,0.84739742532712,0.61375405041686
