"protein","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"sp|P29703|FNTA_YEAST","sp|P29703|FNTA_YEAST","0.498782202068824","0.00123047637641546","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P32832|RSC7_YEAST","sp|P32832|RSC7_YEAST","0.568693175028814","0.00123047637641546","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P53971|FAP1_YEAST","sp|P53971|FAP1_YEAST","0.627757783615187","0.00124170245997657","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P61081|UBC12_HUMAN","sp|P61081|UBC12_HUMAN","-0.509035206400021","0.00124951190941039","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|Q12315|GLE1_YEAST","sp|Q12315|GLE1_YEAST","0.800570313363426","0.00125390472471691","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q06325|YPS7_YEAST","sp|Q06325|YPS7_YEAST","0.565111873250414","0.00126610698945724","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P53275|YG37_YEAST","sp|P53275|YG37_YEAST","0.523821866815267","0.00127001171417415","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q96VH4|HBN1_YEAST","sp|Q96VH4|HBN1_YEAST","0.512091167327775","0.00127001171417415","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q12001|ALG6_YEAST","sp|Q12001|ALG6_YEAST","0.594686584318243","0.00127684498242874","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P15436|DPOD_YEAST","sp|P15436|DPOD_YEAST","0.531679288310928","0.00129197579070676","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P33315|TKT2_YEAST","sp|P33315|TKT2_YEAST","0.467307151764603","0.00129441624365482","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P06182|CCHL_YEAST","sp|P06182|CCHL_YEAST","0.505393464752387","0.00129588051542366","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38881|NVJ1_YEAST","sp|P38881|NVJ1_YEAST","0.462354628084919","0.00130417805544709","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P22135|ATP12_YEAST","sp|P22135|ATP12_YEAST","0.473202912971541","0.00130759468957439","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P39723|SPC72_YEAST","sp|P39723|SPC72_YEAST","0.706505900196641","0.00131247559547052","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q03337|TRS31_YEAST","sp|Q03337|TRS31_YEAST","0.443596773172819","0.00131882077313549","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P07277|ERG12_YEAST","sp|P07277|ERG12_YEAST","0.468219252032728","0.00133443967200312","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q8WVJ2|NUDC2_HUMAN","sp|Q8WVJ2|NUDC2_HUMAN","-0.505122852759927","0.00134371339320578","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|P47096|3HAO_YEAST","sp|P47096|3HAO_YEAST","0.525149809257341","0.00135982038266302","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38122|PANB_YEAST","sp|P38122|PANB_YEAST","1.08696512587624","0.00136079656384225","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P24309|DBR1_YEAST","sp|P24309|DBR1_YEAST","0.780648894257044","0.00136811792268645","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P31755|OCH1_YEAST","sp|P31755|OCH1_YEAST","0.584719422698562","0.00138129636860601","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P02795|MT2_HUMAN","sp|P02795|MT2_HUMAN","-0.552325392359356","0.00139789144865287","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|P24171|DCP_ECOLI","sp|P24171|DCP_ECOLI","-1.2787744992536","0.00140326044513862","0.000287273771904625","conditionB-conditionA","ECOLI","1","2"
"sp|P0ACQ4|OXYR_ECOLI","sp|P0ACQ4|OXYR_ECOLI","-1.01922551595829","0.00140521280749707","0.000287273771904625","conditionB-conditionA","ECOLI","1","2"
"sp|O15523|DDX3Y_HUMAN","sp|O15523|DDX3Y_HUMAN","-0.927395951788601","0.00140814135103475","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|Q06152|YL271_YEAST","sp|Q06152|YL271_YEAST","0.550382558965476","0.00140911753221398","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q12692|H2AZ_YEAST","sp|Q12692|H2AZ_YEAST","0.648994273233466","0.00141253416634127","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P04995|EX1_ECOLI","sp|P04995|EX1_ECOLI","-1.12815981036001","0.00142327215931277","0.000287273771904625","conditionB-conditionA","ECOLI","1","2"
"sp|O60828|PQBP1_HUMAN","sp|O60828|PQBP1_HUMAN","-0.430275294201687","0.00142961733697774","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|P25043|PSB2_YEAST","sp|P25043|PSB2_YEAST","0.542215245266709","0.00143303397110504","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P36680|ZAPD_ECOLI","sp|P36680|ZAPD_ECOLI","-1.21030781220328","0.00144377196407653","0.000287273771904625","conditionB-conditionA","ECOLI","1","2"
"sp|P53632|PAP2_YEAST","sp|P53632|PAP2_YEAST","0.448211881133306","0.00144426005466615","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P48562|CLA4_YEAST","sp|P48562|CLA4_YEAST","0.48362384818644","0.00144718859820383","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P48836|VATG_YEAST","sp|P48836|VATG_YEAST","0.527673500574686","0.001460855134713","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q96K21|ANCHR_HUMAN","sp|Q96K21|ANCHR_HUMAN","-0.453854966715847","0.00146183131589223","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|P32432|SFP1_YEAST","sp|P32432|SFP1_YEAST","0.523779613402674","0.00147012885591566","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q08913|FEX1_YEAST;sp|Q08991|FEX2_YEAST","sp|Q08913|FEX1_YEAST;sp|Q08991|FEX2_YEAST","0.623088645022642","0.00150283092541976","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P53177|TYW3_YEAST","sp|P53177|TYW3_YEAST","0.443412053013505","0.00150380710659898","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q08023|FMP25_YEAST","sp|Q08023|FMP25_YEAST","0.52146364147848","0.0015042951971886","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P28708|PRR1_YEAST","sp|P28708|PRR1_YEAST","0.594454089025001","0.00152040218664584","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P01119|RAS1_YEAST","sp|P01119|RAS1_YEAST","0.473477962158498","0.0015335806325654","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P61956|SUMO2_HUMAN","sp|P61956|SUMO2_HUMAN","-0.478139599106301","0.00153894962905115","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|P13433|RPOM_YEAST","sp|P13433|RPOM_YEAST","0.797787960186531","0.00153992581023038","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P40459|PANC_YEAST","sp|P40459|PANC_YEAST","0.468327220983273","0.00154090199140961","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P32467|HXT4_YEAST","sp|P32467|HXT4_YEAST","0.665954409281429","0.00156433033971105","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38703|LAG1_YEAST","sp|P38703|LAG1_YEAST","0.465315819917883","0.00161167512690355","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38624|PSB1_YEAST","sp|P38624|PSB1_YEAST","0.456261994666498","0.0016204607575166","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q13232|NDK3_HUMAN","sp|Q13232|NDK3_HUMAN","0.461576962529373","0.00163461538461538","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|P33418|XPOT_YEAST","sp|P33418|XPOT_YEAST","0.465581485378905","0.00165169855525185","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38784|VMA22_YEAST","sp|P38784|VMA22_YEAST","0.537016453119702","0.00165413900819992","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P35169|TOR1_YEAST","sp|P35169|TOR1_YEAST","0.479120739096167","0.00167805544709098","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P36102|PAN3_YEAST","sp|P36102|PAN3_YEAST","1.23037920928604","0.00168488871534557","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q63HQ0|AP1AR_HUMAN","sp|Q63HQ0|AP1AR_HUMAN","-0.601620351576386","0.00170587661069895","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|Q9P0R6|GSKIP_HUMAN","sp|Q9P0R6|GSKIP_HUMAN","-0.834655105527331","0.00171319796954315","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|P53729|ZNG1_YEAST","sp|P53729|ZNG1_YEAST","0.43137391941373","0.00171661460367044","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P34078|LTV1_YEAST","sp|P34078|LTV1_YEAST","0.625429093909728","0.00172295978133542","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38236|MUM2_YEAST","sp|P38236|MUM2_YEAST","0.524328504729844","0.00172881686841078","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P36023|OAF3_YEAST","sp|P36023|OAF3_YEAST","1.00005928481532","0.00173174541194846","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P40079|LCP5_YEAST","sp|P40079|LCP5_YEAST","0.562508543281332","0.00173174541194846","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38810|SFB3_YEAST","sp|P38810|SFB3_YEAST","0.422251706451087","0.00173809058961343","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P43582|WWM1_YEAST","sp|P43582|WWM1_YEAST","0.566671339318606","0.00174541194845763","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q12071|VPS54_YEAST","sp|Q12071|VPS54_YEAST","0.456500422145343","0.00175029285435377","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P69771|DID2_YEAST","sp|P69771|DID2_YEAST","0.459878597876832","0.0017624951190941","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P52923|AIF1_YEAST","sp|P52923|AIF1_YEAST","0.583413505303582","0.00176688793440062","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38241|SLT11_YEAST","sp|P38241|SLT11_YEAST","0.48874154735745","0.00177518547442405","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P40052|YEQ9_YEAST","sp|P40052|YEQ9_YEAST","0.514120907824362","0.00177567356501367","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P43634|CHA4_YEAST","sp|P43634|CHA4_YEAST","0.66970507233117","0.0017986138227255","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q08448|LPL1_YEAST","sp|Q08448|LPL1_YEAST","0.525312687005808","0.00184937524404529","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P46949|FYV8_YEAST","sp|P46949|FYV8_YEAST","0.491993717161339","0.00185376805935182","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P53299|TIM13_YEAST","sp|P53299|TIM13_YEAST","0.448616785439709","0.00189135103475205","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38148|PPS1_YEAST","sp|P38148|PPS1_YEAST","-1.36466165649424","0.00189574385005857","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q03941|CAB5_YEAST","sp|Q03941|CAB5_YEAST","0.475085323467496","0.00189867239359625","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q08299|ENB1_YEAST","sp|Q08299|ENB1_YEAST","0.469489010792673","0.00192014837953924","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P35183|AST1_YEAST","sp|P35183|AST1_YEAST","0.537625221559219","0.0019221007418977","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P13587|ATN1_YEAST;sp|Q01896|ATN2_YEAST;sp|Q12691|ATN5_YEAST","sp|P13587|ATN1_YEAST;sp|Q01896|ATN2_YEAST;sp|Q12691|ATN5_YEAST","0.842059679324361","0.00193039828192112","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P53273|YG35_YEAST","sp|P53273|YG35_YEAST","0.618298043081226","0.00193332682545881","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38630|RFC1_YEAST","sp|P38630|RFC1_YEAST","0.451704904839527","0.00193527918781726","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q6RW13|ATRAP_HUMAN","sp|Q6RW13|ATRAP_HUMAN","-0.479536500599696","0.00193967200312378","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|Q04183|TR120_YEAST","sp|Q04183|TR120_YEAST","0.471848374767246","0.00193967200312378","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P38251|RFC5_YEAST","sp|P38251|RFC5_YEAST","0.429375015226237","0.00194455290901991","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P25808|SPB4_YEAST","sp|P25808|SPB4_YEAST","0.468394532728142","0.00196358844201484","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P35127|UBL1_YEAST","sp|P35127|UBL1_YEAST","0.436800217792539","0.00198945724326435","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|B4DXR9|ZN732_HUMAN;sp|Q8IYB9|ZN595_HUMAN;sp|Q8TB69|ZN519_HUMAN","sp|B4DXR9|ZN732_HUMAN;sp|Q8IYB9|ZN595_HUMAN;sp|Q8TB69|ZN519_HUMAN","-0.500784410569146","0.0020529090199141","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|P07311|ACYP1_HUMAN","sp|P07311|ACYP1_HUMAN","-0.402738138199691","0.00210708707536119","0.000287273771904625","conditionB-conditionA","HUMAN","0","0"
"sp|P05150|OTC_YEAST","sp|P05150|OTC_YEAST","0.784437222204687","0.0021222178836392","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q05468|RQC1_YEAST","sp|Q05468|RQC1_YEAST","0.494743200835194","0.00213588442014838","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P32588|PUB1_YEAST","sp|P32588|PUB1_YEAST","0.505999596550311","0.00215003904724717","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P27637|BUD14_YEAST","sp|P27637|BUD14_YEAST","0.494817775168313","0.00216956267083171","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P06104|UBC2_YEAST","sp|P06104|UBC2_YEAST","0.522091258682874","0.00217883639203436","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|Q08438|VHS3_YEAST","sp|Q08438|VHS3_YEAST","0.444006556973839","0.0021910386567747","0.000287273771904625","conditionB-conditionA","YEAST","1","-1"
"sp|P0AD24|YEJL_ECOLI","sp|P0AD24|YEJL_ECOLI","-1.35308960206801","0.00223350253807107","0.000429799426934097","conditionB-conditionA","ECOLI","1","2"
"sp|P14120|RL30_YEAST","sp|P14120|RL30_YEAST","0.453550462420491","0.00225693088637251","0.000429799426934097","conditionB-conditionA","YEAST","1","-1"
"sp|Q99715|COCA1_HUMAN","sp|Q99715|COCA1_HUMAN","-0.433087113244067","0.00226132370167903","0.000429799426934097","conditionB-conditionA","HUMAN","0","0"
"sp|Q9BU61|NDUF3_HUMAN","sp|Q9BU61|NDUF3_HUMAN","-0.477478403563111","0.00226718078875439","0.000429799426934097","conditionB-conditionA","HUMAN","0","0"
"sp|P40325|HUA1_YEAST","sp|P40325|HUA1_YEAST","0.489199443994144","0.00227303787582975","0.000429799426934097","conditionB-conditionA","YEAST","1","-1"
"sp|P32353|ERG3_YEAST","sp|P32353|ERG3_YEAST","0.407085039476103","0.00227450214759859","0.000429799426934097","conditionB-conditionA","YEAST","1","-1"
"sp|P0C2H9|RL31B_YEAST","sp|P0C2H9|RL31B_YEAST","0.449408103178348","0.00227694260054666","0.000429799426934097","conditionB-conditionA","YEAST","1","-1"
"sp|P22803|TRX2_YEAST","sp|P22803|TRX2_YEAST","0.487461585305738","0.00230232331120656","0.000429799426934097","conditionB-conditionA","YEAST","1","-1"
"sp|P38439|LEO1_YEAST","sp|P38439|LEO1_YEAST","0.434310677594857","0.00230427567356501","0.000429799426934097","conditionB-conditionA","YEAST","1","-1"
"sp|O14548|COX7R_HUMAN","sp|O14548|COX7R_HUMAN","-0.513888808672473","0.00235747754783288","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q9NW64|RBM22_HUMAN","sp|Q9NW64|RBM22_HUMAN","-0.471020999295817","0.00236675126903553","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q02799|LEE1_YEAST","sp|Q02799|LEE1_YEAST","0.598301795886309","0.00239652479500195","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P25502|PUT3_YEAST","sp|P25502|PUT3_YEAST","0.753208150029927","0.00240726278797345","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P22219|VPS15_YEAST","sp|P22219|VPS15_YEAST","0.542626514818474","0.0024672979304959","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P38247|SLM4_YEAST","sp|P38247|SLM4_YEAST","0.462489284809958","0.0024853572823116","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P0A7S3|RS12_ECOLI","sp|P0A7S3|RS12_ECOLI","-0.967921812462887","0.00250439281530652","0.000559753708368318","conditionB-conditionA","ECOLI","1","2"
"sp|Q8N300|SVBP_HUMAN","sp|Q8N300|SVBP_HUMAN","-0.530594457691175","0.00250976181179227","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q9Y4K4|M4K5_HUMAN","sp|Q9Y4K4|M4K5_HUMAN","-0.912053813828454","0.00251220226474034","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q12276|HER1_YEAST","sp|Q12276|HER1_YEAST","0.40885295471999","0.00251561889886763","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P32578|SIP1_YEAST","sp|P32578|SIP1_YEAST","0.453022547897197","0.00252098789535338","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P48360|ADRO_YEAST","sp|P48360|ADRO_YEAST","0.446264115142627","0.00252391643889106","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P36081|PSG1_YEAST","sp|P36081|PSG1_YEAST","0.431044834352118","0.0025327020695041","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P38890|SET5_YEAST","sp|P38890|SET5_YEAST","0.389732022930671","0.00255124951190941","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P11914|MPPA_YEAST","sp|P11914|MPPA_YEAST","0.614207403871745","0.00255320187426786","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q07844|RIX7_YEAST","sp|Q07844|RIX7_YEAST","0.500656857164721","0.00257321358844201","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P39552|MST28_YEAST;sp|P53176|MST27_YEAST","sp|P39552|MST28_YEAST;sp|P53176|MST27_YEAST","0.601965187084851","0.00258883248730964","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q14209|E2F2_HUMAN","sp|Q14209|E2F2_HUMAN","-0.489821663677777","0.0025907848496681","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q5XKE5|K2C79_HUMAN","sp|Q5XKE5|K2C79_HUMAN","-0.429084820302258","0.00260737992971496","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|P62263|RS14_HUMAN","sp|P62263|RS14_HUMAN","-0.402816960573535","0.00261226083561109","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|P64429|YPFJ_ECOLI","sp|P64429|YPFJ_ECOLI","-0.63329060516913","0.00261372510737993","0.000559753708368318","conditionB-conditionA","ECOLI","1","2"
"sp|P36121|RPC5_YEAST","sp|P36121|RPC5_YEAST","0.550722987904123","0.0026200702850449","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P13393|TBP_YEAST","sp|P13393|TBP_YEAST","0.405621794352095","0.00262495119094104","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P25379|STDH_YEAST","sp|P25379|STDH_YEAST","0.503704522585504","0.00263959390862944","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P32618|YEF3_YEAST","sp|P32618|YEF3_YEAST","0.945498172133889","0.00266155798516205","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q12221|PUF2_YEAST","sp|Q12221|PUF2_YEAST","0.442287554514619","0.00269035532994924","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q6Q546|HUB1_YEAST","sp|Q6Q546|HUB1_YEAST","0.865333938092359","0.00269914096056228","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P69892|HBG2_HUMAN","sp|P69892|HBG2_HUMAN","-0.423406090344358","0.00270499804763764","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|P38775|YHK5_YEAST","sp|P38775|YHK5_YEAST","0.506133789045773","0.00270890277235455","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P25632|RSC6_YEAST","sp|P25632|RSC6_YEAST","0.424882502065655","0.00271524795001952","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P27999|RPB9_YEAST","sp|P27999|RPB9_YEAST","0.826189438501834","0.00272696212417025","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P39524|ATC3_YEAST","sp|P39524|ATC3_YEAST","0.377193341763183","0.00275575946895744","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P0C7L2|PAAJ_ECOLI","sp|P0C7L2|PAAJ_ECOLI","-1.11427650929929","0.00275624755954705","0.000559753708368318","conditionB-conditionA","ECOLI","1","2"
"sp|P39113|CAT8_YEAST","sp|P39113|CAT8_YEAST","0.818740080483913","0.0027616165560328","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P28347|TEAD1_HUMAN;sp|Q99594|TEAD3_HUMAN","sp|P28347|TEAD1_HUMAN;sp|Q99594|TEAD3_HUMAN","-0.53774520285498","0.00278260445138618","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|P15703|BGL2_YEAST","sp|P15703|BGL2_YEAST","0.470930436427137","0.00284410386567747","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q12038|SRO7_YEAST","sp|Q12038|SRO7_YEAST","0.475392345498692","0.00284703240921515","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q12489|YD012_YEAST","sp|Q12489|YD012_YEAST","0.550501977770463","0.00284996095275283","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P27801|PEP3_YEAST","sp|P27801|PEP3_YEAST","0.40866767874992","0.00285435376805935","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q08548|ALE1_YEAST","sp|Q08548|ALE1_YEAST","0.428685395390923","0.00287241311987505","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q96B01|R51A1_HUMAN","sp|Q96B01|R51A1_HUMAN","-0.45687778985541","0.00287631784459196","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q92502|STAR8_HUMAN","sp|Q92502|STAR8_HUMAN","0.820458247897467","0.00288363920343616","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|P39523|YM11_YEAST","sp|P39523|YM11_YEAST","0.419688604443396","0.00292951971885982","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q06405|ATPK_YEAST","sp|Q06405|ATPK_YEAST","0.761851934935946","0.00295343615775088","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P39533|ACON2_YEAST","sp|P39533|ACON2_YEAST","0.352944353684526","0.00302030456852792","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P32873|BEM3_YEAST","sp|P32873|BEM3_YEAST","0.490447525452964","0.00303689964857478","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q9NQP4|PFD4_HUMAN","sp|Q9NQP4|PFD4_HUMAN","-0.420773137097269","0.0030412924638813","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q92934|BAD_HUMAN","sp|Q92934|BAD_HUMAN","-0.480979754113962","0.00304763764154627","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|P38187|UBP13_YEAST","sp|P38187|UBP13_YEAST","0.444726820925126","0.00306081608746583","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q12297|TAF3_YEAST","sp|Q12297|TAF3_YEAST","0.562512295013775","0.00309449433814916","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q12267|SMC4_YEAST","sp|Q12267|SMC4_YEAST","0.606810093666906","0.00320089808668489","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P63272|SPT4H_HUMAN","sp|P63272|SPT4H_HUMAN","-0.359328834407894","0.00321358844201484","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|P32472|FKBP2_YEAST","sp|P32472|FKBP2_YEAST","0.389922574913525","0.00322042171026943","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q16543|CDC37_HUMAN","sp|Q16543|CDC37_HUMAN","-0.396734084438217","0.00325800468566966","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q9NX14|NDUBB_HUMAN","sp|Q9NX14|NDUBB_HUMAN","-0.456010430182609","0.00329558766106989","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q06817|SYG2_YEAST","sp|Q06817|SYG2_YEAST","0.494522487329945","0.00332877782116361","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|P50110|SAM37_YEAST","sp|P50110|SAM37_YEAST","0.394505743409399","0.00333658727059742","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|A0A3B3IRV3|MCTS2_HUMAN","sp|A0A3B3IRV3|MCTS2_HUMAN","-1.04921169835807","0.00336538461538462","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q03735|NAB6_YEAST","sp|Q03735|NAB6_YEAST","0.409833469193375","0.00337319406481843","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
"sp|Q68CQ1|MROH7_HUMAN","sp|Q68CQ1|MROH7_HUMAN","-0.787984949227058","0.00339320577899258","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|Q969U7|PSMG2_HUMAN","sp|Q969U7|PSMG2_HUMAN","-0.408010980238636","0.00341663412729403","0.000559753708368318","conditionB-conditionA","HUMAN","0","0"
"sp|P32797|CDC13_YEAST","sp|P32797|CDC13_YEAST","0.736674830776569","0.003422979304959","0.000559753708368318","conditionB-conditionA","YEAST","1","-1"
