"protein","contrast","chisq","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"481","sp|P47117|ARP3_YEAST","conditionC-conditionB",18.8858387505873,0.000288667589700253,0.369989547239205,0.00407883589583413,"YEAST","1","0.321928094887362"
"482","sp|O14455|RL36B_YEAST","conditionC-conditionB",18.8834935294129,0.000288989989973842,0.239975166452902,0.00407883589583413,"YEAST","1","0.321928094887362"
"483","sp|P38996|NAB3_YEAST","conditionC-conditionB",18.7997882603878,0.000300734641379474,0.934117170593327,0.0042358131786844,"YEAST","1","0.321928094887362"
"484","sp|Q9NZN8|CNOT2_HUMAN","conditionC-conditionB",18.7715281145216,0.00030480607207084,0.492192388096479,0.00428428865350811,"HUMAN","0","0"
"485","sp|Q7Z3F1|GP155_HUMAN","conditionC-conditionB",16.1118468242313,0.000317217337384879,0.545677040674997,0.00444623764862418,"HUMAN","0","0"
"486","sp|Q9Y6M1|IF2B2_HUMAN","conditionC-conditionB",18.6818777500843,0.000318088372034175,2.14107958223164,0.00444623764862418,"HUMAN","0","0"
"487","sp|P40471|AYR1_YEAST","conditionC-conditionB",18.6805545952391,0.000318288657192412,0.345193360468873,0.00444623764862418,"YEAST","1","0.321928094887362"
"488","sp|P26786|RS7A_YEAST","conditionC-conditionB",18.6705719597247,0.000319803771841931,0.304228636124272,0.00445824807344397,"YEAST","1","0.321928094887362"
"489","sp|P53312|SUCB_YEAST","conditionC-conditionB",18.6646745133882,0.000320702225820479,0.628844338748626,0.00446163035226323,"YEAST","1","0.321928094887362"
"490","sp|Q12680|GLT1_YEAST","conditionC-conditionB",18.6550963826156,0.000322166771906773,0.237847740428322,0.00447285826384037,"YEAST","1","0.321928094887362"
"491","sp|P34167|IF4B_YEAST","conditionC-conditionB",18.6139849734248,0.000328528857156951,0.259290988762936,0.00455189779071026,"YEAST","1","0.321928094887362"
"492","sp|P43590|YFH6_YEAST","conditionC-conditionB",18.5778278277204,0.000334227459786396,0.522611074185646,0.00462144188806271,"YEAST","1","0.321928094887362"
"493","sp|P07262|DHE4_YEAST","conditionC-conditionB",18.5654908305367,0.000336194263025558,0.430058522926267,0.00463920805550278,"YEAST","1","0.321928094887362"
"494","sp|P10622|RLA3_YEAST","conditionC-conditionB",18.532988890023,0.000341431116321678,0.406584671238361,0.00469897487004936,"YEAST","1","0.321928094887362"
"495","sp|P00815|HIS2_YEAST","conditionC-conditionB",18.5271910109012,0.000342373787467709,0.273051910159651,0.00469897487004936,"YEAST","1","0.321928094887362"
"496","sp|P29547|EF1G1_YEAST","conditionC-conditionB",18.5258167326028,0.000342597609223061,0.312992468685939,0.00469897487004936,"YEAST","1","0.321928094887362"
"497","sp|P27692|SPT5_YEAST","conditionC-conditionB",18.4374298450402,0.000357302637757462,0.521947791023333,0.00489080451642658,"YEAST","1","0.321928094887362"
"498","sp|P37012|PGM2_YEAST","conditionC-conditionB",18.3796208036893,0.000367258257033987,0.502923617435634,0.00501698378032573,"YEAST","1","0.321928094887362"
"499","sp|P34216|EDE1_YEAST","conditionC-conditionB",18.2851550423661,0.00038412388056297,0.294757609072282,0.00522928354301207,"YEAST","1","0.321928094887362"
"500","sp|P06103|EIF3B_YEAST","conditionC-conditionB",18.2839902092958,0.0003843365826115,0.233634643291847,0.00522928354301207,"YEAST","1","0.321928094887362"
"501","sp|P51965|UB2E1_HUMAN","conditionC-conditionB",18.2370451028251,0.000393007094885212,0.308352815061678,0.00533658137026765,"HUMAN","0","0"
"502","sp|P02400|RLA4_YEAST","conditionC-conditionB",18.220461953429,0.000396116183745687,0.332994988150036,0.00536808445821098,"YEAST","1","0.321928094887362"
"503","sp|P23291|KC11_YEAST","conditionC-conditionB",18.1298697190846,0.000413537703667144,0.478933935139549,0.00559303578140672,"YEAST","1","0.321928094887362"
"504","sp|P16474|BIP_YEAST","conditionC-conditionB",18.0755398673692,0.000424349049450989,0.393302973635164,0.0057226289439653,"YEAST","1","0.321928094887362"
"505","sp|P00931|TRP_YEAST","conditionC-conditionB",18.0732941067328,0.00042480194277561,0.290944163806152,0.0057226289439653,"YEAST","1","0.321928094887362"
"506","sp|P06208|LEU1_YEAST","conditionC-conditionB",18.0084264001921,0.000438093047157362,0.256957980368302,0.00588226208060217,"YEAST","1","0.321928094887362"
"507","sp|P48836|VATG_YEAST","conditionC-conditionB",18.0070421387683,0.000438381136978583,0.274642226075567,0.00588226208060217,"YEAST","1","0.321928094887362"
"508","sp|P0C0W9|RL11A_YEAST;sp|Q3E757|RL11B_YEAST","conditionC-conditionB",17.9992131189237,0.000440014046766968,0.291753387706603,0.00588579114272579,"YEAST","1","0.321928094887362"
"509","sp|P24000|RL24B_YEAST","conditionC-conditionB",17.9974888337095,0.000440374495317863,0.260148762488466,0.00588579114272579,"YEAST","1","0.321928094887362"
"510","sp|P38199|HEK2_YEAST","conditionC-conditionB",17.9455918438229,0.000451361650939175,0.346756926434264,0.0060208104143906,"YEAST","1","0.321928094887362"
"511","sp|P38902|RPB11_YEAST","conditionC-conditionB",17.8729616217689,0.000467197361526561,0.628818255679528,0.00621505366307852,"YEAST","1","0.321928094887362"
"512","sp|Q08722|CD47_HUMAN","conditionC-conditionB",17.8704685810408,0.000467750621122476,0.327424092763378,0.00621505366307852,"HUMAN","0","0"
"513","sp|P32499|NUP2_YEAST","conditionC-conditionB",17.8605415284014,0.000469960117548185,0.40933061715857,0.006232239141677,"YEAST","1","0.321928094887362"
"514","sp|Q9Y291|RT33_HUMAN","conditionC-conditionB",17.769181515553,0.00049078788963286,0.521442389504752,0.00649577823574386,"HUMAN","0","0"
"515","sp|P41811|COPB2_YEAST","conditionC-conditionB",17.7373722414806,0.000498252927967568,0.333045392369783,0.00658177605623955,"YEAST","1","0.321928094887362"
"516","sp|P47119|ITPA_YEAST","conditionC-conditionB",17.6809394962098,0.000511775477201049,0.279286882251517,0.00674730343294328,"YEAST","1","0.321928094887362"
"517","sp|Q04869|YM94_YEAST","conditionC-conditionB",17.6768340621158,0.000512773350008211,0.347652949162169,0.00674738317235176,"YEAST","1","0.321928094887362"
"518","sp|Q06146|YL257_YEAST","conditionC-conditionB",17.6486504274063,0.000519676122530233,0.551198345818021,0.00682501286017987,"YEAST","1","0.321928094887362"
"519","sp|P38264|PHO88_YEAST","conditionC-conditionB",17.6307838555916,0.00052409978997503,0.268330529415602,0.00686984753603108,"YEAST","1","0.321928094887362"
"520","sp|P53334|SCW4_YEAST","conditionC-conditionB",17.6213779934973,0.000526443652118402,0.3863044002282,0.00688730031800287,"YEAST","1","0.321928094887362"
"521","sp|P31383|2AAA_YEAST","conditionC-conditionB",17.6136253730065,0.000528383372408125,0.380026379123235,0.00689940898750955,"YEAST","1","0.321928094887362"
"522","sp|P55061|BI1_HUMAN","conditionC-conditionB",17.5940691380915,0.000533308004302291,0.667385804674002,0.00695037232426913,"HUMAN","0","0"
"523","sp|Q05932|FOLC_HUMAN","conditionC-conditionB",17.5703041202708,0.000539353940956722,0.8299540796068,0.00701572631037969,"HUMAN","0","0"
"524","sp|Q0P6H9|TMM62_HUMAN","conditionC-conditionB",17.4796989311808,0.000563035986852589,0.759323261402962,0.00730979736366062,"HUMAN","0","0"
"525","sp|Q08826|SNX3_YEAST","conditionC-conditionB",17.44815819055,0.000571520227788058,0.581812183518794,0.00740581354217554,"YEAST","1","0.321928094887362"
"526","sp|Q03940|RUVB1_YEAST","conditionC-conditionB",17.4399080777673,0.000573760341210705,0.29382556099366,0.00742070646626697,"YEAST","1","0.321928094887362"
"527","sp|P47143|ADK_YEAST","conditionC-conditionB",17.4253939096207,0.000577722507589806,0.250312575815146,0.00745777271182818,"YEAST","1","0.321928094887362"
"528","sp|P09938|RIR2_YEAST","conditionC-conditionB",17.3865499602123,0.00058846066639473,0.259875425565133,0.00756204849881372,"YEAST","1","0.321928094887362"
"529","sp|Q5SY16|NOL9_HUMAN","conditionC-conditionB",17.378211035838,0.000590791649030087,-0.5562282452427,0.00756204849881372,"HUMAN","0","0"
"530","sp|Q8WYH8|ING4_HUMAN;sp|Q9UNL4|ING5_HUMAN","conditionC-conditionB",17.3763586476657,0.000591310692319102,0.631214453761297,0.00756204849881372,"HUMAN","0","0"
"531","sp|P23724|PSB6_YEAST","conditionC-conditionB",17.3741680502669,0.000591925087574774,0.499808215477932,0.00756204849881372,"YEAST","1","0.321928094887362"
"532","sp|Q14814|MEF2D_HUMAN","conditionC-conditionB",17.3728988098098,0.000592281360817126,0.503647667858399,0.00756204849881372,"HUMAN","0","0"
"533","sp|Q01855|RS15_YEAST","conditionC-conditionB",17.3722278974525,0.000592469770669957,0.385428336715869,0.00756204849881372,"YEAST","1","0.321928094887362"
"534","sp|P22202|HSP74_YEAST","conditionC-conditionB",17.3604152382563,0.000595796851883268,-0.706676476058597,0.00759027337708216,"YEAST","1","0.321928094887362"
"535","sp|P39004|HXT7_YEAST","conditionC-conditionB",17.3060978528993,0.000611336169078491,0.312977266395933,0.0077736821649364,"YEAST","1","0.321928094887362"
"536","sp|P25369|LSB5_YEAST","conditionC-conditionB",17.2764221966502,0.000619995370089499,0.628706721258104,0.00786908302746056,"YEAST","1","0.321928094887362"
"537","sp|P39076|TCPB_YEAST","conditionC-conditionB",17.2720557464669,0.000621279724202672,0.354396441708234,0.00787070011871654,"YEAST","1","0.321928094887362"
"538","sp|Q8WU76|SCFD2_HUMAN","conditionC-conditionB",17.2466176590693,0.000628814872504213,0.64596639869551,0.00794779165754827,"HUMAN","0","0"
"539","sp|P37291|GLYC_YEAST","conditionC-conditionB",17.2436442191251,0.000629701558638618,-0.42151354175253,0.00794779165754827,"YEAST","1","0.321928094887362"
"540","sp|P11353|HEM6_YEAST","conditionC-conditionB",17.2219056972176,0.000636221895476852,0.535076294577943,0.008015217694313,"YEAST","1","0.321928094887362"
"541","sp|P51570|GALK1_HUMAN","conditionC-conditionB",17.2139877786528,0.000638613461623971,0.4138826505149,0.00803047574755615,"HUMAN","0","0"
"542","sp|P32610|VATD_YEAST","conditionC-conditionB",17.1653258108211,0.000653509000522079,0.811287945345573,0.00820262311909908,"YEAST","1","0.321928094887362"
"543","sp|P06781|RHO2_YEAST","conditionC-conditionB",17.0991762383355,0.000674312706054447,0.367450570633967,0.00844815716259375,"YEAST","1","0.321928094887362"
"544","sp|Q10740|LKHA4_YEAST","conditionC-conditionB",17.0413275957492,0.000693044458554448,0.378800845851543,0.00866687766828293,"YEAST","1","0.321928094887362"
"545","sp|P40093|YEY6_YEAST","conditionC-conditionB",17.0351603814901,0.000695071693096905,0.544558869630201,0.00867628023511604,"YEAST","1","0.321928094887362"
"546","sp|Q03921|DOP1_YEAST","conditionC-conditionB",11.4704371814707,0.000707120441830633,0.778242618513307,0.0088105134904282,"YEAST","1","0.321928094887362"
"547","sp|P53221|RL26B_YEAST","conditionC-conditionB",16.9918213753272,0.00070948489916145,0.259122501403372,0.00881845303032985,"YEAST","1","0.321928094887362"
"548","sp|P32327|PYC2_YEAST","conditionC-conditionB",16.9892474845048,0.000710350177953956,0.2399729637864,0.00881845303032985,"YEAST","1","0.321928094887362"
"549","sp|P26784|RL16A_YEAST","conditionC-conditionB",16.9828260312792,0.000712513487000077,0.21255973863936,0.00882919718043994,"YEAST","1","0.321928094887362"
"550","sp|Q99720|SGMR1_HUMAN","conditionC-conditionB",16.9736735829025,0.000715608154860603,-0.230677162660536,0.0088514223227576,"HUMAN","0","0"
"551","sp|P02992|EFTU_YEAST","conditionC-conditionB",16.9645440119427,0.000718708393508849,0.316836566761369,0.00885948246249409,"YEAST","1","0.321928094887362"
"552","sp|P17967|PDI_YEAST","conditionC-conditionB",16.9594017038363,0.000720460501377307,0.289431521660138,0.00885948246249409,"YEAST","1","0.321928094887362"
"553","sp|Q03219|YM44_YEAST","conditionC-conditionB",16.9591461945204,0.000720547670140959,0.55191684711977,0.00885948246249409,"YEAST","1","0.321928094887362"
"554","sp|P21243|PSA1_YEAST","conditionC-conditionB",16.956447605305,0.000721468952553539,0.303156084376285,0.00885948246249409,"YEAST","1","0.321928094887362"
"555","sp|P20742|PZP_HUMAN","conditionC-conditionB",16.9367267065955,0.000728237177654356,0.704507463511086,0.00892648201726592,"HUMAN","0","0"
"556","sp|P33331|NTF2_YEAST","conditionC-conditionB",16.8880334021039,0.000745220178546613,0.317546873286464,0.00911822459469893,"YEAST","1","0.321928094887362"
"557","sp|Q06406|LSM6_YEAST","conditionC-conditionB",16.8575940993732,0.000756035943707101,0.3412038449402,0.00923395426398457,"YEAST","1","0.321928094887362"
"558","sp|P19358|METK2_YEAST","conditionC-conditionB",16.8537693282648,0.000757405954398882,0.509538531219913,0.00923410879529677,"YEAST","1","0.321928094887362"
"559","sp|P33330|SERC_YEAST","conditionC-conditionB",16.8459760242787,0.000760205108920164,0.369602199206305,0.00925165537743091,"YEAST","1","0.321928094887362"
"560","sp|Q86UT6|NLRX1_HUMAN","conditionC-conditionB",16.8201563439724,0.000769552519305217,-0.542679195796925,0.0093469570811957,"HUMAN","0","0"
"561","sp|P32074|COPG_YEAST","conditionC-conditionB",16.816778221227,0.000770783907474759,0.263444186916114,0.0093469570811957,"YEAST","1","0.321928094887362"
"562","sp|Q12117|MRH1_YEAST","conditionC-conditionB",16.796214405568,0.000778322143551557,0.271410741191987,0.00942157569854314,"YEAST","1","0.321928094887362"
"563","sp|P16603|NCPR_YEAST","conditionC-conditionB",16.7249872936877,0.000805003142875793,0.290213626792804,0.00971168711434059,"YEAST","1","0.321928094887362"
"564","sp|P33204|ARPC4_YEAST","conditionC-conditionB",16.724618718539,0.00080514354439043,0.571824060646023,0.00971168711434059,"YEAST","1","0.321928094887362"
"565","sp|P38256|YBU6_YEAST","conditionC-conditionB",16.7042677486824,0.000812933725324094,0.726135726564106,0.00978829758120321,"YEAST","1","0.321928094887362"
"566","sp|Q9H078|CLPB_HUMAN","conditionC-conditionB",16.6774793322681,0.000823302378497925,1.1451047230454,0.00989562911823567,"HUMAN","0","0"
"567","sp|P17106|CBF1_YEAST","conditionC-conditionB",16.6652324647989,0.000828086279719753,0.677342106379763,0.009929995273991,"YEAST","1","0.321928094887362"
"568","sp|Q9Y3E2|BOLA1_HUMAN","conditionC-conditionB",16.6626950656135,0.000829080893080536,0.687343187827468,0.009929995273991,"HUMAN","0","0"
"569","sp|P21912|SDHB_HUMAN","conditionC-conditionB",16.6566155749359,0.000831468771590682,0.392423798583373,0.00994109323924677,"HUMAN","0","0"
"570","sp|P38698|PPX1_YEAST","conditionC-conditionB",11.1509103710419,0.000839904452517359,0.567189467417814,0.0100243333166239,"YEAST","1","0.321928094887362"
"571","sp|P53066|YGZ2_YEAST","conditionC-conditionB",16.6219128319019,0.000845230576260403,0.337156615093734,0.0100702339935193,"YEAST","1","0.321928094887362"
"572","sp|P32529|RPA12_YEAST","conditionC-conditionB",16.5785860550872,0.000862730365867703,0.663464374592635,0.0102607599283182,"YEAST","1","0.321928094887362"
"573","sp|Q07478|SUB2_YEAST","conditionC-conditionB",16.5593671216632,0.000870607733277518,0.264645980648211,0.0103363776779877,"YEAST","1","0.321928094887362"
"574","sp|Q12285|MDY2_YEAST","conditionC-conditionB",16.5365561754348,0.000880050156559342,1.10940849444977,0.0104302808624969,"YEAST","1","0.321928094887362"
"575","sp|O13563|RPN13_YEAST","conditionC-conditionB",16.506903807291,0.00089247676481663,0.537845944387767,0.0105591642279088,"YEAST","1","0.321928094887362"
"576","sp|P24276|SSD1_YEAST","conditionC-conditionB",16.471082710391,0.000907721212834667,0.490168533094772,0.0107080428169751,"YEAST","1","0.321928094887362"
"577","sp|Q6PII3|CC174_HUMAN","conditionC-conditionB",11.0059305526605,0.000908208247154874,0.439353596784366,0.0107080428169751,"HUMAN","0","0"
"578","sp|Q0PNE2|ELP6_HUMAN","conditionC-conditionB",10.9957767074654,0.000913197355777329,-0.473692271922152,0.0107482380819259,"HUMAN","0","0"
"579","sp|P32802|TMN1_YEAST","conditionC-conditionB",16.4029882147222,0.000937417028998522,0.615016777008,0.0110142453338116,"YEAST","1","0.321928094887362"
"580","sp|P39727|ERV46_YEAST","conditionC-conditionB",16.3348274156793,0.00096810794084301,0.696351839076062,0.0113435669345577,"YEAST","1","0.321928094887362"
"581","sp|Q5HYI8|RABL3_HUMAN","conditionC-conditionB",16.3299520102799,0.000970341062567548,2.44935497595094,0.0113435669345577,"HUMAN","0","0"
"582","sp|P53337|ERV29_YEAST","conditionC-conditionB",16.3297193947024,0.000970447737161928,0.341797678135567,0.0113435669345577,"YEAST","1","0.321928094887362"
"583","sp|P22336|RFA1_YEAST","conditionC-conditionB",16.2978527644133,0.000985172013721503,0.586458962211232,0.0114959266026542,"YEAST","1","0.321928094887362"
"584","sp|Q7Z5P9|MUC19_HUMAN","conditionC-conditionB",13.8246641280446,0.00099543367248045,0.611819365742402,0.0115732015976628,"HUMAN","0","0"
"585","sp|P25375|PRTD_YEAST","conditionC-conditionB",16.2754835787195,0.000995640244394913,0.457442135249066,0.0115732015976628,"YEAST","1","0.321928094887362"
"586","sp|P35180|TOM20_YEAST","conditionC-conditionB",16.2728119585633,0.000996897859213641,0.524459939996399,0.0115732015976628,"YEAST","1","0.321928094887362"
"587","sp|P40123|CAP2_HUMAN","conditionC-conditionB",16.2618532456329,0.00100207299645794,0.578073477912989,0.0116134626829699,"HUMAN","0","0"
"588","sp|P00498|HIS1_YEAST","conditionC-conditionB",16.2318721541898,0.00101636800440041,0.311515102772612,0.0117591012481905,"YEAST","1","0.321928094887362"
"589","sp|P29311|BMH1_YEAST","conditionC-conditionB",16.1895995150343,0.00103686835499062,0.286848602286298,0.0119759175195266,"YEAST","1","0.321928094887362"
"590","sp|P36088|FRMSR_YEAST","conditionC-conditionB",16.1643371122258,0.00104931498476901,0.337217128553734,0.0120836006194568,"YEAST","1","0.321928094887362"
"591","sp|P0CX33|RS30A_YEAST;sp|P0CX34|RS30B_YEAST","conditionC-conditionB",16.1634718107815,0.00104974393151536,0.305845146446936,0.0120836006194568,"YEAST","1","0.321928094887362"
"592","sp|P47075|VTC4_YEAST","conditionC-conditionB",16.1483625250788,0.00105726202758516,0.277797756546992,0.0121495837392937,"YEAST","1","0.321928094887362"
"593","sp|P38631|FKS1_YEAST","conditionC-conditionB",16.1073625927508,0.00107793330844796,0.338361137455808,0.0123662399618406,"YEAST","1","0.321928094887362"
"594","sp|Q14241|ELOA1_HUMAN","conditionC-conditionB",16.0995285920146,0.001081928471797,0.219947557158742,0.0123911774303619,"HUMAN","0","0"
"595","sp|Q8IX04|UEVLD_HUMAN","conditionC-conditionB",16.0656073100306,0.00109939792454816,0.28687656829117,0.0125700908919347,"HUMAN","0","0"
"596","sp|Q5BKT4|AG10A_HUMAN;sp|Q5I7T1|AG10B_HUMAN","conditionC-conditionB",13.6027440470978,0.0011122480699467,-0.523274489376135,0.012695677214509,"HUMAN","0","0"
"597","sp|P32590|HSP79_YEAST","conditionC-conditionB",15.9936826343133,0.00113737111982171,0.644680839288228,0.0129606963620554,"YEAST","1","0.321928094887362"
"598","sp|P01120|RAS2_YEAST","conditionC-conditionB",15.972339724514,0.00114888781869382,0.434899250678033,0.0130571709287624,"YEAST","1","0.321928094887362"
"599","sp|Q08412|CUE5_YEAST","conditionC-conditionB",15.9708869518562,0.00114967593507698,0.516388675535614,0.0130571709287624,"YEAST","1","0.321928094887362"
"600","sp|P36015|YKT6_YEAST","conditionC-conditionB",15.957079896587,0.001157192987155,0.284495545673725,0.0131206398193591,"YEAST","1","0.321928094887362"
"601","sp|P41818|GLC8_YEAST","conditionC-conditionB",15.9067829127697,0.00118499147915785,0.46521138315936,0.0134134726001844,"YEAST","1","0.321928094887362"
"602","sp|P30822|XPO1_YEAST","conditionC-conditionB",15.8936700000696,0.00119234713264271,0.366476743722631,0.0134743148560936,"YEAST","1","0.321928094887362"
"603","sp|Q03518|TAP1_HUMAN","conditionC-conditionB",15.8645709005256,0.00120883251315829,0.289822693660902,0.0136379561973728,"HUMAN","0","0"
"604","sp|P37898|AAP1_YEAST","conditionC-conditionB",15.8552571984775,0.00121415661782565,0.476372367572212,0.013671417763897,"YEAST","1","0.321928094887362"
"605","sp|P23301|IF5A1_YEAST","conditionC-conditionB",15.8523597051462,0.00121581769030688,0.393024651359291,0.013671417763897,"YEAST","1","0.321928094887362"
"606","sp|P00572|KTHY_YEAST","conditionC-conditionB",13.3814193297405,0.00124240077185311,0.485429532353108,0.0139472812721398,"YEAST","1","0.321928094887362"
"607","sp|Q02776|TIM50_YEAST","conditionC-conditionB",15.7953478460924,0.00124896421475396,0.351027758054702,0.0139978641729344,"YEAST","1","0.321928094887362"
"608","sp|Q9NRP0|OSTC_HUMAN","conditionC-conditionB",15.7420185245939,0.00128078119608821,0.912004354244472,0.0143308461792567,"HUMAN","0","0"
"609","sp|P32621|GDA1_YEAST","conditionC-conditionB",15.7277988348961,0.00128939988264931,-0.762341774569141,0.0144035917925505,"YEAST","1","0.321928094887362"
"610","sp|P15303|SEC23_YEAST","conditionC-conditionB",15.6986162597059,0.00130726845206885,0.227702488516098,0.014579257835122,"YEAST","1","0.321928094887362"
"611","sp|P53731|ARPC2_YEAST","conditionC-conditionB",15.6839964470326,0.00131631240686036,0.358240465713434,0.0146554720797225,"YEAST","1","0.321928094887362"
"612","sp|Q969T9|WBP2_HUMAN","conditionC-conditionB",15.6806185307589,0.0013184108353359,-0.307135959788562,0.0146554720797225,"HUMAN","0","0"
"613","sp|P54839|ERG13_YEAST","conditionC-conditionB",15.6301812405563,0.00135014134106837,0.261219458244202,0.0149837056171095,"YEAST","1","0.321928094887362"
"614","sp|Q9BYX2|TBD2A_HUMAN","conditionC-conditionB",15.6160890500135,0.00135914155339689,-0.423523463730254,0.0150590227813665,"HUMAN","0","0"
"615","sp|P38431|IF5_YEAST","conditionC-conditionB",15.5523264845992,0.00140061464872554,0.27845921685703,0.0154933031793168,"YEAST","1","0.321928094887362"
"616","sp|Q03655|GAS3_YEAST","conditionC-conditionB",15.5263914321896,0.00141784076839591,0.242975152024137,0.0156583940704502,"YEAST","1","0.321928094887362"
"617","sp|Q9NX24|NHP2_HUMAN","conditionC-conditionB",15.4881716755392,0.00144361039607155,-0.222035417931538,0.0158990482134432,"HUMAN","0","0"
"618","sp|P05386|RLA1_HUMAN","conditionC-conditionB",15.4838949056645,0.00144652276716439,1.23023712181997,0.0158990482134432,"HUMAN","0","0"
"619","sp|P26754|RFA2_YEAST","conditionC-conditionB",15.4837188496087,0.00144664278173179,0.510000514825757,0.0158990482134432,"YEAST","1","0.321928094887362"
"620","sp|P20434|RPAB1_YEAST","conditionC-conditionB",15.44789952565,0.00147126691822153,0.535096171366828,0.0161435949107436,"YEAST","1","0.321928094887362"
"621","sp|Q12377|RPN6_YEAST","conditionC-conditionB",15.4136615639768,0.00149519264214193,0.426033627800958,0.0163797029701957,"YEAST","1","0.321928094887362"
"622","sp|P20967|ODO1_YEAST","conditionC-conditionB",15.3993476339088,0.00150530941157234,0.263587242252386,0.0164640191751232,"YEAST","1","0.321928094887362"
"623","sp|P39079|TCPZ_YEAST","conditionC-conditionB",15.3665883030543,0.00152871935192356,0.386919998620787,0.0166932227145039,"YEAST","1","0.321928094887362"
"624","sp|Q9Y2D4|EXC6B_HUMAN","conditionC-conditionB",15.3531600440163,0.00153841931348275,0.550547494848214,0.0167722220987551,"HUMAN","0","0"
"625","sp|P32352|ERG2_YEAST","conditionC-conditionB",15.3166595196718,0.00156509537116545,0.570373089138281,0.0170357500960617,"YEAST","1","0.321928094887362"
"626","sp|P23638|PSA3_YEAST","conditionC-conditionB",15.2414015856187,0.00162155435886036,0.332087449156731,0.0176220995260815,"YEAST","1","0.321928094887362"
"627","sp|P38328|ARPC1_YEAST","conditionC-conditionB",15.2310596280973,0.00162946927947927,0.455473200318632,0.0176798716240789,"YEAST","1","0.321928094887362"
"628","sp|P14742|GFA1_YEAST","conditionC-conditionB",15.1943233842915,0.00165789550072271,0.245698609527169,0.0179471446357735,"YEAST","1","0.321928094887362"
"629","sp|Q9BTE1|DCTN5_HUMAN","conditionC-conditionB",15.1924236593821,0.00165937879992673,0.673470592535407,0.0179471446357735,"HUMAN","0","0"
"630","sp|P53265|YG2W_YEAST","conditionC-conditionB",15.1566024560971,0.00168759567980181,0.660022428492331,0.0182233546185583,"YEAST","1","0.321928094887362"
"631","sp|P06785|TYSY_YEAST","conditionC-conditionB",15.1299993405364,0.00170885892751338,0.546149445955644,0.018414910069421,"YEAST","1","0.321928094887362"
"632","sp|P40327|PRS4_YEAST","conditionC-conditionB",15.1276509447713,0.00171074866439425,0.389998558809308,0.018414910069421,"YEAST","1","0.321928094887362"
"633","sp|P12612|TCPA_YEAST","conditionC-conditionB",15.1119333057047,0.00172345002097518,0.473366366590032,0.0185223230532293,"YEAST","1","0.321928094887362"
"634","sp|Q08985|SAM4_YEAST","conditionC-conditionB",15.1055494939587,0.0017286354289493,0.259873453917118,0.0185487489324008,"YEAST","1","0.321928094887362"
"635","sp|P33734|HIS5_YEAST","conditionC-conditionB",15.101533483915,0.00173190546057278,0.438564407642138,0.0185545714146089,"YEAST","1","0.321928094887362"
"636","sp|P49840|GSK3A_HUMAN","conditionC-conditionB",15.0940565740725,0.00173800988407191,0.399272927662814,0.0185906937756937,"HUMAN","0","0"
"637","sp|Q86W50|MET16_HUMAN","conditionC-conditionB",15.070804611257,0.00175713038535608,0.302502125578904,0.0187520005039721,"HUMAN","0","0"
"638","sp|Q12458|YPR1_YEAST","conditionC-conditionB",15.0690242060432,0.00175860301654185,0.292459144936499,0.0187520005039721,"YEAST","1","0.321928094887362"
"639","sp|P49095|GCSP_YEAST","conditionC-conditionB",15.0492674440852,0.00177502688881659,0.367026069499232,0.018897508489232,"YEAST","1","0.321928094887362"
"640","sp|P14020|DPM1_YEAST","conditionC-conditionB",15.0362906883715,0.00178589722361344,0.237620917094057,0.0189835293941285,"YEAST","1","0.321928094887362"
"641","sp|P35226|BMI1_HUMAN","conditionC-conditionB",15.0166010457018,0.00180251704251877,0.435631999103808,0.0191303017788693,"HUMAN","0","0"
"642","sp|P35732|DEF1_YEAST","conditionC-conditionB",14.9771683792251,0.00183626446936025,0.43848344119975,0.0194581108801523,"YEAST","1","0.321928094887362"
"643","sp|Q13111|CAF1A_HUMAN","conditionC-conditionB",14.9600681670271,0.00185109338530309,-0.249597293337764,0.0195847407468382,"HUMAN","0","0"
"644","sp|Q00245|RHO3_YEAST","conditionC-conditionB",14.9551810713749,0.0018553531479002,0.674311811332229,0.0195993283620575,"YEAST","1","0.321928094887362"
"645","sp|P41835|THI6_YEAST","conditionC-conditionB",14.9447530641632,0.0018644751008845,0.271509792874669,0.019665153660957,"YEAST","1","0.321928094887362"
"646","sp|Q13625|ASPP2_HUMAN","conditionC-conditionB",9.66785428352672,0.00187520196049362,-0.44693177255524,0.0197476763734336,"HUMAN","0","0"
"647","sp|P32831|NGR1_YEAST","conditionC-conditionB",12.5391188463025,0.00189306243899157,0.693298676125313,0.019904951734868,"YEAST","1","0.321928094887362"
"648","sp|P00431|CCPR_YEAST","conditionC-conditionB",14.8971317842217,0.00190670077729549,0.36355125278835,0.0200174157221315,"YEAST","1","0.321928094887362"
"649","sp|Q07362|PBP4_YEAST","conditionC-conditionB",14.889013799972,0.00191399301835937,1.05961640076639,0.0200630115622478,"YEAST","1","0.321928094887362"
"650","sp|P39517|DHH1_YEAST","conditionC-conditionB",14.8853280902593,0.00191731295073205,0.33609678746374,0.0200668923135849,"YEAST","1","0.321928094887362"
"651","sp|P43535|GCN20_YEAST","conditionC-conditionB",14.8604518849218,0.00193987025856035,0.629009347853199,0.020271793193527,"YEAST","1","0.321928094887362"
"652","sp|Q8IYU8|MICU2_HUMAN","conditionC-conditionB",14.8003699300939,0.00199544301717203,-1.20125223487212,0.0208205503770265,"HUMAN","0","0"
