iter	MultiClass
205	0.1176674189
206	0.1175602123
207	0.1173205681
208	0.1169437305
209	0.1158338539
210	0.1153670963
211	0.1147087202
212	0.1144624223
213	0.1138637135
214	0.1135904107
215	0.1128546323
216	0.1121484016
217	0.1119630079
218	0.1116769426
219	0.1109632576
220	0.1105111375
221	0.1098411904
222	0.1095228812
223	0.1093208183
224	0.1089436765
225	0.1085409803
226	0.1081865069
227	0.1077739208
228	0.1075591056
229	0.107128628
230	0.1069204439
231	0.1067814292
232	0.1058323898
233	0.1054263599
234	0.1052537421
235	0.1048630118
236	0.1044387315
237	0.1041153821
238	0.1039928869
239	0.1036531682
240	0.1028841244
241	0.1025010313
242	0.101806119
243	0.1016697088
244	0.1011739257
245	0.1009472068
246	0.1004427222
247	0.1003575869
248	0.10026896
249	0.09957902503
250	0.09921034996
251	0.09872385677
252	0.09824017101
253	0.09791073354
254	0.09699467053
255	0.09627291329
256	0.09595853744
257	0.09572205145
258	0.0952216161
259	0.09463188993
260	0.09437276089
261	0.09397550042
262	0.09373062959
263	0.09333338378
264	0.09298250667
265	0.09270284946
266	0.0918129745
267	0.09151811226
268	0.09121992942
269	0.09094149031
270	0.09067772367
271	0.0901987075
272	0.08991661105
273	0.08964871838
274	0.08912204094
275	0.0886751092
276	0.08856759694
277	0.08847256956
278	0.08816375436
279	0.08804707936
280	0.08792605611
281	0.08771238274
282	0.08726022873
283	0.08716438147
284	0.08668170271
285	0.086302174
286	0.08624369197
287	0.08606471936
288	0.08577351234
289	0.0854124097
290	0.08505800471
291	0.0847799641
292	0.08415500962
293	0.08391578715
294	0.08355800568
295	0.08318299002
296	0.08276388708
297	0.08242998767
298	0.08221613419
299	0.08209847251
300	0.08155666858
301	0.08125363128
302	0.0810163222
303	0.08073929787
304	0.08056242173
305	0.08016275045
306	0.0799968068
307	0.07990387029
308	0.07968533471
309	0.07916528726
310	0.07866485838
311	0.07825510569
312	0.07808505474
313	0.07778598893
314	0.07770024601
315	0.07747109518
316	0.07698119498
317	0.07664167335
318	0.07649344425
319	0.07607264153
320	0.0759278998
321	0.07566231333
322	0.07536859795
323	0.07530210438
324	0.0749439334
325	0.07431477501
326	0.07419640931
327	0.07383653389
328	0.07329149669
329	0.07311368635
330	0.07292334906
331	0.07275638701
332	0.07270037946
333	0.07237777118
334	0.07222074698
335	0.07211648499
336	0.07188572705
337	0.07178678338
338	0.07144636325
339	0.07135268391
340	0.07125192618
341	0.07095515785
342	0.07064101157
343	0.0703047142
344	0.07014779329
345	0.0699668895
346	0.06968718333
347	0.06946300732
348	0.06938666208
349	0.06931877766
350	0.06914987037
351	0.06906214663
352	0.06896954224
353	0.06861172207
354	0.06830351766
355	0.06804571085
356	0.06775551102
357	0.06762242441
358	0.06730866704
359	0.0671240852
360	0.06684367335
361	0.06670117513
362	0.06647039137
363	0.06612322305
364	0.0659514814
365	0.06584930902
366	0.06569937936
367	0.06567570255
368	0.06561250206
369	0.06553557888
370	0.0652433956
371	0.06522690638
372	0.06501066349
373	0.0647436114
374	0.06449203629
375	0.06447311912
376	0.06429457653
377	0.06422842915
378	0.06388252095
379	0.06373620291
380	0.06351590909
381	0.06332889918
382	0.06309871542
383	0.06295968626
384	0.06262928618
385	0.062518771
386	0.06235696429
387	0.06216797123
388	0.06176906898
389	0.06162150966
390	0.06155749379
391	0.06139716132
392	0.06125776018
393	0.06099502302
394	0.06082709571
395	0.06067902437
396	0.06059443829
397	0.06048998428
398	0.06030247348
399	0.06028692018
400	0.06017193866
401	0.06002085278
402	0.05971574497
403	0.05951240289
404	0.05921013754
405	0.05905625152
406	0.05889734393
407	0.05883897703
408	0.05869079599
409	0.05855394994
410	0.05824497236
411	0.05816925332
412	0.05782324835
413	0.05775320507
414	0.05749962401
415	0.05734356841
416	0.05722316534
417	0.05707272107
418	0.05704091062
419	0.0568557697
420	0.05682754678
421	0.05676801224
422	0.05654862156
423	0.05647609798
424	0.05640617552
425	0.05638420447
426	0.05628808764
427	0.05613257933
428	0.05589934732
429	0.05563873415
430	0.05559807167
431	0.05549678562
432	0.05547211653
433	0.05525407158
434	0.05505008652
435	0.05491286383
436	0.05490055534
437	0.05474045575
438	0.05468714281
439	0.05452122972
440	0.05440770951
441	0.05423637815
442	0.05408595411
443	0.05404193259
444	0.05396637798
445	0.0539033011
446	0.05368594999
447	0.05360315264
448	0.05351106429
449	0.05332157548
450	0.05314758473
451	0.05303438305
452	0.05270259596
453	0.05260999389
454	0.05258077347
455	0.05243233247
456	0.05228297635
457	0.05223035969
458	0.05212705848
459	0.05205590834
460	0.05200170755
461	0.05191759121
462	0.05177515987
463	0.05162612625
464	0.0514061189
465	0.05135639763
466	0.05122254505
467	0.05099490175
468	0.05092756622
469	0.05088109086
470	0.0507477434
471	0.05072791918
472	0.0506018232
473	0.05049576115
474	0.05042968059
475	0.05030621419
476	0.05024819765
477	0.0502418603
478	0.050145481
479	0.04993664096
480	0.04991435154
481	0.04988380398
482	0.04982734555
483	0.04958789867
484	0.04945193954
485	0.04931966232
486	0.0492480872
487	0.04911464851
488	0.04905564341
489	0.04891034118
490	0.04882450819
491	0.04857785982
492	0.04847920129
493	0.04835202447
494	0.04820280576
495	0.04812545638
496	0.04795203926
497	0.04794122134
498	0.04773482809
499	0.04764605675
500	0.0475579466
501	0.04750403372
502	0.04736560963
503	0.04732774891
504	0.04725341607
505	0.04718346529
506	0.0471386935
507	0.04693106974
508	0.04673227903
509	0.04666014099
510	0.04661301885
511	0.04657860967
512	0.04643646043
513	0.04641431595
514	0.04624218274
515	0.04617109496
516	0.04607010032
517	0.04604931984
518	0.04587540343
519	0.0458067421
520	0.04571607127
521	0.04562316402
522	0.0453778654
523	0.04516057668
524	0.04515332201
525	0.04513998493
526	0.04498985911
527	0.04478783272
528	0.04476887005
529	0.04472395996
530	0.04465055616
531	0.04457351071
532	0.04444869972
533	0.04429320601
534	0.04415745383
535	0.04407664661
536	0.0439470609
537	0.04374757322
538	0.04367710599
539	0.04359654509
540	0.04351352804
541	0.04350105668
542	0.04349653368
543	0.04346426214
544	0.04343341273
545	0.0433361975
546	0.04322996251
547	0.04321669066
548	0.0432060943
549	0.0431531429
550	0.04300487032
551	0.04295035243
552	0.04291419961
553	0.04281757577
554	0.0427246075
555	0.04271640238
556	0.04268988855
557	0.04259146173
558	0.04258194587
559	0.04254155808
560	0.04243906934
561	0.04231782042
562	0.0422883286
563	0.04222661573
564	0.04213310015
565	0.04194701253
566	0.04191992737
567	0.04187052476
568	0.04180735819
569	0.04170663377
570	0.04159032206
571	0.04129776267
572	0.04113342239
573	0.04110278004
574	0.04105567334
575	0.04100798083
576	0.04093494779
577	0.04085614782
578	0.04070108725
579	0.04063636414
580	0.04049284959
581	0.04040538959
582	0.04039884565
583	0.04035685257
584	0.04028248388
585	0.04015552904
586	0.04014857485
587	0.04001681547
588	0.0399982819
589	0.0398301764
590	0.0397477409
591	0.03971251209
592	0.03970221738
593	0.03964521822
594	0.03957306726
595	0.03953021945
596	0.03948991852
597	0.03947771951
598	0.03942755121
599	0.03932039695
600	0.03920467247
601	0.03919414209
602	0.03912221106
603	0.03906333076
604	0.03899916541
605	0.03895970417
606	0.0388980184
607	0.03877553914
608	0.03875710563
609	0.03868446808
610	0.03861802884
611	0.03851142776
612	0.03835026696
613	0.03828733704
614	0.03825628746
615	0.03810636134
616	0.03808587155
617	0.03806490446
618	0.03799085422
619	0.03793281625
620	0.03779622657
621	0.03778738554
622	0.03762865943
623	0.03758226583
624	0.03757004466
625	0.03754725683
626	0.03752588096
627	0.03748722138
628	0.03744583239
629	0.03739560139
630	0.03738275715
631	0.03733025452
632	0.03729125669
633	0.03720447817
634	0.03715587454
635	0.03708335711
636	0.03697060726
637	0.03696105762
638	0.03691093899
639	0.03687768199
640	0.03685671158
641	0.03672542162
642	0.03672040737
643	0.0367128544
644	0.03670288173
645	0.03667522579
646	0.03667317592
647	0.03652312967
648	0.03644824898
649	0.0363915745
650	0.03638835408
651	0.03632740394
652	0.03626974459
653	0.03616256042
654	0.03611203754
655	0.03606448007
656	0.03594428844
657	0.03587182269
658	0.03584819916
659	0.03581647031
660	0.03575164721
661	0.03569846613
662	0.03566557792
663	0.03563336679
664	0.03554545619
665	0.03554203054
666	0.03551487239
667	0.03547432069
668	0.03540867168
669	0.03537498117
670	0.03531131537
671	0.0351900424
672	0.03515259415
673	0.03504298352
674	0.03497080172
675	0.03491363814
676	0.03487109106
677	0.03485710483
678	0.03478714498
679	0.03478307512
680	0.03473744412
681	0.03465901108
682	0.03464614712
683	0.03464474005
684	0.03459235562
685	0.03445537839
686	0.03435525292
687	0.03432515749
688	0.03421956584
689	0.03416095742
690	0.03411401149
691	0.03405485666
692	0.03395135368
693	0.03393202446
694	0.03392847197
695	0.03385760763
696	0.0338349956
697	0.0338076949
698	0.03379489359
699	0.03370559902
700	0.03363660365
701	0.03362762418
702	0.03362477916
703	0.0336178991
704	0.03361258157
705	0.0334983438
706	0.0334584405
707	0.03336612345
708	0.03328404441
709	0.03323153089
710	0.03319072767
711	0.0331884288
712	0.0331858896
713	0.03313354764
714	0.03301324424
715	0.03294464061
716	0.03291374732
717	0.03288213681
718	0.03286493463
719	0.03283256831
720	0.03280077612
721	0.03279237287
722	0.03269145237
723	0.03264410108
724	0.03249910849
725	0.03247238181
726	0.03243880253
727	0.03230746125
728	0.03230592829
729	0.03220468756
730	0.03216630651
731	0.03212549765
732	0.03210912512
733	0.0320543129
734	0.03198573394
735	0.03195589751
736	0.03193327101
737	0.03190794465
738	0.03184098201
739	0.03181964218
740	0.03178216124
741	0.03176291747
742	0.03176108198
743	0.03170692378
744	0.03168216564
745	0.0316313054
746	0.03157397953
747	0.03154068728
748	0.03153018765
749	0.03152363582
750	0.03150969538
751	0.03147872863
752	0.03144689007
753	0.03140956586
754	0.03138646029
755	0.03135525174
756	0.03126916997
757	0.03120973744
758	0.03119600287
759	0.0311935254
760	0.0311322416
761	0.03106614139
762	0.03105958123
763	0.03102556063
764	0.03102312829
765	0.030968033
766	0.03093959124
767	0.03091515135
768	0.03089476937
769	0.03085783239
770	0.03081234308
771	0.03079880244
772	0.03076536255
773	0.03073098772
774	0.03065147746
775	0.03062821235
776	0.03056472233
777	0.03047699923
778	0.03047202822
779	0.03041947366
780	0.03041622027
781	0.03029983483
782	0.03028549688
783	0.03026737598
784	0.03026309521
785	0.03025740241
786	0.03023093255
787	0.03021044195
788	0.03016129985
789	0.03005486283
790	0.02999235508
791	0.02988214133
792	0.02978368329
793	0.02973611178
794	0.02965175128
795	0.02965074412
796	0.02964426292
797	0.02962788141
798	0.02962185653
799	0.02959959236
800	0.02956006838
801	0.02951270909
802	0.02951077935
803	0.02947778972
804	0.02947464068
805	0.02944238062
806	0.02943378472
807	0.02937672044
808	0.02933419352
809	0.02932733978
810	0.02930959677
811	0.02924645994
812	0.02924287564
813	0.0291609411
814	0.02913083159
815	0.02906113228
816	0.02905242693
817	0.02900592297
818	0.02895534073
819	0.02894414062
820	0.02892556067
821	0.02889851225
822	0.02882841961
823	0.02879182787
824	0.02873252275
825	0.02872834853
826	0.02868811203
827	0.02861258553
828	0.02856935884
829	0.028550771
830	0.02853172075
831	0.02848050281
832	0.0284248723
833	0.02842131295
834	0.02838046359
835	0.02832137821
836	0.02827946184
837	0.02820644373
838	0.02820478088
839	0.02817828738
840	0.02815473939
841	0.0281126775
842	0.02810907882
843	0.02810693825
844	0.02810073368
845	0.02803229492
846	0.02796116071
847	0.02792036527
848	0.02787841166
849	0.02784822932
850	0.02781684678
851	0.02780058593
852	0.02779980301
853	0.0277385246
854	0.02773169601
855	0.02772824136
856	0.02769117652
857	0.02768036548
858	0.02764583416
859	0.02763214971
860	0.02757539394
861	0.02754169163
862	0.02748154585
863	0.02746767509
864	0.0274651806
865	0.02746335852
866	0.02739364449
867	0.02739155054
868	0.02734226776
869	0.02729246606
870	0.02724831359
871	0.02717948592
872	0.02712558416
873	0.02709154946
874	0.02705061151
875	0.02704607339
876	0.02699382936
877	0.02692878442
878	0.02692650621
879	0.02692505944
880	0.02691073365
881	0.02690676458
882	0.0268592645
883	0.02682041318
884	0.0267709747
885	0.02675367604
886	0.02671470888
887	0.02664373891
888	0.02662686719
889	0.02662414332
890	0.02660487444
891	0.02655234336
892	0.02653577924
893	0.02653495625
894	0.02648261785
895	0.02639179604
896	0.02632951044
897	0.0262894806
898	0.02626343171
899	0.02618142563
900	0.02614051564
901	0.02613169574
902	0.02604850989
903	0.02604509281
904	0.02603655094
905	0.0260354507
906	0.02600843956
907	0.02598535655
908	0.02591313383
909	0.0258459956
910	0.02574510816
911	0.02568135625
912	0.02567963249
913	0.02565300084
914	0.02562246871
915	0.02561965196
916	0.02561769497
917	0.02561290205
918	0.02560754796
919	0.02558828573
920	0.0255546821
921	0.0255453966
922	0.02549989325
923	0.02549763722
924	0.02549572813
925	0.02544240569
926	0.02542208239
927	0.02541146757
928	0.02538167093
929	0.02532670184
930	0.02522668055
931	0.02519761109
932	0.0251387176
933	0.02512931449
934	0.02512653223
935	0.02509780231
936	0.02505663399
937	0.0250372431
938	0.02503370343
939	0.02501983978
940	0.02500097117
941	0.02493633193
942	0.02491704492
943	0.0249099802
944	0.02483511122
945	0.02483204571
946	0.02480798899
947	0.02480699312
948	0.02478283202
949	0.02478140106
950	0.02472442325
951	0.02465477761
952	0.02459401459
953	0.02457575624
954	0.02455865546
955	0.02453274896
956	0.02448373034
957	0.02446729848
958	0.02445214818
959	0.02439605517
960	0.02437170779
961	0.0243634518
962	0.0242611121
963	0.02420855266
964	0.0241465864
965	0.02406004146
966	0.02403802683
967	0.02402771634
968	0.02398282863
969	0.02395457805
970	0.02394170399
971	0.02392227006
972	0.02389006636
973	0.02386911411
974	0.02386831861
975	0.02383756426
976	0.02381588855
977	0.02374289941
978	0.02372200463
979	0.02366962926
980	0.02364150775
981	0.02363794201
982	0.02363475094
983	0.02358746734
984	0.02353544818
985	0.02347428915
986	0.02343052115
987	0.0234082077
988	0.02336578963
989	0.02336403336
990	0.02332298528
991	0.02330209291
992	0.0232984782
993	0.02328384733
994	0.02324520498
995	0.02324431737
996	0.0231699027
997	0.02316823969
998	0.02315301368
999	0.02313706375
